down | strategy | migrad
0.91 | 0 | 70
0.91 | 1 | 70
0.92 | 0 | 70
0.92 | 1 | 70
0.93 | 0 | 70
0.93 | 1 | 70
0.94 | 0 | 70
0.94 | 1 | 70
0.95 | 0 | 70
0.95 | 1 | 70
0.96 | 0 | 70
0.96 | 1 | 70
0.97 | 0 | 70
0.97 | 1 | 70
0.98 | 0 | 70
0.98 | 1 | 70
0.99 | 0 | 70
0.99 | 1 | 70
1.0 | 0 | 70
1.0 | 1 | 70
