down | strategy | tol | ncall | sigma_tot
0.95 | 2.00 | 5.0 | 300 | 108.227
0.95 | 2.00 | 5.0 | 400 | 108.180
0.95 | 2.00 | 5.0 | 500 | 108.170
0.95 | 2.00 | 1.0 | 500 | 108.176
0.95 | 2.00 | 5.0 | 600 | 108.162
0.95 | 2.00 | 1.0 | 600 | 108.157
0.95 | 2.00 | 5.0 | 700 | 108.162
0.95 | 2.00 | 1.0 | 700 | 108.151
0.95 | 2.00 | 5.0 | 800 | 108.162
0.95 | 2.00 | 1.0 | 800 | 108.130
0.95 | 2.00 | 0.1 | 800 | 108.126
0.96 | 2.00 | 5.0 | 300 | 108.231
0.96 | 2.00 | 5.0 | 400 | 108.309
0.96 | 2.00 | 5.0 | 500 | 108.236
0.96 | 2.00 | 1.0 | 500 | 108.204
0.96 | 2.00 | 5.0 | 600 | 108.204
0.96 | 2.00 | 1.0 | 600 | 108.202
0.96 | 2.00 | 5.0 | 700 | 108.204
0.96 | 2.00 | 1.0 | 700 | 108.196
0.96 | 2.00 | 5.0 | 800 | 108.204
0.96 | 2.00 | 1.0 | 800 | 108.189
0.96 | 2.00 | 0.1 | 800 | 108.186
0.97 | 0.00 | 0.01 | 800 | 108.259
0.97 | 2.00 | 5.0 | 300 | 108.273
0.97 | 2.00 | 5.0 | 400 | 108.285
0.97 | 2.00 | 5.0 | 500 | 108.267
0.97 | 2.00 | 5.0 | 600 | 108.265
0.97 | 2.00 | 1.0 | 600 | 108.267
0.97 | 2.00 | 5.0 | 700 | 108.265
0.97 | 2.00 | 1.0 | 700 | 108.261
0.97 | 2.00 | 5.0 | 800 | 108.265
0.97 | 2.00 | 1.0 | 800 | 108.259
0.97 | 2.00 | 0.1 | 800 | 108.262
0.97 | 2.00 | 0.01 | 800 | 108.255
0.98 | 0.00 | 1.0 | 300 | 108.609
0.98 | 0.00 | 1.0 | 400 | 108.609
0.98 | 0.00 | 1.0 | 500 | 108.609
0.98 | 0.00 | 1.0 | 600 | 108.609
0.98 | 0.00 | 1.0 | 700 | 108.609
0.98 | 0.00 | 1.0 | 800 | 108.609
0.98 | 0.00 | 0.01 | 800 | 108.333
0.98 | 2.00 | 5.0 | 300 | 108.359
0.98 | 2.00 | 5.0 | 400 | 108.339
0.98 | 2.00 | 1.0 | 400 | 108.356
0.98 | 2.00 | 5.0 | 500 | 108.334
0.98 | 2.00 | 1.0 | 500 | 108.345
0.98 | 2.00 | 5.0 | 600 | 108.334
0.98 | 2.00 | 1.0 | 600 | 108.330
0.98 | 2.00 | 5.0 | 700 | 108.334
0.98 | 2.00 | 1.0 | 700 | 108.330
0.98 | 2.00 | 0.1 | 700 | 108.330
0.98 | 2.00 | 5.0 | 800 | 108.334
0.98 | 2.00 | 1.0 | 800 | 108.330
0.98 | 2.00 | 0.1 | 800 | 108.333
0.98 | 2.00 | 0.01 | 800 | 108.332
0.99 | 0.00 | 1.0 | 300 | 108.604
0.99 | 0.00 | 1.0 | 400 | 108.604
0.99 | 0.00 | 1.0 | 500 | 108.604
0.99 | 0.00 | 1.0 | 600 | 108.604
0.99 | 0.00 | 1.0 | 700 | 108.604
0.99 | 0.00 | 1.0 | 800 | 108.604
0.99 | 0.00 | 0.01 | 800 | 108.406
0.99 | 2.00 | 5.0 | 300 | 108.417
0.99 | 2.00 | 5.0 | 400 | 108.411
0.99 | 2.00 | 1.0 | 400 | 108.415
0.99 | 2.00 | 5.0 | 500 | 108.411
0.99 | 2.00 | 1.0 | 500 | 108.401
0.99 | 2.00 | 0.1 | 500 | 108.401
0.99 | 2.00 | 5.0 | 600 | 108.411
0.99 | 2.00 | 1.0 | 600 | 108.406
0.99 | 2.00 | 0.1 | 600 | 108.405
0.99 | 2.00 | 0.01 | 600 | 108.405
0.99 | 2.00 | 5.0 | 700 | 108.411
0.99 | 2.00 | 1.0 | 700 | 108.406
0.99 | 2.00 | 0.1 | 700 | 108.405
0.99 | 2.00 | 0.01 | 700 | 108.405
0.99 | 2.00 | 5.0 | 800 | 108.411
0.99 | 2.00 | 1.0 | 800 | 108.406
0.99 | 2.00 | 0.1 | 800 | 108.405
0.99 | 2.00 | 0.01 | 800 | 108.405
