down | strategy | tol | ncall | sigma_tot
0.95 | 0.00 | 0.01 | 600 | 109.051
0.95 | 0.00 | 0.01 | 700 | 109.051
0.95 | 0.00 | 0.01 | 800 | 109.051
0.95 | 1.00 | 0.01 | 600 | 109.054
0.95 | 1.00 | 5.0 | 700 | 108.986
0.95 | 1.00 | 1.0 | 700 | 109.020
0.95 | 1.00 | 0.01 | 700 | 109.053
0.95 | 1.00 | 5.0 | 800 | 109.026
0.95 | 1.00 | 1.0 | 800 | 109.020
0.95 | 1.00 | 0.1 | 800 | 109.049
0.95 | 1.00 | 0.01 | 800 | 109.053
0.96 | 1.00 | 5.0 | 400 | 108.866
0.96 | 1.00 | 5.0 | 500 | 108.866
0.96 | 1.00 | 5.0 | 600 | 108.866
0.96 | 1.00 | 5.0 | 700 | 108.866
0.96 | 1.00 | 5.0 | 800 | 108.866
0.96 | 1.00 | 1.0 | 800 | 109.124
0.96 | 1.00 | 0.1 | 800 | 109.162
0.96 | 1.00 | 0.01 | 800 | 109.163
0.97 | 0.00 | 0.01 | 500 | 111.090
0.97 | 0.00 | 0.01 | 600 | 111.090
0.97 | 0.00 | 0.01 | 700 | 111.090
0.97 | 0.00 | 0.01 | 800 | 111.090
0.97 | 1.00 | 5.0 | 300 | 109.434
0.97 | 1.00 | 5.0 | 400 | 109.315
0.97 | 1.00 | 1.0 | 400 | 109.415
0.97 | 1.00 | 5.0 | 500 | 109.315
0.97 | 1.00 | 1.0 | 500 | 109.375
0.97 | 1.00 | 0.1 | 500 | 109.275
0.97 | 1.00 | 0.01 | 500 | 111.090
0.97 | 1.00 | 5.0 | 600 | 109.315
0.97 | 1.00 | 1.0 | 600 | 109.375
0.97 | 1.00 | 0.1 | 600 | 109.275
0.97 | 1.00 | 0.01 | 600 | 111.090
0.97 | 1.00 | 5.0 | 700 | 109.315
0.97 | 1.00 | 1.0 | 700 | 109.362
0.97 | 1.00 | 0.1 | 700 | 109.275
0.97 | 1.00 | 0.01 | 700 | 111.090
0.97 | 1.00 | 5.0 | 800 | 109.315
0.97 | 1.00 | 1.0 | 800 | 109.338
0.97 | 1.00 | 0.1 | 800 | 109.275
0.97 | 1.00 | 0.01 | 800 | 111.090
0.98 | 0.00 | 5.0 | 300 | 110.654
0.98 | 0.00 | 1.0 | 300 | 110.654
0.98 | 0.00 | 0.1 | 300 | 110.655
0.98 | 0.00 | 0.01 | 300 | 110.654
0.98 | 0.00 | 5.0 | 400 | 110.654
0.98 | 0.00 | 1.0 | 400 | 110.654
0.98 | 0.00 | 0.1 | 400 | 110.655
0.98 | 0.00 | 0.01 | 400 | 110.654
0.98 | 0.00 | 5.0 | 500 | 110.654
0.98 | 0.00 | 1.0 | 500 | 110.654
0.98 | 0.00 | 0.1 | 500 | 110.655
0.98 | 0.00 | 0.01 | 500 | 110.654
0.98 | 0.00 | 5.0 | 600 | 110.654
0.98 | 0.00 | 1.0 | 600 | 110.654
0.98 | 0.00 | 0.1 | 600 | 110.655
0.98 | 0.00 | 0.01 | 600 | 110.654
0.98 | 0.00 | 5.0 | 700 | 110.654
0.98 | 0.00 | 1.0 | 700 | 110.654
0.98 | 0.00 | 0.1 | 700 | 110.655
0.98 | 0.00 | 0.01 | 700 | 110.654
0.98 | 0.00 | 5.0 | 800 | 110.654
0.98 | 0.00 | 1.0 | 800 | 110.654
0.98 | 0.00 | 0.1 | 800 | 110.655
0.98 | 0.00 | 0.01 | 800 | 110.654
0.98 | 1.00 | 5.0 | 300 | 110.653
0.98 | 1.00 | 1.0 | 300 | 110.655
0.98 | 1.00 | 0.1 | 300 | 110.655
0.98 | 1.00 | 0.01 | 300 | 110.654
0.98 | 1.00 | 5.0 | 400 | 110.653
0.98 | 1.00 | 1.0 | 400 | 110.655
0.98 | 1.00 | 0.1 | 400 | 110.655
0.98 | 1.00 | 0.01 | 400 | 110.654
0.98 | 1.00 | 5.0 | 500 | 110.653
0.98 | 1.00 | 1.0 | 500 | 110.655
0.98 | 1.00 | 0.1 | 500 | 110.655
0.98 | 1.00 | 0.01 | 500 | 110.654
0.98 | 1.00 | 5.0 | 600 | 110.653
0.98 | 1.00 | 1.0 | 600 | 110.655
0.98 | 1.00 | 0.1 | 600 | 110.655
0.98 | 1.00 | 0.01 | 600 | 110.654
0.98 | 1.00 | 5.0 | 700 | 110.653
0.98 | 1.00 | 1.0 | 700 | 110.655
0.98 | 1.00 | 0.1 | 700 | 110.655
0.98 | 1.00 | 0.01 | 700 | 110.654
0.98 | 1.00 | 5.0 | 800 | 110.653
0.98 | 1.00 | 1.0 | 800 | 110.655
0.98 | 1.00 | 0.1 | 800 | 110.655
0.98 | 1.00 | 0.01 | 800 | 110.654
0.99 | 0.00 | 5.0 | 300 | 110.224
0.99 | 0.00 | 1.0 | 300 | 110.226
0.99 | 0.00 | 0.1 | 300 | 110.224
0.99 | 0.00 | 0.01 | 300 | 110.224
0.99 | 0.00 | 5.0 | 400 | 110.224
0.99 | 0.00 | 1.0 | 400 | 110.226
0.99 | 0.00 | 0.1 | 400 | 110.224
0.99 | 0.00 | 0.01 | 400 | 110.224
0.99 | 0.00 | 5.0 | 500 | 110.224
0.99 | 0.00 | 1.0 | 500 | 110.226
0.99 | 0.00 | 0.1 | 500 | 110.224
0.99 | 0.00 | 0.01 | 500 | 110.224
0.99 | 0.00 | 5.0 | 600 | 110.224
0.99 | 0.00 | 1.0 | 600 | 110.226
0.99 | 0.00 | 0.1 | 600 | 110.224
0.99 | 0.00 | 0.01 | 600 | 110.224
0.99 | 0.00 | 5.0 | 700 | 110.224
0.99 | 0.00 | 1.0 | 700 | 110.226
0.99 | 0.00 | 0.1 | 700 | 110.224
0.99 | 0.00 | 0.01 | 700 | 110.224
0.99 | 0.00 | 5.0 | 800 | 110.224
0.99 | 0.00 | 1.0 | 800 | 110.226
0.99 | 0.00 | 0.1 | 800 | 110.224
0.99 | 0.00 | 0.01 | 800 | 110.224
0.99 | 1.00 | 5.0 | 300 | 110.224
0.99 | 1.00 | 1.0 | 300 | 110.226
0.99 | 1.00 | 0.1 | 300 | 110.224
0.99 | 1.00 | 0.01 | 300 | 110.224
0.99 | 1.00 | 5.0 | 400 | 110.224
0.99 | 1.00 | 1.0 | 400 | 110.226
0.99 | 1.00 | 0.1 | 400 | 110.224
0.99 | 1.00 | 0.01 | 400 | 110.224
0.99 | 1.00 | 5.0 | 500 | 110.224
0.99 | 1.00 | 1.0 | 500 | 110.226
0.99 | 1.00 | 0.1 | 500 | 110.224
0.99 | 1.00 | 0.01 | 500 | 110.224
0.99 | 1.00 | 5.0 | 600 | 110.224
0.99 | 1.00 | 1.0 | 600 | 110.226
0.99 | 1.00 | 0.1 | 600 | 110.224
0.99 | 1.00 | 0.01 | 600 | 110.224
