down | strategy | tol | ncall | sigma_tot
0.97 | 2.00 | 1.0 | 500 | 109.987
0.97 | 2.00 | 0.1 | 500 | 109.279
0.97 | 2.00 | 0.01 | 500 | 109.279
0.97 | 2.00 | 5.0 | 600 | 110.001
0.97 | 2.00 | 1.0 | 600 | 109.987
0.97 | 2.00 | 0.1 | 600 | 109.279
0.97 | 2.00 | 0.01 | 600 | 109.279
0.97 | 2.00 | 5.0 | 700 | 110.001
0.97 | 2.00 | 1.0 | 700 | 109.987
0.97 | 2.00 | 0.1 | 700 | 109.279
0.97 | 2.00 | 0.01 | 700 | 109.279
0.97 | 2.00 | 5.0 | 800 | 110.001
0.97 | 2.00 | 1.0 | 800 | 109.987
0.97 | 2.00 | 0.1 | 800 | 109.279
0.97 | 2.00 | 0.01 | 800 | 109.279
0.98 | 0.00 | 0.01 | 400 | 109.394
0.98 | 0.00 | 0.01 | 500 | 109.394
0.98 | 0.00 | 0.01 | 600 | 109.394
0.98 | 0.00 | 0.01 | 700 | 109.394
0.98 | 0.00 | 0.01 | 800 | 109.394
0.98 | 2.00 | 5.0 | 300 | 109.858
0.98 | 2.00 | 5.0 | 400 | 109.858
0.98 | 2.00 | 1.0 | 400 | 108.836
0.98 | 2.00 | 0.1 | 400 | 109.393
0.98 | 2.00 | 5.0 | 500 | 109.858
0.98 | 2.00 | 0.1 | 500 | 109.393
0.98 | 2.00 | 5.0 | 600 | 109.858
0.98 | 2.00 | 1.0 | 600 | 109.399
0.98 | 2.00 | 0.1 | 600 | 109.393
0.98 | 2.00 | 5.0 | 700 | 109.858
0.98 | 2.00 | 1.0 | 700 | 109.399
0.98 | 2.00 | 0.1 | 700 | 109.393
0.98 | 2.00 | 5.0 | 800 | 109.858
0.98 | 2.00 | 1.0 | 800 | 109.399
0.98 | 2.00 | 0.1 | 800 | 109.393
0.99 | 0.00 | 0.01 | 500 | 109.509
0.99 | 0.00 | 0.01 | 600 | 109.509
0.99 | 0.00 | 0.01 | 700 | 109.509
0.99 | 0.00 | 0.01 | 800 | 109.509
0.99 | 2.00 | 5.0 | 300 | 109.765
0.99 | 2.00 | 1.0 | 300 | 109.754
0.99 | 2.00 | 0.1 | 300 | 109.746
0.99 | 2.00 | 5.0 | 400 | 109.765
0.99 | 2.00 | 1.0 | 400 | 109.754
0.99 | 2.00 | 0.1 | 400 | 109.746
0.99 | 2.00 | 0.01 | 400 | 109.510
0.99 | 2.00 | 5.0 | 500 | 109.765
0.99 | 2.00 | 1.0 | 500 | 109.754
0.99 | 2.00 | 0.1 | 500 | 109.746
0.99 | 2.00 | 0.01 | 500 | 109.510
0.99 | 2.00 | 5.0 | 600 | 109.765
0.99 | 2.00 | 1.0 | 600 | 109.754
0.99 | 2.00 | 0.1 | 600 | 109.746
0.99 | 2.00 | 0.01 | 600 | 109.510
0.99 | 2.00 | 5.0 | 700 | 109.765
0.99 | 2.00 | 1.0 | 700 | 109.754
0.99 | 2.00 | 0.1 | 700 | 109.746
0.99 | 2.00 | 0.01 | 700 | 109.510
0.99 | 2.00 | 5.0 | 800 | 109.765
0.99 | 2.00 | 1.0 | 800 | 109.754
0.99 | 2.00 | 0.1 | 800 | 109.746
0.99 | 2.00 | 0.01 | 800 | 109.510
