down | strategy | tol | ncall | sigma_tot
0.95 | 0.00 | 5.0 | 300 | 108.546
0.95 | 0.00 | 1.0 | 300 | 108.467
0.95 | 0.00 | 5.0 | 400 | 108.546
0.95 | 0.00 | 1.0 | 400 | 108.467
0.95 | 0.00 | 5.0 | 500 | 108.546
0.95 | 0.00 | 1.0 | 500 | 108.467
0.95 | 0.00 | 5.0 | 600 | 108.546
0.95 | 0.00 | 1.0 | 600 | 108.467
0.95 | 0.00 | 0.01 | 600 | 108.459
0.95 | 0.00 | 5.0 | 700 | 108.546
0.95 | 0.00 | 1.0 | 700 | 108.467
0.95 | 0.00 | 0.01 | 700 | 108.459
0.95 | 0.00 | 5.0 | 800 | 108.546
0.95 | 0.00 | 1.0 | 800 | 108.467
0.95 | 0.00 | 0.01 | 800 | 108.459
0.95 | 1.00 | 5.0 | 300 | 108.488
0.95 | 1.00 | 1.0 | 300 | 108.463
0.95 | 1.00 | 5.0 | 400 | 108.488
0.95 | 1.00 | 1.0 | 400 | 108.463
0.95 | 1.00 | 0.1 | 400 | 108.463
0.95 | 1.00 | 5.0 | 500 | 108.488
0.95 | 1.00 | 1.0 | 500 | 108.463
0.95 | 1.00 | 0.1 | 500 | 108.458
0.95 | 1.00 | 5.0 | 600 | 108.488
0.95 | 1.00 | 1.0 | 600 | 108.463
0.95 | 1.00 | 0.1 | 600 | 108.461
0.95 | 1.00 | 0.01 | 600 | 108.459
0.95 | 1.00 | 5.0 | 700 | 108.488
0.95 | 1.00 | 1.0 | 700 | 108.463
0.95 | 1.00 | 0.1 | 700 | 108.461
0.95 | 1.00 | 0.01 | 700 | 108.459
0.95 | 1.00 | 5.0 | 800 | 108.488
0.95 | 1.00 | 1.0 | 800 | 108.463
0.95 | 1.00 | 0.1 | 800 | 108.461
0.95 | 1.00 | 0.01 | 800 | 108.459
0.96 | 0.00 | 5.0 | 300 | 108.576
0.96 | 0.00 | 1.0 | 300 | 108.522
0.96 | 0.00 | 5.0 | 400 | 108.576
0.96 | 0.00 | 1.0 | 400 | 108.522
0.96 | 0.00 | 5.0 | 500 | 108.576
0.96 | 0.00 | 1.0 | 500 | 108.522
0.96 | 0.00 | 0.01 | 500 | 108.506
0.96 | 0.00 | 5.0 | 600 | 108.576
0.96 | 0.00 | 1.0 | 600 | 108.522
0.96 | 0.00 | 0.01 | 600 | 108.506
0.96 | 0.00 | 5.0 | 700 | 108.576
0.96 | 0.00 | 1.0 | 700 | 108.522
0.96 | 0.00 | 0.01 | 700 | 108.506
0.96 | 0.00 | 5.0 | 800 | 108.576
0.96 | 0.00 | 1.0 | 800 | 108.522
0.96 | 0.00 | 0.01 | 800 | 108.506
0.96 | 1.00 | 5.0 | 300 | 108.510
0.96 | 1.00 | 1.0 | 300 | 108.512
0.96 | 1.00 | 5.0 | 400 | 108.510
0.96 | 1.00 | 1.0 | 400 | 108.512
0.96 | 1.00 | 5.0 | 500 | 108.510
0.96 | 1.00 | 1.0 | 500 | 108.512
0.96 | 1.00 | 0.1 | 500 | 108.506
0.96 | 1.00 | 0.01 | 500 | 108.505
0.96 | 1.00 | 5.0 | 600 | 108.510
0.96 | 1.00 | 1.0 | 600 | 108.512
0.96 | 1.00 | 0.1 | 600 | 108.503
0.96 | 1.00 | 0.01 | 600 | 108.505
0.96 | 1.00 | 5.0 | 700 | 108.510
0.96 | 1.00 | 1.0 | 700 | 108.512
0.96 | 1.00 | 0.1 | 700 | 108.503
0.96 | 1.00 | 0.01 | 700 | 108.505
0.96 | 1.00 | 5.0 | 800 | 108.510
0.96 | 1.00 | 1.0 | 800 | 108.512
0.96 | 1.00 | 0.1 | 800 | 108.503
0.96 | 1.00 | 0.01 | 800 | 108.505
0.97 | 0.00 | 0.01 | 400 | 108.551
0.97 | 0.00 | 0.01 | 500 | 108.551
0.97 | 0.00 | 0.01 | 600 | 108.551
0.97 | 0.00 | 0.01 | 700 | 108.551
0.97 | 0.00 | 0.01 | 800 | 108.551
0.97 | 1.00 | 5.0 | 300 | 108.570
0.97 | 1.00 | 1.0 | 300 | 108.547
0.97 | 1.00 | 0.1 | 300 | 108.553
0.97 | 1.00 | 5.0 | 400 | 108.570
0.97 | 1.00 | 1.0 | 400 | 108.548
0.97 | 1.00 | 0.1 | 400 | 108.553
0.97 | 1.00 | 0.01 | 400 | 108.551
0.97 | 1.00 | 5.0 | 500 | 108.570
0.97 | 1.00 | 1.0 | 500 | 108.548
0.97 | 1.00 | 0.1 | 500 | 108.553
0.97 | 1.00 | 0.01 | 500 | 108.551
0.97 | 1.00 | 5.0 | 600 | 108.570
0.97 | 1.00 | 1.0 | 600 | 108.548
0.97 | 1.00 | 0.1 | 600 | 108.553
0.97 | 1.00 | 0.01 | 600 | 108.551
0.97 | 1.00 | 5.0 | 700 | 108.570
0.97 | 1.00 | 1.0 | 700 | 108.548
0.97 | 1.00 | 0.1 | 700 | 108.553
0.97 | 1.00 | 0.01 | 700 | 108.551
0.97 | 1.00 | 5.0 | 800 | 108.570
0.97 | 1.00 | 1.0 | 800 | 108.548
0.97 | 1.00 | 0.1 | 800 | 108.553
0.97 | 1.00 | 0.01 | 800 | 108.551
0.98 | 0.00 | 5.0 | 300 | 108.607
0.98 | 0.00 | 1.0 | 300 | 108.607
0.98 | 0.00 | 0.01 | 300 | 108.596
0.98 | 0.00 | 5.0 | 400 | 108.607
0.98 | 0.00 | 1.0 | 400 | 108.607
0.98 | 0.00 | 0.01 | 400 | 108.596
0.98 | 0.00 | 5.0 | 500 | 108.607
0.98 | 0.00 | 1.0 | 500 | 108.607
0.98 | 0.00 | 0.01 | 500 | 108.596
0.98 | 0.00 | 5.0 | 600 | 108.607
0.98 | 0.00 | 1.0 | 600 | 108.607
0.98 | 0.00 | 0.01 | 600 | 108.596
0.98 | 0.00 | 5.0 | 700 | 108.607
0.98 | 0.00 | 1.0 | 700 | 108.607
0.98 | 0.00 | 0.01 | 700 | 108.596
0.98 | 0.00 | 5.0 | 800 | 108.607
0.98 | 0.00 | 1.0 | 800 | 108.607
0.98 | 0.00 | 0.01 | 800 | 108.596
0.98 | 1.00 | 5.0 | 300 | 108.593
0.98 | 1.00 | 1.0 | 300 | 108.602
0.98 | 1.00 | 0.1 | 300 | 108.597
0.98 | 1.00 | 0.01 | 300 | 108.596
0.98 | 1.00 | 5.0 | 400 | 108.593
0.98 | 1.00 | 1.0 | 400 | 108.602
0.98 | 1.00 | 0.1 | 400 | 108.597
0.98 | 1.00 | 0.01 | 400 | 108.596
0.98 | 1.00 | 5.0 | 500 | 108.593
0.98 | 1.00 | 1.0 | 500 | 108.602
0.98 | 1.00 | 0.1 | 500 | 108.597
0.98 | 1.00 | 0.01 | 500 | 108.596
0.98 | 1.00 | 5.0 | 600 | 108.593
0.98 | 1.00 | 1.0 | 600 | 108.602
0.98 | 1.00 | 0.1 | 600 | 108.597
0.98 | 1.00 | 0.01 | 600 | 108.596
0.98 | 1.00 | 5.0 | 700 | 108.593
0.98 | 1.00 | 1.0 | 700 | 108.602
0.98 | 1.00 | 0.1 | 700 | 108.597
0.98 | 1.00 | 0.01 | 700 | 108.596
0.98 | 1.00 | 5.0 | 800 | 108.593
0.98 | 1.00 | 1.0 | 800 | 108.602
0.98 | 1.00 | 0.1 | 800 | 108.597
0.98 | 1.00 | 0.01 | 800 | 108.596
0.99 | 0.00 | 5.0 | 300 | 108.650
0.99 | 0.00 | 1.0 | 300 | 108.651
0.99 | 0.00 | 0.1 | 300 | 108.643
0.99 | 0.00 | 0.01 | 300 | 108.641
0.99 | 0.00 | 5.0 | 400 | 108.650
0.99 | 0.00 | 1.0 | 400 | 108.651
0.99 | 0.00 | 0.1 | 400 | 108.643
0.99 | 0.00 | 0.01 | 400 | 108.641
0.99 | 0.00 | 5.0 | 500 | 108.650
0.99 | 0.00 | 1.0 | 500 | 108.651
0.99 | 0.00 | 0.1 | 500 | 108.643
0.99 | 0.00 | 0.01 | 500 | 108.641
0.99 | 0.00 | 5.0 | 600 | 108.650
0.99 | 0.00 | 1.0 | 600 | 108.651
0.99 | 0.00 | 0.1 | 600 | 108.643
0.99 | 0.00 | 0.01 | 600 | 108.641
0.99 | 0.00 | 5.0 | 700 | 108.650
0.99 | 0.00 | 1.0 | 700 | 108.651
0.99 | 0.00 | 0.1 | 700 | 108.643
0.99 | 0.00 | 0.01 | 700 | 108.641
0.99 | 0.00 | 5.0 | 800 | 108.650
0.99 | 0.00 | 1.0 | 800 | 108.651
0.99 | 0.00 | 0.1 | 800 | 108.643
0.99 | 0.00 | 0.01 | 800 | 108.641
0.99 | 1.00 | 5.0 | 300 | 108.651
0.99 | 1.00 | 1.0 | 300 | 108.651
0.99 | 1.00 | 0.1 | 300 | 108.641
0.99 | 1.00 | 0.01 | 300 | 108.642
0.99 | 1.00 | 5.0 | 400 | 108.651
0.99 | 1.00 | 1.0 | 400 | 108.651
0.99 | 1.00 | 0.1 | 400 | 108.641
0.99 | 1.00 | 0.01 | 400 | 108.642
0.99 | 1.00 | 5.0 | 500 | 108.651
0.99 | 1.00 | 1.0 | 500 | 108.651
