down | strategy | tol | ncall | sigma_tot
0.95 | 1.00 | 5.0 | 300 | 109.053
0.95 | 1.00 | 5.0 | 400 | 109.055
0.95 | 1.00 | 5.0 | 500 | 109.055
0.95 | 1.00 | 5.0 | 600 | 109.055
0.95 | 1.00 | 1.0 | 600 | 109.052
0.95 | 1.00 | 0.1 | 600 | 109.051
0.95 | 1.00 | 5.0 | 700 | 109.055
0.95 | 1.00 | 1.0 | 700 | 109.052
0.95 | 1.00 | 0.1 | 700 | 109.051
0.95 | 1.00 | 5.0 | 800 | 109.055
0.95 | 1.00 | 1.0 | 800 | 109.052
0.95 | 1.00 | 0.1 | 800 | 109.051
0.95 | 1.00 | 0.01 | 800 | 109.053
0.96 | 1.00 | 1.0 | 400 | 109.143
0.96 | 1.00 | 1.0 | 500 | 109.153
0.96 | 1.00 | 5.0 | 600 | 109.156
0.96 | 1.00 | 1.0 | 600 | 109.153
0.96 | 1.00 | 0.1 | 600 | 109.165
0.96 | 1.00 | 5.0 | 700 | 109.160
0.96 | 1.00 | 1.0 | 700 | 109.153
0.96 | 1.00 | 0.1 | 700 | 109.165
0.96 | 1.00 | 5.0 | 800 | 109.160
0.96 | 1.00 | 1.0 | 800 | 109.153
0.96 | 1.00 | 0.1 | 800 | 109.165
0.96 | 1.00 | 0.01 | 800 | 109.164
0.97 | 1.00 | 5.0 | 300 | 109.277
0.97 | 1.00 | 5.0 | 400 | 109.277
0.97 | 1.00 | 5.0 | 500 | 109.277
0.97 | 1.00 | 5.0 | 600 | 109.277
0.97 | 1.00 | 1.0 | 600 | 109.279
0.97 | 1.00 | 5.0 | 700 | 109.277
0.97 | 1.00 | 1.0 | 700 | 109.279
0.97 | 1.00 | 5.0 | 800 | 109.277
0.97 | 1.00 | 1.0 | 800 | 109.279
0.97 | 1.00 | 0.1 | 800 | 109.278
0.98 | 1.00 | 5.0 | 500 | 109.344
0.98 | 1.00 | 5.0 | 600 | 109.379
0.98 | 1.00 | 1.0 | 600 | 109.384
0.98 | 1.00 | 5.0 | 700 | 109.379
0.98 | 1.00 | 1.0 | 700 | 109.384
0.98 | 1.00 | 0.1 | 700 | 109.391
0.98 | 1.00 | 5.0 | 800 | 109.379
0.98 | 1.00 | 1.0 | 800 | 109.384
0.98 | 1.00 | 0.1 | 800 | 109.391
0.99 | 0.00 | 0.01 | 600 | 109.509
0.99 | 0.00 | 0.01 | 700 | 109.509
0.99 | 0.00 | 0.01 | 800 | 109.509
0.99 | 1.00 | 5.0 | 300 | 109.562
0.99 | 1.00 | 1.0 | 300 | 109.568
0.99 | 1.00 | 5.0 | 400 | 109.562
0.99 | 1.00 | 1.0 | 400 | 109.568
0.99 | 1.00 | 5.0 | 500 | 109.562
0.99 | 1.00 | 1.0 | 500 | 109.540
0.99 | 1.00 | 0.1 | 500 | 109.519
0.99 | 1.00 | 5.0 | 600 | 109.562
0.99 | 1.00 | 1.0 | 600 | 109.540
0.99 | 1.00 | 0.1 | 600 | 109.519
0.99 | 1.00 | 5.0 | 700 | 109.562
0.99 | 1.00 | 1.0 | 700 | 109.540
0.99 | 1.00 | 0.1 | 700 | 109.514
0.99 | 1.00 | 0.01 | 700 | 109.512
0.99 | 1.00 | 5.0 | 800 | 109.562
0.99 | 1.00 | 1.0 | 800 | 109.540
0.99 | 1.00 | 0.1 | 800 | 109.514
0.99 | 1.00 | 0.01 | 800 | 109.512
