down | strategy | tol | ncall | sigma_tot
0.95 | 0.00 | 5.0 | 300 | 108.736
0.95 | 0.00 | 5.0 | 400 | 108.736
0.95 | 0.00 | 5.0 | 500 | 108.736
0.95 | 0.00 | 5.0 | 600 | 108.736
0.95 | 0.00 | 5.0 | 700 | 108.736
0.95 | 0.00 | 0.01 | 700 | 109.052
0.95 | 0.00 | 5.0 | 800 | 108.736
0.95 | 0.00 | 0.01 | 800 | 109.052
0.95 | 2.00 | 5.0 | 400 | 109.008
0.95 | 2.00 | 1.0 | 400 | 109.015
0.95 | 2.00 | 5.0 | 500 | 109.008
0.95 | 2.00 | 1.0 | 500 | 109.015
0.95 | 2.00 | 5.0 | 600 | 109.008
0.95 | 2.00 | 1.0 | 600 | 109.038
0.95 | 2.00 | 0.01 | 600 | 109.052
0.95 | 2.00 | 5.0 | 700 | 109.008
0.95 | 2.00 | 1.0 | 700 | 109.038
0.95 | 2.00 | 0.1 | 700 | 109.043
0.95 | 2.00 | 0.01 | 700 | 109.052
0.95 | 2.00 | 5.0 | 800 | 109.008
0.95 | 2.00 | 1.0 | 800 | 109.038
0.95 | 2.00 | 0.1 | 800 | 109.048
0.95 | 2.00 | 0.01 | 800 | 109.052
0.96 | 2.00 | 5.0 | 400 | 108.887
0.96 | 2.00 | 5.0 | 800 | 109.123
0.96 | 2.00 | 1.0 | 800 | 109.139
0.97 | 2.00 | 5.0 | 400 | 108.863
0.97 | 2.00 | 1.0 | 400 | 108.889
0.97 | 2.00 | 5.0 | 500 | 108.863
0.97 | 2.00 | 5.0 | 600 | 108.863
0.97 | 2.00 | 1.0 | 600 | 109.261
0.97 | 2.00 | 5.0 | 700 | 108.863
0.97 | 2.00 | 1.0 | 700 | 109.261
0.97 | 2.00 | 5.0 | 800 | 108.863
0.97 | 2.00 | 1.0 | 800 | 109.261
0.98 | 2.00 | 5.0 | 500 | 109.084
0.98 | 2.00 | 5.0 | 600 | 109.024
0.98 | 2.00 | 5.0 | 700 | 109.038
0.98 | 2.00 | 5.0 | 800 | 109.331
0.98 | 2.00 | 1.0 | 800 | 109.335
0.99 | 0.00 | 5.0 | 300 | 110.201
0.99 | 0.00 | 5.0 | 400 | 110.201
0.99 | 0.00 | 5.0 | 500 | 110.201
0.99 | 0.00 | 5.0 | 600 | 110.201
0.99 | 0.00 | 5.0 | 700 | 110.201
0.99 | 0.00 | 5.0 | 800 | 110.201
0.99 | 2.00 | 5.0 | 300 | 109.399
0.99 | 2.00 | 5.0 | 400 | 109.404
0.99 | 2.00 | 5.0 | 500 | 109.404
0.99 | 2.00 | 5.0 | 600 | 109.404
0.99 | 2.00 | 5.0 | 700 | 109.404
0.99 | 2.00 | 1.0 | 700 | 109.405
0.99 | 2.00 | 5.0 | 800 | 109.404
0.99 | 2.00 | 1.0 | 800 | 109.417
0.99 | 2.00 | 0.1 | 800 | 109.502
0.99 | 2.00 | 0.01 | 800 | 109.507
