down | strategy | ncall | sigma_tot
0.97 | 0.00 | 300 | 103.493
0.97 | 0.00 | 400 | 103.493
0.97 | 0.00 | 500 | 103.493
0.97 | 0.00 | 600 | 103.493
0.97 | 0.00 | 700 | 103.493
0.97 | 0.00 | 800 | 103.493
0.97 | 1.00 | 300 | 103.494
0.97 | 1.00 | 400 | 103.494
0.97 | 1.00 | 500 | 103.494
0.97 | 1.00 | 600 | 103.494
0.97 | 1.00 | 700 | 103.494
0.97 | 1.00 | 800 | 103.494
0.97 | 2.00 | 300 | 103.493
0.97 | 2.00 | 400 | 103.493
0.97 | 2.00 | 500 | 103.493
0.97 | 2.00 | 600 | 103.493
0.97 | 2.00 | 700 | 103.493
0.97 | 2.00 | 800 | 103.493
0.98 | 0.00 | 300 | 103.184
0.98 | 0.00 | 400 | 103.184
0.98 | 0.00 | 500 | 103.184
0.98 | 0.00 | 600 | 103.184
0.98 | 0.00 | 700 | 103.184
0.98 | 0.00 | 800 | 103.184
0.98 | 1.00 | 300 | 103.185
0.98 | 1.00 | 400 | 103.185
0.98 | 1.00 | 500 | 103.185
0.98 | 1.00 | 600 | 103.185
0.98 | 1.00 | 700 | 103.185
0.98 | 1.00 | 800 | 103.185
0.98 | 2.00 | 300 | 103.184
0.98 | 2.00 | 400 | 103.184
0.98 | 2.00 | 500 | 103.184
0.98 | 2.00 | 600 | 103.184
0.98 | 2.00 | 700 | 103.184
0.98 | 2.00 | 800 | 103.184
0.99 | 0.00 | 200 | 102.874
0.99 | 0.00 | 300 | 102.874
0.99 | 0.00 | 400 | 102.874
0.99 | 0.00 | 500 | 102.874
0.99 | 0.00 | 600 | 102.874
0.99 | 0.00 | 700 | 102.874
0.99 | 0.00 | 800 | 102.874
0.99 | 1.00 | 200 | 102.874
0.99 | 1.00 | 300 | 102.874
0.99 | 1.00 | 400 | 102.874
0.99 | 1.00 | 500 | 102.874
0.99 | 1.00 | 600 | 102.874
0.99 | 1.00 | 700 | 102.874
0.99 | 1.00 | 800 | 102.874
0.99 | 2.00 | 200 | 102.873
0.99 | 2.00 | 300 | 102.874
0.99 | 2.00 | 400 | 102.874
0.99 | 2.00 | 500 | 102.874
0.99 | 2.00 | 600 | 102.874
0.99 | 2.00 | 700 | 102.874
0.99 | 2.00 | 800 | 102.874
