down | strategy | ncall | sigma_tot
0.99 | 0.00 | 200 | 102.934
0.99 | 0.00 | 300 | 102.934
0.99 | 0.00 | 400 | 102.934
0.99 | 0.00 | 500 | 102.934
0.99 | 0.00 | 600 | 102.934
0.99 | 0.00 | 700 | 102.934
0.99 | 0.00 | 800 | 102.934
0.99 | 1.00 | 200 | 102.934
0.99 | 1.00 | 300 | 102.934
0.99 | 1.00 | 400 | 102.934
0.99 | 1.00 | 500 | 102.934
0.99 | 1.00 | 600 | 102.934
0.99 | 1.00 | 700 | 102.934
0.99 | 1.00 | 800 | 102.934
0.99 | 2.00 | 300 | 102.933
0.99 | 2.00 | 400 | 102.933
0.99 | 2.00 | 500 | 102.933
0.99 | 2.00 | 600 | 102.933
0.99 | 2.00 | 700 | 102.933
0.99 | 2.00 | 800 | 102.933
