down | strategy | ncall | sigma_tot
0.90 | 2.00 | 70 | 59.512
0.91 | 0.00 | 70 | 59.854
0.91 | 1.00 | 70 | 59.854
0.91 | 2.00 | 70 | 59.511
0.92 | 0.00 | 70 | 59.693
0.92 | 1.00 | 70 | 59.693
0.92 | 2.00 | 70 | 59.510
0.93 | 0.00 | 70 | 59.584
0.93 | 1.00 | 70 | 59.584
0.93 | 2.00 | 70 | 59.508
0.93 | 2.00 | 100 | 59.439
0.94 | 0.00 | 70 | 59.639
0.94 | 1.00 | 70 | 59.639
0.94 | 2.00 | 70 | 59.506
0.94 | 2.00 | 90 | 59.516
0.94 | 2.00 | 100 | 59.516
0.95 | 0.00 | 70 | 59.595
0.95 | 1.00 | 70 | 59.595
0.95 | 2.00 | 70 | 59.502
0.95 | 2.00 | 90 | 59.562
0.95 | 2.00 | 100 | 59.518
0.96 | 0.00 | 70 | 59.575
0.96 | 1.00 | 70 | 59.575
0.96 | 2.00 | 70 | 59.496
0.96 | 2.00 | 90 | 59.526
0.96 | 2.00 | 100 | 59.432
0.97 | 0.00 | 70 | 59.566
0.97 | 0.00 | 90 | 59.603
0.97 | 0.00 | 100 | 59.603
0.97 | 1.00 | 70 | 59.566
0.97 | 1.00 | 90 | 59.603
0.97 | 1.00 | 100 | 59.603
0.97 | 2.00 | 70 | 59.492
0.97 | 2.00 | 90 | 59.300
0.97 | 2.00 | 100 | 59.300
0.98 | 0.00 | 70 | 59.468
0.98 | 0.00 | 90 | 59.520
0.98 | 0.00 | 100 | 59.512
0.98 | 1.00 | 70 | 59.468
0.98 | 1.00 | 90 | 59.520
0.98 | 1.00 | 100 | 59.512
0.98 | 2.00 | 70 | 58.717
0.98 | 2.00 | 90 | 59.263
0.98 | 2.00 | 100 | 59.283
0.99 | 0.00 | 70 | 59.411
0.99 | 0.00 | 90 | 59.446
0.99 | 0.00 | 100 | 59.439
0.99 | 0.00 | 150 | 59.392
0.99 | 0.00 | 200 | 59.316
0.99 | 0.00 | 250 | 59.267
0.99 | 1.00 | 70 | 59.411
0.99 | 1.00 | 90 | 59.446
0.99 | 1.00 | 100 | 59.439
0.99 | 1.00 | 150 | 59.392
0.99 | 1.00 | 200 | 59.328
0.99 | 1.00 | 250 | 59.282
0.99 | 2.00 | 70 | 59.368
0.99 | 2.00 | 90 | 59.572
0.99 | 2.00 | 100 | 59.717
0.99 | 2.00 | 150 | 59.203
0.99 | 2.00 | 200 | 59.229
0.99 | 2.00 | 250 | 59.269
