down | strategy | ncall | sigma_tot
0.90 | 2.00 | 70 | 59.490
0.91 | 0.00 | 70 | 59.534
0.91 | 1.00 | 70 | 59.534
0.91 | 2.00 | 70 | 59.441
0.92 | 0.00 | 70 | 59.495
0.92 | 1.00 | 70 | 59.495
0.92 | 2.00 | 70 | 59.395
0.93 | 0.00 | 70 | 59.457
0.93 | 1.00 | 70 | 59.457
0.93 | 2.00 | 70 | 59.618
0.94 | 0.00 | 70 | 59.432
0.94 | 0.00 | 90 | 59.344
0.94 | 1.00 | 70 | 59.432
0.94 | 1.00 | 90 | 59.344
0.94 | 2.00 | 70 | 59.660
0.95 | 0.00 | 70 | 59.378
0.95 | 0.00 | 90 | 59.281
0.95 | 1.00 | 70 | 59.378
0.95 | 1.00 | 90 | 59.281
0.95 | 2.00 | 70 | 59.580
0.96 | 0.00 | 70 | 59.281
0.96 | 0.00 | 90 | 59.164
0.96 | 1.00 | 70 | 59.281
0.96 | 1.00 | 90 | 59.164
0.96 | 2.00 | 70 | 59.487
0.97 | 0.00 | 70 | 59.276
0.97 | 1.00 | 70 | 59.276
0.97 | 2.00 | 70 | 59.258
0.97 | 2.00 | 90 | 59.160
0.98 | 0.00 | 70 | 59.196
0.98 | 0.00 | 90 | 58.936
0.98 | 0.00 | 100 | 58.874
0.98 | 1.00 | 70 | 59.229
0.98 | 1.00 | 90 | 58.936
0.98 | 1.00 | 100 | 58.874
0.98 | 2.00 | 70 | 59.079
0.98 | 2.00 | 90 | 58.995
0.98 | 2.00 | 100 | 59.041
0.98 | 2.00 | 150 | 59.036
0.99 | 0.00 | 70 | 59.167
0.99 | 1.00 | 70 | 59.167
0.99 | 2.00 | 70 | 59.041
0.99 | 2.00 | 90 | 58.946
0.99 | 2.00 | 100 | 59.329
