down | strategy | ncall | sigma_tot
0.90 | 0.00 | 70 | 59.554
0.90 | 1.00 | 70 | 59.554
0.90 | 2.00 | 70 | 59.489
0.90 | 2.00 | 90 | 59.426
0.90 | 2.00 | 100 | 59.426
0.91 | 0.00 | 70 | 59.506
0.91 | 1.00 | 70 | 59.506
0.91 | 2.00 | 70 | 59.441
0.91 | 2.00 | 90 | 59.420
0.91 | 2.00 | 100 | 59.457
0.92 | 0.00 | 70 | 59.459
0.92 | 1.00 | 70 | 59.459
0.92 | 2.00 | 70 | 59.395
0.93 | 0.00 | 70 | 59.520
0.93 | 1.00 | 70 | 59.520
0.93 | 2.00 | 70 | 59.475
0.94 | 0.00 | 70 | 59.432
0.94 | 0.00 | 90 | 59.358
0.94 | 1.00 | 70 | 59.432
0.94 | 1.00 | 90 | 59.358
0.94 | 2.00 | 70 | 59.471
0.95 | 0.00 | 70 | 59.379
0.95 | 0.00 | 90 | 59.312
0.95 | 1.00 | 70 | 59.379
0.95 | 1.00 | 90 | 59.312
0.95 | 2.00 | 70 | 59.404
0.95 | 2.00 | 90 | 59.391
0.95 | 2.00 | 100 | 59.373
0.96 | 0.00 | 70 | 59.281
0.96 | 0.00 | 90 | 59.164
0.96 | 0.00 | 100 | 58.829
0.96 | 1.00 | 70 | 59.281
0.96 | 1.00 | 90 | 59.164
0.96 | 1.00 | 100 | 58.828
0.96 | 2.00 | 70 | 59.395
0.96 | 2.00 | 90 | 59.383
0.96 | 2.00 | 100 | 59.373
0.97 | 0.00 | 70 | 59.276
0.97 | 0.00 | 90 | 59.049
0.97 | 1.00 | 70 | 59.276
0.97 | 1.00 | 90 | 59.049
0.97 | 2.00 | 70 | 59.259
0.97 | 2.00 | 90 | 59.093
0.97 | 2.00 | 100 | 59.093
0.98 | 0.00 | 70 | 59.177
0.98 | 0.00 | 90 | 59.192
0.98 | 0.00 | 100 | 59.210
0.98 | 0.00 | 150 | 58.928
0.98 | 1.00 | 70 | 59.230
0.98 | 1.00 | 90 | 59.192
0.98 | 1.00 | 100 | 59.210
0.98 | 1.00 | 150 | 58.981
0.98 | 2.00 | 70 | 59.080
0.98 | 2.00 | 90 | 58.988
0.98 | 2.00 | 100 | 59.047
0.98 | 2.00 | 150 | 58.997
0.98 | 2.00 | 200 | 59.002
0.99 | 0.00 | 70 | 59.166
0.99 | 0.00 | 90 | 58.997
0.99 | 0.00 | 100 | 58.997
0.99 | 0.00 | 150 | 59.028
0.99 | 0.00 | 200 | 59.032
0.99 | 0.00 | 250 | 59.081
0.99 | 1.00 | 70 | 59.166
0.99 | 1.00 | 90 | 58.997
0.99 | 1.00 | 100 | 58.997
0.99 | 1.00 | 150 | 59.028
0.99 | 1.00 | 200 | 59.032
0.99 | 1.00 | 250 | 59.046
0.99 | 2.00 | 70 | 59.160
0.99 | 2.00 | 90 | 58.987
0.99 | 2.00 | 100 | 58.987
0.99 | 2.00 | 150 | 59.046
0.99 | 2.00 | 200 | 59.043
0.99 | 2.00 | 250 | 59.043
