down | strategy | ncall | sigma_tot
0.90 | 0.00 | 70 | 107.321
0.90 | 0.00 | 90 | 107.656
0.90 | 0.00 | 100 | 107.656
0.90 | 1.00 | 70 | 107.321
0.90 | 1.00 | 90 | 107.656
0.90 | 1.00 | 100 | 107.656
0.90 | 2.00 | 150 | 107.547
0.91 | 0.00 | 70 | 107.319
0.91 | 0.00 | 90 | 107.578
0.91 | 0.00 | 100 | 107.750
0.91 | 0.00 | 150 | 108.004
0.91 | 1.00 | 70 | 107.319
0.91 | 1.00 | 90 | 107.578
0.91 | 1.00 | 100 | 107.578
0.91 | 1.00 | 150 | 108.004
0.92 | 0.00 | 70 | 107.315
0.92 | 0.00 | 90 | 107.550
0.92 | 0.00 | 100 | 107.550
0.92 | 0.00 | 150 | 107.908
0.92 | 1.00 | 70 | 107.146
0.92 | 1.00 | 90 | 107.302
0.92 | 1.00 | 100 | 107.550
0.92 | 1.00 | 150 | 107.918
0.93 | 0.00 | 70 | 107.309
0.93 | 0.00 | 90 | 107.507
0.93 | 0.00 | 100 | 107.507
0.93 | 0.00 | 150 | 107.810
0.93 | 0.00 | 200 | 107.830
0.93 | 0.00 | 250 | 107.805
0.93 | 1.00 | 70 | 107.157
0.93 | 1.00 | 90 | 107.298
0.93 | 1.00 | 100 | 107.507
0.93 | 1.00 | 150 | 107.714
0.93 | 1.00 | 200 | 107.815
0.93 | 1.00 | 250 | 107.818
0.93 | 2.00 | 250 | 106.377
0.94 | 0.00 | 70 | 107.294
0.94 | 0.00 | 90 | 107.407
0.94 | 0.00 | 100 | 107.407
0.94 | 0.00 | 150 | 107.566
0.94 | 0.00 | 200 | 107.593
0.94 | 0.00 | 250 | 107.673
0.94 | 1.00 | 70 | 107.163
0.94 | 1.00 | 90 | 107.287
0.94 | 1.00 | 100 | 107.407
0.94 | 1.00 | 150 | 107.570
0.94 | 1.00 | 200 | 107.588
0.94 | 1.00 | 250 | 107.663
0.95 | 0.00 | 70 | 107.248
0.95 | 0.00 | 90 | 107.258
0.95 | 0.00 | 100 | 107.301
0.95 | 0.00 | 150 | 107.368
0.95 | 0.00 | 200 | 107.332
0.95 | 0.00 | 250 | 107.852
0.95 | 1.00 | 70 | 107.157
0.95 | 1.00 | 90 | 107.253
0.95 | 1.00 | 100 | 107.258
0.95 | 1.00 | 150 | 107.342
0.95 | 1.00 | 200 | 107.333
0.95 | 1.00 | 250 | 107.584
0.95 | 2.00 | 200 | 106.198
0.95 | 2.00 | 250 | 106.264
0.96 | 0.00 | 70 | 107.150
0.96 | 0.00 | 90 | 107.121
0.96 | 0.00 | 100 | 107.121
0.96 | 0.00 | 150 | 107.331
0.96 | 0.00 | 200 | 107.257
0.96 | 0.00 | 250 | 107.259
0.96 | 1.00 | 70 | 107.106
0.96 | 1.00 | 90 | 107.128
0.96 | 1.00 | 100 | 107.121
0.96 | 1.00 | 150 | 107.331
0.96 | 1.00 | 200 | 107.278
0.96 | 1.00 | 250 | 107.259
0.96 | 2.00 | 250 | 106.142
0.97 | 0.00 | 90 | 106.879
0.97 | 0.00 | 100 | 106.958
0.97 | 0.00 | 150 | 106.915
0.97 | 0.00 | 200 | 106.925
0.97 | 0.00 | 250 | 107.272
0.97 | 1.00 | 90 | 106.879
0.97 | 1.00 | 100 | 106.958
0.97 | 1.00 | 150 | 106.915
0.97 | 1.00 | 200 | 106.925
0.97 | 1.00 | 250 | 107.164
0.97 | 2.00 | 200 | 106.475
0.97 | 2.00 | 250 | 106.506
0.98 | 0.00 | 70 | 106.386
0.98 | 0.00 | 90 | 106.559
0.98 | 0.00 | 100 | 106.559
0.98 | 0.00 | 150 | 106.673
0.98 | 0.00 | 200 | 106.681
0.98 | 0.00 | 250 | 106.888
0.98 | 1.00 | 70 | 106.386
0.98 | 1.00 | 90 | 106.559
0.98 | 1.00 | 100 | 106.559
0.98 | 1.00 | 150 | 106.680
0.98 | 1.00 | 200 | 106.694
0.98 | 1.00 | 250 | 107.033
0.98 | 2.00 | 200 | 106.799
0.98 | 2.00 | 250 | 107.134
0.99 | 0.00 | 70 | 106.641
0.99 | 0.00 | 90 | 106.486
0.99 | 0.00 | 100 | 106.493
0.99 | 0.00 | 150 | 106.498
0.99 | 0.00 | 200 | 106.506
0.99 | 0.00 | 250 | 106.659
0.99 | 1.00 | 90 | 106.488
0.99 | 1.00 | 100 | 106.486
0.99 | 1.00 | 150 | 106.491
0.99 | 1.00 | 200 | 106.516
0.99 | 1.00 | 250 | 106.610
0.99 | 2.00 | 150 | 106.455
0.99 | 2.00 | 200 | 106.619
0.99 | 2.00 | 250 | 106.636
