down | strategy | tol | ncall | sigma_tot
0.98 | 0.00 | 5.0 | 300 | 104.292
0.98 | 0.00 | 1.0 | 300 | 104.292
0.98 | 0.00 | 0.1 | 300 | 104.292
0.98 | 0.00 | 0.01 | 300 | 104.292
0.98 | 0.00 | 5.0 | 400 | 104.292
0.98 | 0.00 | 1.0 | 400 | 104.292
0.98 | 0.00 | 0.1 | 400 | 104.292
0.98 | 0.00 | 0.01 | 400 | 104.292
0.98 | 0.00 | 5.0 | 500 | 104.292
0.98 | 0.00 | 1.0 | 500 | 104.292
0.98 | 0.00 | 0.1 | 500 | 104.292
0.98 | 0.00 | 0.01 | 500 | 104.292
0.98 | 0.00 | 5.0 | 600 | 104.292
0.98 | 0.00 | 1.0 | 600 | 104.292
0.98 | 0.00 | 0.1 | 600 | 104.292
0.98 | 0.00 | 0.01 | 600 | 104.292
0.98 | 0.00 | 5.0 | 700 | 104.292
0.98 | 0.00 | 1.0 | 700 | 104.292
0.98 | 0.00 | 0.1 | 700 | 104.292
0.98 | 0.00 | 0.01 | 700 | 104.292
0.98 | 0.00 | 5.0 | 800 | 104.292
0.98 | 0.00 | 1.0 | 800 | 104.292
0.98 | 0.00 | 0.1 | 800 | 104.292
0.98 | 0.00 | 0.01 | 800 | 104.292
0.98 | 2.00 | 5.0 | 300 | 104.285
0.98 | 2.00 | 1.0 | 300 | 104.285
0.98 | 2.00 | 0.1 | 300 | 104.285
0.98 | 2.00 | 0.01 | 300 | 104.293
0.98 | 2.00 | 5.0 | 400 | 104.285
0.98 | 2.00 | 1.0 | 400 | 104.285
0.98 | 2.00 | 0.1 | 400 | 104.285
0.98 | 2.00 | 0.01 | 400 | 104.293
0.98 | 2.00 | 5.0 | 500 | 104.285
0.98 | 2.00 | 1.0 | 500 | 104.285
0.98 | 2.00 | 0.1 | 500 | 104.285
0.98 | 2.00 | 0.01 | 500 | 104.293
0.98 | 2.00 | 5.0 | 600 | 104.285
0.98 | 2.00 | 1.0 | 600 | 104.285
0.98 | 2.00 | 0.1 | 600 | 104.285
0.98 | 2.00 | 0.01 | 600 | 104.293
0.98 | 2.00 | 5.0 | 700 | 104.285
0.98 | 2.00 | 1.0 | 700 | 104.285
0.98 | 2.00 | 0.1 | 700 | 104.285
0.98 | 2.00 | 0.01 | 700 | 104.293
0.98 | 2.00 | 5.0 | 800 | 104.285
0.98 | 2.00 | 1.0 | 800 | 104.285
0.98 | 2.00 | 0.1 | 800 | 104.285
0.98 | 2.00 | 0.01 | 800 | 104.293
0.99 | 0.00 | 5.0 | 300 | 104.283
0.99 | 0.00 | 1.0 | 300 | 104.283
0.99 | 0.00 | 0.1 | 300 | 104.283
0.99 | 0.00 | 0.01 | 300 | 104.287
0.99 | 0.00 | 5.0 | 400 | 104.283
0.99 | 0.00 | 1.0 | 400 | 104.283
0.99 | 0.00 | 0.1 | 400 | 104.283
0.99 | 0.00 | 0.01 | 400 | 104.287
0.99 | 0.00 | 5.0 | 500 | 104.283
0.99 | 0.00 | 1.0 | 500 | 104.283
0.99 | 0.00 | 0.1 | 500 | 104.283
0.99 | 0.00 | 0.01 | 500 | 104.287
0.99 | 0.00 | 5.0 | 600 | 104.283
0.99 | 0.00 | 1.0 | 600 | 104.283
0.99 | 0.00 | 0.1 | 600 | 104.283
0.99 | 0.00 | 0.01 | 600 | 104.287
0.99 | 0.00 | 5.0 | 700 | 104.283
0.99 | 0.00 | 1.0 | 700 | 104.283
0.99 | 0.00 | 0.1 | 700 | 104.283
0.99 | 0.00 | 0.01 | 700 | 104.287
0.99 | 0.00 | 5.0 | 800 | 104.283
0.99 | 0.00 | 1.0 | 800 | 104.283
0.99 | 0.00 | 0.1 | 800 | 104.283
0.99 | 0.00 | 0.01 | 800 | 104.287
0.99 | 2.00 | 5.0 | 300 | 104.288
0.99 | 2.00 | 1.0 | 300 | 104.288
0.99 | 2.00 | 0.1 | 300 | 104.288
0.99 | 2.00 | 0.01 | 300 | 104.287
0.99 | 2.00 | 5.0 | 400 | 104.288
0.99 | 2.00 | 1.0 | 400 | 104.288
0.99 | 2.00 | 0.1 | 400 | 104.288
0.99 | 2.00 | 0.01 | 400 | 104.287
0.99 | 2.00 | 5.0 | 500 | 104.288
0.99 | 2.00 | 1.0 | 500 | 104.288
0.99 | 2.00 | 0.1 | 500 | 104.288
0.99 | 2.00 | 0.01 | 500 | 104.287
0.99 | 2.00 | 5.0 | 600 | 104.288
0.99 | 2.00 | 1.0 | 600 | 104.288
0.99 | 2.00 | 0.1 | 600 | 104.288
0.99 | 2.00 | 0.01 | 600 | 104.287
0.99 | 2.00 | 5.0 | 700 | 104.288
0.99 | 2.00 | 1.0 | 700 | 104.288
0.99 | 2.00 | 0.1 | 700 | 104.288
0.99 | 2.00 | 0.01 | 700 | 104.287
0.99 | 2.00 | 5.0 | 800 | 104.288
0.99 | 2.00 | 1.0 | 800 | 104.288
0.99 | 2.00 | 0.1 | 800 | 104.288
0.99 | 2.00 | 0.01 | 800 | 104.287
