down | strategy | tol | ncall | sigma_tot
0.99 | 0.00 | 5.0 | 300 | 104.249
0.99 | 0.00 | 1.0 | 300 | 104.223
0.99 | 0.00 | 0.1 | 300 | 104.223
0.99 | 0.00 | 0.01 | 300 | 104.225
0.99 | 0.00 | 5.0 | 400 | 104.249
0.99 | 0.00 | 1.0 | 400 | 104.223
0.99 | 0.00 | 0.1 | 400 | 104.223
0.99 | 0.00 | 0.01 | 400 | 104.225
0.99 | 0.00 | 5.0 | 500 | 104.249
0.99 | 0.00 | 1.0 | 500 | 104.223
0.99 | 0.00 | 0.1 | 500 | 104.223
0.99 | 0.00 | 0.01 | 500 | 104.225
0.99 | 0.00 | 5.0 | 600 | 104.249
0.99 | 0.00 | 1.0 | 600 | 104.223
0.99 | 0.00 | 0.1 | 600 | 104.223
0.99 | 0.00 | 0.01 | 600 | 104.225
0.99 | 0.00 | 5.0 | 700 | 104.249
0.99 | 0.00 | 1.0 | 700 | 104.223
0.99 | 0.00 | 0.1 | 700 | 104.223
0.99 | 0.00 | 0.01 | 700 | 104.225
0.99 | 0.00 | 5.0 | 800 | 104.249
0.99 | 0.00 | 1.0 | 800 | 104.223
0.99 | 0.00 | 0.1 | 800 | 104.223
0.99 | 0.00 | 0.01 | 800 | 104.225
0.99 | 2.00 | 5.0 | 300 | 104.213
0.99 | 2.00 | 1.0 | 300 | 104.213
0.99 | 2.00 | 5.0 | 400 | 104.213
0.99 | 2.00 | 1.0 | 400 | 104.213
0.99 | 2.00 | 5.0 | 500 | 104.213
0.99 | 2.00 | 1.0 | 500 | 104.213
0.99 | 2.00 | 5.0 | 600 | 104.213
0.99 | 2.00 | 1.0 | 600 | 104.213
0.99 | 2.00 | 5.0 | 700 | 104.213
0.99 | 2.00 | 1.0 | 700 | 104.213
0.99 | 2.00 | 5.0 | 800 | 104.213
0.99 | 2.00 | 1.0 | 800 | 104.213
