down | strategy | tol | ncall | sigma_tot
0.95 | 0.00 | 1.0 | 300 | 102.226
0.95 | 0.00 | 0.1 | 300 | 102.229
0.95 | 0.00 | 0.01 | 300 | 102.230
0.95 | 0.00 | 1.0 | 400 | 102.226
0.95 | 0.00 | 0.1 | 400 | 102.229
0.95 | 0.00 | 0.01 | 400 | 102.230
0.95 | 0.00 | 1.0 | 500 | 102.226
0.95 | 0.00 | 0.1 | 500 | 102.229
0.95 | 0.00 | 0.01 | 500 | 102.230
0.95 | 0.00 | 1.0 | 600 | 102.226
0.95 | 0.00 | 0.1 | 600 | 102.229
0.95 | 0.00 | 0.01 | 600 | 102.230
0.95 | 0.00 | 1.0 | 700 | 102.226
0.95 | 0.00 | 0.1 | 700 | 102.229
0.95 | 0.00 | 0.01 | 700 | 102.230
0.95 | 0.00 | 1.0 | 800 | 102.226
0.95 | 0.00 | 0.1 | 800 | 102.229
0.95 | 0.00 | 0.01 | 800 | 102.230
0.95 | 2.00 | 5.0 | 300 | 102.238
0.95 | 2.00 | 1.0 | 300 | 102.232
0.95 | 2.00 | 0.1 | 300 | 102.232
0.95 | 2.00 | 0.01 | 300 | 102.231
0.95 | 2.00 | 5.0 | 400 | 102.238
0.95 | 2.00 | 1.0 | 400 | 102.232
0.95 | 2.00 | 0.1 | 400 | 102.232
0.95 | 2.00 | 0.01 | 400 | 102.231
0.95 | 2.00 | 5.0 | 500 | 102.238
0.95 | 2.00 | 1.0 | 500 | 102.232
0.95 | 2.00 | 0.1 | 500 | 102.232
0.95 | 2.00 | 0.01 | 500 | 102.231
0.95 | 2.00 | 5.0 | 600 | 102.238
0.95 | 2.00 | 1.0 | 600 | 102.232
0.95 | 2.00 | 0.1 | 600 | 102.232
0.95 | 2.00 | 0.01 | 600 | 102.231
0.95 | 2.00 | 5.0 | 700 | 102.238
0.95 | 2.00 | 1.0 | 700 | 102.232
0.95 | 2.00 | 0.1 | 700 | 102.232
0.95 | 2.00 | 0.01 | 700 | 102.231
0.95 | 2.00 | 5.0 | 800 | 102.238
0.95 | 2.00 | 1.0 | 800 | 102.232
0.95 | 2.00 | 0.1 | 800 | 102.232
0.95 | 2.00 | 0.01 | 800 | 102.231
0.96 | 0.00 | 5.0 | 300 | 102.154
0.96 | 0.00 | 1.0 | 300 | 102.130
0.96 | 0.00 | 0.01 | 300 | 102.127
0.96 | 0.00 | 5.0 | 400 | 102.154
0.96 | 0.00 | 1.0 | 400 | 102.130
0.96 | 0.00 | 0.01 | 400 | 102.127
0.96 | 0.00 | 5.0 | 500 | 102.154
0.96 | 0.00 | 1.0 | 500 | 102.130
0.96 | 0.00 | 0.01 | 500 | 102.127
0.96 | 0.00 | 5.0 | 600 | 102.154
0.96 | 0.00 | 1.0 | 600 | 102.130
0.96 | 0.00 | 0.01 | 600 | 102.127
0.96 | 0.00 | 5.0 | 700 | 102.154
0.96 | 0.00 | 1.0 | 700 | 102.130
0.96 | 0.00 | 0.01 | 700 | 102.127
0.96 | 0.00 | 5.0 | 800 | 102.154
0.96 | 0.00 | 1.0 | 800 | 102.130
0.96 | 0.00 | 0.01 | 800 | 102.127
0.96 | 2.00 | 5.0 | 300 | 102.136
0.96 | 2.00 | 1.0 | 300 | 102.130
0.96 | 2.00 | 0.1 | 300 | 102.126
0.96 | 2.00 | 0.01 | 300 | 102.127
0.96 | 2.00 | 5.0 | 400 | 102.136
0.96 | 2.00 | 1.0 | 400 | 102.130
0.96 | 2.00 | 0.1 | 400 | 102.126
0.96 | 2.00 | 0.01 | 400 | 102.127
0.96 | 2.00 | 5.0 | 500 | 102.136
0.96 | 2.00 | 1.0 | 500 | 102.130
0.96 | 2.00 | 0.1 | 500 | 102.126
0.96 | 2.00 | 0.01 | 500 | 102.127
0.96 | 2.00 | 5.0 | 600 | 102.136
0.96 | 2.00 | 1.0 | 600 | 102.130
0.96 | 2.00 | 0.1 | 600 | 102.126
0.96 | 2.00 | 0.01 | 600 | 102.127
0.96 | 2.00 | 5.0 | 700 | 102.136
0.96 | 2.00 | 1.0 | 700 | 102.130
0.96 | 2.00 | 0.1 | 700 | 102.126
0.96 | 2.00 | 0.01 | 700 | 102.127
0.96 | 2.00 | 5.0 | 800 | 102.136
0.96 | 2.00 | 1.0 | 800 | 102.130
0.96 | 2.00 | 0.1 | 800 | 102.126
0.96 | 2.00 | 0.01 | 800 | 102.127
0.97 | 0.00 | 5.0 | 300 | 102.025
0.97 | 0.00 | 1.0 | 300 | 102.025
0.97 | 0.00 | 0.1 | 300 | 102.026
0.97 | 0.00 | 0.01 | 300 | 102.025
0.97 | 0.00 | 5.0 | 400 | 102.025
0.97 | 0.00 | 1.0 | 400 | 102.025
0.97 | 0.00 | 0.1 | 400 | 102.026
0.97 | 0.00 | 0.01 | 400 | 102.025
0.97 | 0.00 | 5.0 | 500 | 102.025
0.97 | 0.00 | 1.0 | 500 | 102.025
0.97 | 0.00 | 0.1 | 500 | 102.026
0.97 | 0.00 | 0.01 | 500 | 102.025
0.97 | 0.00 | 5.0 | 600 | 102.025
0.97 | 0.00 | 1.0 | 600 | 102.025
0.97 | 0.00 | 0.1 | 600 | 102.026
0.97 | 0.00 | 0.01 | 600 | 102.025
0.97 | 0.00 | 5.0 | 700 | 102.025
0.97 | 0.00 | 1.0 | 700 | 102.025
0.97 | 0.00 | 0.1 | 700 | 102.026
0.97 | 0.00 | 0.01 | 700 | 102.025
0.97 | 0.00 | 5.0 | 800 | 102.025
0.97 | 0.00 | 1.0 | 800 | 102.025
0.97 | 0.00 | 0.1 | 800 | 102.026
0.97 | 0.00 | 0.01 | 800 | 102.025
0.97 | 2.00 | 5.0 | 300 | 102.025
0.97 | 2.00 | 1.0 | 300 | 102.025
0.97 | 2.00 | 0.1 | 300 | 102.025
0.97 | 2.00 | 0.01 | 300 | 102.025
0.97 | 2.00 | 5.0 | 400 | 102.025
0.97 | 2.00 | 1.0 | 400 | 102.025
0.97 | 2.00 | 0.1 | 400 | 102.025
0.97 | 2.00 | 0.01 | 400 | 102.025
0.97 | 2.00 | 5.0 | 500 | 102.025
0.97 | 2.00 | 1.0 | 500 | 102.025
0.97 | 2.00 | 0.1 | 500 | 102.025
0.97 | 2.00 | 0.01 | 500 | 102.025
0.97 | 2.00 | 5.0 | 600 | 102.025
0.97 | 2.00 | 1.0 | 600 | 102.025
0.97 | 2.00 | 0.1 | 600 | 102.025
0.97 | 2.00 | 0.01 | 600 | 102.025
0.97 | 2.00 | 5.0 | 700 | 102.025
0.97 | 2.00 | 1.0 | 700 | 102.025
0.97 | 2.00 | 0.1 | 700 | 102.025
0.97 | 2.00 | 0.01 | 700 | 102.025
0.97 | 2.00 | 5.0 | 800 | 102.025
0.97 | 2.00 | 1.0 | 800 | 102.025
0.97 | 2.00 | 0.1 | 800 | 102.025
0.97 | 2.00 | 0.01 | 800 | 102.025
0.98 | 0.00 | 5.0 | 300 | 101.906
0.98 | 0.00 | 1.0 | 300 | 101.906
0.98 | 0.00 | 0.1 | 300 | 101.922
0.98 | 0.00 | 0.01 | 300 | 101.922
0.98 | 0.00 | 5.0 | 400 | 101.906
0.98 | 0.00 | 1.0 | 400 | 101.906
0.98 | 0.00 | 0.1 | 400 | 101.922
0.98 | 0.00 | 0.01 | 400 | 101.922
0.98 | 0.00 | 5.0 | 500 | 101.906
0.98 | 0.00 | 1.0 | 500 | 101.906
0.98 | 0.00 | 0.1 | 500 | 101.922
0.98 | 0.00 | 0.01 | 500 | 101.922
0.98 | 0.00 | 5.0 | 600 | 101.906
0.98 | 0.00 | 1.0 | 600 | 101.906
0.98 | 0.00 | 0.1 | 600 | 101.922
0.98 | 0.00 | 0.01 | 600 | 101.922
0.98 | 0.00 | 5.0 | 700 | 101.906
0.98 | 0.00 | 1.0 | 700 | 101.906
0.98 | 0.00 | 0.1 | 700 | 101.922
0.98 | 0.00 | 0.01 | 700 | 101.922
0.98 | 0.00 | 5.0 | 800 | 101.906
0.98 | 0.00 | 1.0 | 800 | 101.906
0.98 | 0.00 | 0.1 | 800 | 101.922
0.98 | 0.00 | 0.01 | 800 | 101.922
0.98 | 2.00 | 5.0 | 300 | 101.921
0.98 | 2.00 | 1.0 | 300 | 101.921
0.98 | 2.00 | 0.1 | 300 | 101.921
0.98 | 2.00 | 0.01 | 300 | 101.921
0.98 | 2.00 | 5.0 | 400 | 101.921
0.98 | 2.00 | 1.0 | 400 | 101.921
0.98 | 2.00 | 0.1 | 400 | 101.921
0.98 | 2.00 | 0.01 | 400 | 101.921
0.98 | 2.00 | 5.0 | 500 | 101.921
0.98 | 2.00 | 1.0 | 500 | 101.921
0.98 | 2.00 | 0.1 | 500 | 101.921
0.98 | 2.00 | 0.01 | 500 | 101.921
0.98 | 2.00 | 5.0 | 600 | 101.921
0.98 | 2.00 | 1.0 | 600 | 101.921
0.98 | 2.00 | 0.1 | 600 | 101.921
0.98 | 2.00 | 0.01 | 600 | 101.921
0.98 | 2.00 | 5.0 | 700 | 101.921
0.98 | 2.00 | 1.0 | 700 | 101.921
0.98 | 2.00 | 0.1 | 700 | 101.921
0.98 | 2.00 | 0.01 | 700 | 101.921
0.98 | 2.00 | 5.0 | 800 | 101.921
0.98 | 2.00 | 1.0 | 800 | 101.921
0.98 | 2.00 | 0.1 | 800 | 101.921
0.98 | 2.00 | 0.01 | 800 | 101.921
