down | strategy | tol | ncall | sigma_tot
0.98 | 0.00 | 1.0 | 300 | 101.953
0.98 | 0.00 | 1.0 | 400 | 101.953
0.98 | 0.00 | 0.1 | 400 | 101.963
0.98 | 0.00 | 0.01 | 400 | 101.964
0.98 | 0.00 | 1.0 | 500 | 101.953
0.98 | 0.00 | 0.1 | 500 | 101.963
0.98 | 0.00 | 0.01 | 500 | 101.964
0.98 | 0.00 | 1.0 | 600 | 101.953
0.98 | 0.00 | 0.1 | 600 | 101.963
0.98 | 0.00 | 0.01 | 600 | 101.964
0.98 | 0.00 | 1.0 | 700 | 101.953
0.98 | 0.00 | 0.1 | 700 | 101.963
0.98 | 0.00 | 0.01 | 700 | 101.964
0.98 | 0.00 | 1.0 | 800 | 101.953
0.98 | 0.00 | 0.1 | 800 | 101.963
0.98 | 0.00 | 0.01 | 800 | 101.964
0.98 | 2.00 | 5.0 | 300 | 101.947
0.98 | 2.00 | 1.0 | 300 | 101.964
0.98 | 2.00 | 0.1 | 300 | 101.966
0.98 | 2.00 | 0.01 | 300 | 101.965
0.98 | 2.00 | 5.0 | 400 | 101.947
0.98 | 2.00 | 1.0 | 400 | 101.964
0.98 | 2.00 | 0.1 | 400 | 101.966
0.98 | 2.00 | 0.01 | 400 | 101.965
0.98 | 2.00 | 5.0 | 500 | 101.947
0.98 | 2.00 | 1.0 | 500 | 101.964
0.98 | 2.00 | 0.1 | 500 | 101.966
0.98 | 2.00 | 0.01 | 500 | 101.965
0.98 | 2.00 | 5.0 | 600 | 101.947
0.98 | 2.00 | 1.0 | 600 | 101.964
0.98 | 2.00 | 0.1 | 600 | 101.966
0.98 | 2.00 | 0.01 | 600 | 101.965
0.98 | 2.00 | 5.0 | 700 | 101.947
0.98 | 2.00 | 1.0 | 700 | 101.964
0.98 | 2.00 | 0.1 | 700 | 101.966
0.98 | 2.00 | 0.01 | 700 | 101.965
0.98 | 2.00 | 5.0 | 800 | 101.947
0.98 | 2.00 | 1.0 | 800 | 101.964
0.98 | 2.00 | 0.1 | 800 | 101.966
0.98 | 2.00 | 0.01 | 800 | 101.965
0.99 | 0.00 | 0.01 | 500 | 101.851
0.99 | 0.00 | 0.01 | 600 | 101.851
0.99 | 0.00 | 0.01 | 700 | 101.851
0.99 | 0.00 | 0.01 | 800 | 101.851
0.99 | 2.00 | 5.0 | 300 | 101.819
0.99 | 2.00 | 1.0 | 300 | 101.819
0.99 | 2.00 | 0.1 | 300 | 101.823
0.99 | 2.00 | 5.0 | 400 | 101.819
0.99 | 2.00 | 1.0 | 400 | 101.819
0.99 | 2.00 | 0.1 | 400 | 101.823
0.99 | 2.00 | 0.01 | 400 | 101.851
0.99 | 2.00 | 5.0 | 500 | 101.819
0.99 | 2.00 | 1.0 | 500 | 101.819
0.99 | 2.00 | 0.1 | 500 | 101.823
0.99 | 2.00 | 0.01 | 500 | 101.851
0.99 | 2.00 | 5.0 | 600 | 101.819
0.99 | 2.00 | 1.0 | 600 | 101.819
0.99 | 2.00 | 0.1 | 600 | 101.823
0.99 | 2.00 | 0.01 | 600 | 101.851
0.99 | 2.00 | 5.0 | 700 | 101.819
0.99 | 2.00 | 1.0 | 700 | 101.819
0.99 | 2.00 | 0.1 | 700 | 101.823
0.99 | 2.00 | 0.01 | 700 | 101.851
0.99 | 2.00 | 5.0 | 800 | 101.819
0.99 | 2.00 | 1.0 | 800 | 101.819
0.99 | 2.00 | 0.1 | 800 | 101.823
0.99 | 2.00 | 0.01 | 800 | 101.851
