down | strategy | tol | ncall | sigma_tot
0.95 | 0.00 | 5.0 | 300 | 102.225
0.95 | 0.00 | 1.0 | 300 | 102.234
0.95 | 0.00 | 0.1 | 300 | 102.233
0.95 | 0.00 | 0.01 | 300 | 102.233
0.95 | 0.00 | 5.0 | 400 | 102.225
0.95 | 0.00 | 1.0 | 400 | 102.234
0.95 | 0.00 | 0.1 | 400 | 102.232
0.95 | 0.00 | 0.01 | 400 | 102.231
0.95 | 0.00 | 5.0 | 500 | 102.225
0.95 | 0.00 | 1.0 | 500 | 102.234
0.95 | 0.00 | 0.1 | 500 | 102.232
0.95 | 0.00 | 0.01 | 500 | 102.231
0.95 | 0.00 | 5.0 | 600 | 102.225
0.95 | 0.00 | 1.0 | 600 | 102.234
0.95 | 0.00 | 0.1 | 600 | 102.232
0.95 | 0.00 | 0.01 | 600 | 102.231
0.95 | 0.00 | 5.0 | 700 | 102.225
0.95 | 0.00 | 1.0 | 700 | 102.234
0.95 | 0.00 | 0.1 | 700 | 102.232
0.95 | 0.00 | 0.01 | 700 | 102.231
0.95 | 0.00 | 5.0 | 800 | 102.225
0.95 | 0.00 | 1.0 | 800 | 102.234
0.95 | 0.00 | 0.1 | 800 | 102.232
0.95 | 0.00 | 0.01 | 800 | 102.231
0.95 | 2.00 | 5.0 | 300 | 102.233
0.95 | 2.00 | 1.0 | 300 | 102.227
0.95 | 2.00 | 0.1 | 300 | 102.233
0.95 | 2.00 | 0.01 | 300 | 102.233
0.95 | 2.00 | 5.0 | 400 | 102.230
0.95 | 2.00 | 1.0 | 400 | 102.230
0.95 | 2.00 | 0.1 | 400 | 102.230
0.95 | 2.00 | 0.01 | 400 | 102.230
0.95 | 2.00 | 5.0 | 500 | 102.230
0.95 | 2.00 | 1.0 | 500 | 102.230
0.95 | 2.00 | 0.1 | 500 | 102.230
0.95 | 2.00 | 0.01 | 500 | 102.230
0.95 | 2.00 | 5.0 | 600 | 102.230
0.95 | 2.00 | 1.0 | 600 | 102.230
0.95 | 2.00 | 0.1 | 600 | 102.230
0.95 | 2.00 | 0.01 | 600 | 102.230
0.95 | 2.00 | 5.0 | 700 | 102.230
0.95 | 2.00 | 1.0 | 700 | 102.230
0.95 | 2.00 | 0.1 | 700 | 102.230
0.95 | 2.00 | 0.01 | 700 | 102.230
0.95 | 2.00 | 5.0 | 800 | 102.230
0.95 | 2.00 | 1.0 | 800 | 102.230
0.95 | 2.00 | 0.1 | 800 | 102.230
0.95 | 2.00 | 0.01 | 800 | 102.230
0.96 | 0.00 | 1.0 | 300 | 102.133
0.96 | 0.00 | 0.1 | 300 | 102.128
0.96 | 0.00 | 0.01 | 300 | 102.128
0.96 | 0.00 | 1.0 | 400 | 102.133
0.96 | 0.00 | 0.1 | 400 | 102.128
0.96 | 0.00 | 0.01 | 400 | 102.128
0.96 | 0.00 | 1.0 | 500 | 102.133
0.96 | 0.00 | 0.1 | 500 | 102.128
0.96 | 0.00 | 0.01 | 500 | 102.128
0.96 | 0.00 | 1.0 | 600 | 102.133
0.96 | 0.00 | 0.1 | 600 | 102.128
0.96 | 0.00 | 0.01 | 600 | 102.128
0.96 | 0.00 | 1.0 | 700 | 102.133
0.96 | 0.00 | 0.1 | 700 | 102.128
0.96 | 0.00 | 0.01 | 700 | 102.128
0.96 | 0.00 | 1.0 | 800 | 102.133
0.96 | 0.00 | 0.1 | 800 | 102.128
0.96 | 0.00 | 0.01 | 800 | 102.128
0.96 | 2.00 | 5.0 | 300 | 102.127
0.96 | 2.00 | 1.0 | 300 | 102.127
0.96 | 2.00 | 0.1 | 300 | 102.127
0.96 | 2.00 | 0.01 | 300 | 102.128
0.96 | 2.00 | 5.0 | 400 | 102.127
0.96 | 2.00 | 1.0 | 400 | 102.127
0.96 | 2.00 | 0.1 | 400 | 102.127
0.96 | 2.00 | 0.01 | 400 | 102.128
0.96 | 2.00 | 5.0 | 500 | 102.127
0.96 | 2.00 | 1.0 | 500 | 102.127
0.96 | 2.00 | 0.1 | 500 | 102.127
0.96 | 2.00 | 0.01 | 500 | 102.128
0.96 | 2.00 | 5.0 | 600 | 102.127
0.96 | 2.00 | 1.0 | 600 | 102.127
0.96 | 2.00 | 0.1 | 600 | 102.127
0.96 | 2.00 | 0.01 | 600 | 102.128
0.96 | 2.00 | 5.0 | 700 | 102.127
0.96 | 2.00 | 1.0 | 700 | 102.127
0.96 | 2.00 | 0.1 | 700 | 102.127
0.96 | 2.00 | 0.01 | 700 | 102.128
0.96 | 2.00 | 5.0 | 800 | 102.127
0.96 | 2.00 | 1.0 | 800 | 102.127
0.96 | 2.00 | 0.1 | 800 | 102.127
0.96 | 2.00 | 0.01 | 800 | 102.128
0.97 | 0.00 | 1.0 | 300 | 102.028
0.97 | 0.00 | 0.1 | 300 | 102.024
0.97 | 0.00 | 0.01 | 300 | 102.025
0.97 | 0.00 | 1.0 | 400 | 102.028
0.97 | 0.00 | 0.1 | 400 | 102.024
0.97 | 0.00 | 0.01 | 400 | 102.025
0.97 | 0.00 | 1.0 | 500 | 102.028
0.97 | 0.00 | 0.1 | 500 | 102.024
0.97 | 0.00 | 0.01 | 500 | 102.025
0.97 | 0.00 | 1.0 | 600 | 102.028
0.97 | 0.00 | 0.1 | 600 | 102.024
0.97 | 0.00 | 0.01 | 600 | 102.025
0.97 | 0.00 | 1.0 | 700 | 102.028
0.97 | 0.00 | 0.1 | 700 | 102.024
0.97 | 0.00 | 0.01 | 700 | 102.025
0.97 | 0.00 | 1.0 | 800 | 102.028
0.97 | 0.00 | 0.1 | 800 | 102.024
0.97 | 0.00 | 0.01 | 800 | 102.025
0.97 | 2.00 | 5.0 | 300 | 102.024
0.97 | 2.00 | 1.0 | 300 | 102.024
0.97 | 2.00 | 0.1 | 300 | 102.025
0.97 | 2.00 | 0.01 | 300 | 102.024
0.97 | 2.00 | 5.0 | 400 | 102.024
0.97 | 2.00 | 1.0 | 400 | 102.029
0.97 | 2.00 | 0.1 | 400 | 102.025
0.97 | 2.00 | 0.01 | 400 | 102.025
0.97 | 2.00 | 5.0 | 500 | 102.024
0.97 | 2.00 | 1.0 | 500 | 102.029
0.97 | 2.00 | 0.1 | 500 | 102.025
0.97 | 2.00 | 0.01 | 500 | 102.025
0.97 | 2.00 | 5.0 | 600 | 102.024
0.97 | 2.00 | 1.0 | 600 | 102.029
0.97 | 2.00 | 0.1 | 600 | 102.025
0.97 | 2.00 | 0.01 | 600 | 102.025
