down | strategy | tol | ncall | sigma_tot
0.95 | 0.00 | 5.0 | 300 | 104.087
0.95 | 0.00 | 1.0 | 300 | 104.088
0.95 | 0.00 | 0.1 | 300 | 104.087
0.95 | 0.00 | 0.01 | 300 | 104.087
0.95 | 0.00 | 5.0 | 400 | 104.087
0.95 | 0.00 | 1.0 | 400 | 104.088
0.95 | 0.00 | 0.1 | 400 | 104.087
0.95 | 0.00 | 0.01 | 400 | 104.087
0.95 | 0.00 | 5.0 | 500 | 104.087
0.95 | 0.00 | 1.0 | 500 | 104.088
0.95 | 0.00 | 0.1 | 500 | 104.087
0.95 | 0.00 | 0.01 | 500 | 104.087
0.95 | 0.00 | 5.0 | 600 | 104.087
0.95 | 0.00 | 1.0 | 600 | 104.088
0.95 | 0.00 | 0.1 | 600 | 104.087
0.95 | 0.00 | 0.01 | 600 | 104.087
0.95 | 0.00 | 5.0 | 700 | 104.087
0.95 | 0.00 | 1.0 | 700 | 104.088
0.95 | 0.00 | 0.1 | 700 | 104.087
0.95 | 0.00 | 0.01 | 700 | 104.087
0.95 | 0.00 | 5.0 | 800 | 104.087
0.95 | 0.00 | 1.0 | 800 | 104.088
0.95 | 0.00 | 0.1 | 800 | 104.087
0.95 | 0.00 | 0.01 | 800 | 104.087
0.95 | 2.00 | 5.0 | 400 | 104.097
0.95 | 2.00 | 1.0 | 400 | 104.078
0.95 | 2.00 | 0.1 | 400 | 104.093
0.95 | 2.00 | 5.0 | 500 | 104.068
0.95 | 2.00 | 1.0 | 500 | 104.081
0.95 | 2.00 | 0.1 | 500 | 104.086
0.95 | 2.00 | 0.01 | 500 | 104.086
0.95 | 2.00 | 5.0 | 600 | 104.068
0.95 | 2.00 | 1.0 | 600 | 104.069
0.95 | 2.00 | 0.1 | 600 | 104.088
0.95 | 2.00 | 0.01 | 600 | 104.088
0.95 | 2.00 | 5.0 | 700 | 104.068
0.95 | 2.00 | 1.0 | 700 | 104.069
0.95 | 2.00 | 0.1 | 700 | 104.088
0.95 | 2.00 | 0.01 | 700 | 104.088
0.95 | 2.00 | 5.0 | 800 | 104.068
0.95 | 2.00 | 1.0 | 800 | 104.069
0.95 | 2.00 | 0.1 | 800 | 104.088
0.95 | 2.00 | 0.01 | 800 | 104.088
0.96 | 0.00 | 5.0 | 300 | 104.126
0.96 | 0.00 | 1.0 | 300 | 104.125
0.96 | 0.00 | 0.1 | 300 | 104.125
0.96 | 0.00 | 0.01 | 300 | 104.125
0.96 | 0.00 | 5.0 | 400 | 104.126
0.96 | 0.00 | 1.0 | 400 | 104.125
0.96 | 0.00 | 0.1 | 400 | 104.125
0.96 | 0.00 | 0.01 | 400 | 104.125
0.96 | 0.00 | 5.0 | 500 | 104.126
0.96 | 0.00 | 1.0 | 500 | 104.125
0.96 | 0.00 | 0.1 | 500 | 104.125
0.96 | 0.00 | 0.01 | 500 | 104.125
0.96 | 0.00 | 5.0 | 600 | 104.126
0.96 | 0.00 | 1.0 | 600 | 104.125
0.96 | 0.00 | 0.1 | 600 | 104.125
0.96 | 0.00 | 0.01 | 600 | 104.125
0.96 | 0.00 | 5.0 | 700 | 104.126
0.96 | 0.00 | 1.0 | 700 | 104.125
0.96 | 0.00 | 0.1 | 700 | 104.125
0.96 | 0.00 | 0.01 | 700 | 104.125
0.96 | 0.00 | 5.0 | 800 | 104.126
0.96 | 0.00 | 1.0 | 800 | 104.125
0.96 | 0.00 | 0.1 | 800 | 104.125
0.96 | 0.00 | 0.01 | 800 | 104.125
0.96 | 2.00 | 5.0 | 400 | 104.112
0.96 | 2.00 | 1.0 | 400 | 104.123
0.96 | 2.00 | 0.1 | 400 | 104.126
0.96 | 2.00 | 0.01 | 400 | 104.125
0.96 | 2.00 | 5.0 | 500 | 104.104
0.96 | 2.00 | 1.0 | 500 | 104.104
0.96 | 2.00 | 0.1 | 500 | 104.126
0.96 | 2.00 | 0.01 | 500 | 104.126
0.96 | 2.00 | 5.0 | 600 | 104.104
0.96 | 2.00 | 1.0 | 600 | 104.104
0.96 | 2.00 | 0.1 | 600 | 104.126
0.96 | 2.00 | 0.01 | 600 | 104.126
0.96 | 2.00 | 5.0 | 700 | 104.104
0.96 | 2.00 | 1.0 | 700 | 104.104
0.96 | 2.00 | 0.1 | 700 | 104.126
0.96 | 2.00 | 0.01 | 700 | 104.126
0.96 | 2.00 | 5.0 | 800 | 104.104
0.96 | 2.00 | 1.0 | 800 | 104.104
0.96 | 2.00 | 0.1 | 800 | 104.126
0.96 | 2.00 | 0.01 | 800 | 104.126
0.97 | 0.00 | 5.0 | 300 | 104.156
0.97 | 0.00 | 1.0 | 300 | 104.158
0.97 | 0.00 | 0.1 | 300 | 104.165
0.97 | 0.00 | 0.01 | 300 | 104.165
0.97 | 0.00 | 5.0 | 400 | 104.156
0.97 | 0.00 | 1.0 | 400 | 104.158
0.97 | 0.00 | 0.1 | 400 | 104.165
0.97 | 0.00 | 0.01 | 400 | 104.165
0.97 | 0.00 | 5.0 | 500 | 104.156
0.97 | 0.00 | 1.0 | 500 | 104.158
0.97 | 0.00 | 0.1 | 500 | 104.165
0.97 | 0.00 | 0.01 | 500 | 104.165
0.97 | 0.00 | 5.0 | 600 | 104.156
0.97 | 0.00 | 1.0 | 600 | 104.158
0.97 | 0.00 | 0.1 | 600 | 104.165
0.97 | 0.00 | 0.01 | 600 | 104.165
0.97 | 0.00 | 5.0 | 700 | 104.156
0.97 | 0.00 | 1.0 | 700 | 104.158
0.97 | 0.00 | 0.1 | 700 | 104.165
0.97 | 0.00 | 0.01 | 700 | 104.165
0.97 | 0.00 | 5.0 | 800 | 104.156
0.97 | 0.00 | 1.0 | 800 | 104.158
0.97 | 0.00 | 0.1 | 800 | 104.165
0.97 | 0.00 | 0.01 | 800 | 104.165
0.97 | 2.00 | 5.0 | 300 | 104.147
0.97 | 2.00 | 1.0 | 300 | 104.171
0.97 | 2.00 | 0.1 | 300 | 104.162
0.97 | 2.00 | 0.01 | 300 | 104.165
0.97 | 2.00 | 5.0 | 400 | 104.129
0.97 | 2.00 | 1.0 | 400 | 104.165
0.97 | 2.00 | 0.1 | 400 | 104.165
0.97 | 2.00 | 0.01 | 400 | 104.165
0.97 | 2.00 | 5.0 | 500 | 104.129
0.97 | 2.00 | 1.0 | 500 | 104.165
0.97 | 2.00 | 0.1 | 500 | 104.165
0.97 | 2.00 | 0.01 | 500 | 104.165
0.97 | 2.00 | 5.0 | 600 | 104.129
0.97 | 2.00 | 1.0 | 600 | 104.165
0.97 | 2.00 | 0.1 | 600 | 104.165
0.97 | 2.00 | 0.01 | 600 | 104.165
0.97 | 2.00 | 5.0 | 700 | 104.129
0.97 | 2.00 | 1.0 | 700 | 104.165
0.97 | 2.00 | 0.1 | 700 | 104.165
