down | strategy | ncall | sigma_tot
0.98 | 0.00 | 300 | 103.851
0.98 | 0.00 | 400 | 103.851
0.98 | 0.00 | 500 | 103.851
0.98 | 0.00 | 600 | 103.851
0.98 | 0.00 | 700 | 103.851
0.98 | 0.00 | 800 | 103.851
0.98 | 1.00 | 300 | 103.853
0.98 | 1.00 | 400 | 103.853
0.98 | 1.00 | 500 | 103.853
0.98 | 1.00 | 600 | 103.853
0.98 | 1.00 | 700 | 103.853
0.98 | 1.00 | 800 | 103.853
0.98 | 2.00 | 300 | 103.852
0.98 | 2.00 | 400 | 103.852
0.98 | 2.00 | 500 | 103.852
0.98 | 2.00 | 600 | 103.852
0.98 | 2.00 | 700 | 103.852
0.98 | 2.00 | 800 | 103.852
0.99 | 0.00 | 300 | 103.850
0.99 | 0.00 | 400 | 103.850
0.99 | 0.00 | 500 | 103.850
0.99 | 0.00 | 600 | 103.850
0.99 | 0.00 | 700 | 103.850
0.99 | 0.00 | 800 | 103.850
0.99 | 1.00 | 300 | 103.850
0.99 | 1.00 | 400 | 103.850
0.99 | 1.00 | 500 | 103.850
0.99 | 1.00 | 600 | 103.850
0.99 | 1.00 | 700 | 103.850
0.99 | 1.00 | 800 | 103.850
0.99 | 2.00 | 300 | 103.849
0.99 | 2.00 | 400 | 103.849
0.99 | 2.00 | 500 | 103.849
0.99 | 2.00 | 600 | 103.849
0.99 | 2.00 | 700 | 103.849
0.99 | 2.00 | 800 | 103.849
