down | strategy | tol | ncall | sigma_tot
0.95 | 0.00 | 0.1 | 800 | 103.863
0.95 | 0.00 | 0.01 | 800 | 103.863
0.95 | 2.00 | 5.0 | 300 | 103.749
0.95 | 2.00 | 5.0 | 400 | 103.671
0.95 | 2.00 | 1.0 | 500 | 103.665
0.95 | 2.00 | 5.0 | 700 | 103.855
0.95 | 2.00 | 1.0 | 700 | 103.889
0.95 | 2.00 | 5.0 | 800 | 103.855
0.95 | 2.00 | 1.0 | 800 | 103.860
0.95 | 2.00 | 0.1 | 800 | 103.861
0.96 | 0.00 | 1.0 | 700 | 103.860
0.96 | 0.00 | 1.0 | 800 | 103.865
0.96 | 0.00 | 0.1 | 800 | 103.858
0.96 | 0.00 | 0.01 | 800 | 103.858
0.96 | 2.00 | 1.0 | 400 | 103.704
0.96 | 2.00 | 5.0 | 500 | 103.884
0.96 | 2.00 | 0.1 | 500 | 103.711
0.96 | 2.00 | 5.0 | 600 | 103.845
0.96 | 2.00 | 1.0 | 600 | 103.912
0.96 | 2.00 | 5.0 | 700 | 103.845
0.96 | 2.00 | 1.0 | 700 | 103.861
0.96 | 2.00 | 0.1 | 700 | 103.861
0.96 | 2.00 | 5.0 | 800 | 103.845
0.96 | 2.00 | 1.0 | 800 | 103.861
0.96 | 2.00 | 0.1 | 800 | 103.861
0.97 | 0.00 | 0.1 | 400 | 103.741
0.97 | 0.00 | 0.01 | 400 | 103.741
0.97 | 0.00 | 0.1 | 500 | 103.741
0.97 | 0.00 | 1.0 | 600 | 103.856
0.97 | 0.00 | 0.1 | 600 | 103.741
0.97 | 0.00 | 1.0 | 700 | 103.856
0.97 | 0.00 | 0.1 | 700 | 103.741
0.97 | 0.00 | 1.0 | 800 | 103.856
0.97 | 0.00 | 0.1 | 800 | 103.741
0.97 | 2.00 | 5.0 | 300 | 103.744
0.97 | 2.00 | 5.0 | 400 | 103.753
0.97 | 2.00 | 1.0 | 400 | 103.735
0.97 | 2.00 | 5.0 | 500 | 103.753
0.97 | 2.00 | 1.0 | 500 | 103.743
0.97 | 2.00 | 0.1 | 500 | 103.737
0.97 | 2.00 | 0.01 | 500 | 103.738
0.97 | 2.00 | 5.0 | 600 | 103.753
0.97 | 2.00 | 1.0 | 600 | 103.743
0.97 | 2.00 | 0.1 | 600 | 103.737
0.97 | 2.00 | 0.01 | 600 | 103.738
0.97 | 2.00 | 5.0 | 700 | 103.753
0.97 | 2.00 | 1.0 | 700 | 103.743
0.97 | 2.00 | 0.1 | 700 | 103.737
0.97 | 2.00 | 0.01 | 700 | 103.738
0.97 | 2.00 | 5.0 | 800 | 103.753
0.97 | 2.00 | 1.0 | 800 | 103.743
0.97 | 2.00 | 0.1 | 800 | 103.737
0.97 | 2.00 | 0.01 | 800 | 103.738
0.98 | 0.00 | 1.0 | 300 | 103.812
0.98 | 0.00 | 0.1 | 400 | 103.773
0.98 | 0.00 | 0.01 | 400 | 103.775
0.98 | 0.00 | 0.1 | 500 | 103.773
0.98 | 0.00 | 0.01 | 500 | 103.775
0.98 | 0.00 | 0.1 | 600 | 103.773
0.98 | 0.00 | 0.01 | 600 | 103.775
0.98 | 0.00 | 0.1 | 700 | 103.773
0.98 | 0.00 | 0.01 | 700 | 103.775
0.98 | 0.00 | 0.1 | 800 | 103.773
0.98 | 0.00 | 0.01 | 800 | 103.775
