down | strategy | tol | ncall | sigma_tot
0.95 | 0.00 | 0.1 | 300 | 103.926
0.95 | 0.00 | 0.01 | 300 | 103.926
0.95 | 0.00 | 0.1 | 400 | 103.926
0.95 | 0.00 | 0.01 | 400 | 103.926
0.95 | 0.00 | 0.1 | 500 | 103.926
0.95 | 0.00 | 0.01 | 500 | 103.926
0.95 | 0.00 | 0.1 | 600 | 103.926
0.95 | 0.00 | 0.01 | 600 | 103.926
0.95 | 0.00 | 0.1 | 700 | 103.926
0.95 | 0.00 | 0.01 | 700 | 103.926
0.95 | 0.00 | 0.1 | 800 | 103.926
0.95 | 0.00 | 0.01 | 800 | 103.926
0.95 | 2.00 | 5.0 | 300 | 103.918
0.95 | 2.00 | 1.0 | 300 | 103.904
0.95 | 2.00 | 0.1 | 300 | 103.923
0.95 | 2.00 | 0.01 | 300 | 103.926
0.95 | 2.00 | 5.0 | 400 | 103.918
0.95 | 2.00 | 1.0 | 400 | 103.904
0.95 | 2.00 | 0.1 | 400 | 103.923
0.95 | 2.00 | 0.01 | 400 | 103.926
0.95 | 2.00 | 5.0 | 500 | 103.918
0.95 | 2.00 | 1.0 | 500 | 103.904
0.95 | 2.00 | 0.1 | 500 | 103.923
0.95 | 2.00 | 0.01 | 500 | 103.926
0.95 | 2.00 | 5.0 | 600 | 103.918
0.95 | 2.00 | 1.0 | 600 | 103.904
0.95 | 2.00 | 0.1 | 600 | 103.923
0.95 | 2.00 | 0.01 | 600 | 103.926
0.95 | 2.00 | 5.0 | 700 | 103.918
0.95 | 2.00 | 1.0 | 700 | 103.904
0.95 | 2.00 | 0.1 | 700 | 103.923
0.95 | 2.00 | 0.01 | 700 | 103.926
0.95 | 2.00 | 5.0 | 800 | 103.918
0.95 | 2.00 | 1.0 | 800 | 103.904
0.95 | 2.00 | 0.1 | 800 | 103.923
0.95 | 2.00 | 0.01 | 800 | 103.926
0.96 | 0.00 | 0.1 | 300 | 103.962
0.96 | 0.00 | 0.01 | 300 | 103.960
0.96 | 0.00 | 0.1 | 400 | 103.962
0.96 | 0.00 | 0.01 | 400 | 103.960
0.96 | 0.00 | 0.1 | 500 | 103.962
0.96 | 0.00 | 0.01 | 500 | 103.960
0.96 | 0.00 | 0.1 | 600 | 103.962
0.96 | 0.00 | 0.01 | 600 | 103.960
0.96 | 0.00 | 0.1 | 700 | 103.962
0.96 | 0.00 | 0.01 | 700 | 103.960
0.96 | 0.00 | 0.1 | 800 | 103.962
0.96 | 0.00 | 0.01 | 800 | 103.960
0.96 | 2.00 | 5.0 | 300 | 103.972
0.96 | 2.00 | 1.0 | 300 | 103.953
0.96 | 2.00 | 0.1 | 300 | 103.963
0.96 | 2.00 | 0.01 | 300 | 103.963
0.96 | 2.00 | 5.0 | 400 | 103.972
0.96 | 2.00 | 1.0 | 400 | 103.953
0.96 | 2.00 | 0.1 | 400 | 103.963
0.96 | 2.00 | 0.01 | 400 | 103.963
0.96 | 2.00 | 5.0 | 500 | 103.972
0.96 | 2.00 | 1.0 | 500 | 103.953
0.96 | 2.00 | 0.1 | 500 | 103.963
0.96 | 2.00 | 0.01 | 500 | 103.963
0.96 | 2.00 | 5.0 | 600 | 103.972
0.96 | 2.00 | 1.0 | 600 | 103.953
0.96 | 2.00 | 0.1 | 600 | 103.963
0.96 | 2.00 | 0.01 | 600 | 103.963
0.96 | 2.00 | 5.0 | 700 | 103.972
0.96 | 2.00 | 1.0 | 700 | 103.953
0.96 | 2.00 | 0.1 | 700 | 103.963
0.96 | 2.00 | 0.01 | 700 | 103.963
0.96 | 2.00 | 5.0 | 800 | 103.972
0.96 | 2.00 | 1.0 | 800 | 103.953
0.96 | 2.00 | 0.1 | 800 | 103.963
0.96 | 2.00 | 0.01 | 800 | 103.963
0.97 | 0.00 | 1.0 | 300 | 104.004
0.97 | 0.00 | 0.1 | 300 | 103.991
0.97 | 0.00 | 0.01 | 300 | 103.994
0.97 | 0.00 | 1.0 | 400 | 104.004
0.97 | 0.00 | 0.1 | 400 | 103.991
0.97 | 0.00 | 0.01 | 400 | 103.994
0.97 | 0.00 | 1.0 | 500 | 104.004
0.97 | 0.00 | 0.1 | 500 | 103.991
0.97 | 0.00 | 0.01 | 500 | 103.994
0.97 | 0.00 | 1.0 | 600 | 104.004
0.97 | 0.00 | 0.1 | 600 | 103.991
0.97 | 0.00 | 0.01 | 600 | 103.994
0.97 | 0.00 | 1.0 | 700 | 104.004
0.97 | 0.00 | 0.1 | 700 | 103.991
0.97 | 0.00 | 0.01 | 700 | 103.994
0.97 | 0.00 | 1.0 | 800 | 104.004
0.97 | 0.00 | 0.1 | 800 | 103.991
0.97 | 0.00 | 0.01 | 800 | 103.994
0.97 | 2.00 | 5.0 | 300 | 103.933
0.97 | 2.00 | 1.0 | 300 | 103.974
0.97 | 2.00 | 0.1 | 300 | 103.990
0.97 | 2.00 | 0.01 | 300 | 103.993
0.97 | 2.00 | 5.0 | 400 | 103.933
0.97 | 2.00 | 1.0 | 400 | 103.974
0.97 | 2.00 | 0.1 | 400 | 103.990
0.97 | 2.00 | 0.01 | 400 | 103.993
0.97 | 2.00 | 5.0 | 500 | 103.933
0.97 | 2.00 | 1.0 | 500 | 103.974
0.97 | 2.00 | 0.1 | 500 | 103.990
0.97 | 2.00 | 0.01 | 500 | 103.993
0.97 | 2.00 | 5.0 | 600 | 103.933
0.97 | 2.00 | 1.0 | 600 | 103.974
0.97 | 2.00 | 0.1 | 600 | 103.990
0.97 | 2.00 | 0.01 | 600 | 103.993
0.97 | 2.00 | 5.0 | 700 | 103.933
0.97 | 2.00 | 1.0 | 700 | 103.974
0.97 | 2.00 | 0.1 | 700 | 103.990
0.97 | 2.00 | 0.01 | 700 | 103.993
0.97 | 2.00 | 5.0 | 800 | 103.933
0.97 | 2.00 | 1.0 | 800 | 103.974
0.97 | 2.00 | 0.1 | 800 | 103.990
0.97 | 2.00 | 0.01 | 800 | 103.993
0.98 | 0.00 | 1.0 | 300 | 104.043
0.98 | 0.00 | 0.1 | 300 | 104.029
0.98 | 0.00 | 0.01 | 300 | 104.027
0.98 | 0.00 | 1.0 | 400 | 104.043
0.98 | 0.00 | 0.1 | 400 | 104.029
0.98 | 0.00 | 0.01 | 400 | 104.027
0.98 | 0.00 | 1.0 | 500 | 104.043
0.98 | 0.00 | 0.1 | 500 | 104.029
0.98 | 0.00 | 0.01 | 500 | 104.027
0.98 | 0.00 | 1.0 | 600 | 104.043
0.98 | 0.00 | 0.1 | 600 | 104.029
0.98 | 0.00 | 0.01 | 600 | 104.027
0.98 | 0.00 | 1.0 | 700 | 104.043
0.98 | 0.00 | 0.1 | 700 | 104.029
0.98 | 0.00 | 0.01 | 700 | 104.027
0.98 | 0.00 | 1.0 | 800 | 104.043
0.98 | 0.00 | 0.1 | 800 | 104.029
0.98 | 0.00 | 0.01 | 800 | 104.027
0.98 | 2.00 | 5.0 | 300 | 103.996
0.98 | 2.00 | 1.0 | 300 | 104.018
0.98 | 2.00 | 0.1 | 300 | 104.023
0.98 | 2.00 | 0.01 | 300 | 104.027
0.98 | 2.00 | 5.0 | 400 | 103.996
0.98 | 2.00 | 1.0 | 400 | 104.018
0.98 | 2.00 | 0.1 | 400 | 104.023
0.98 | 2.00 | 0.01 | 400 | 104.027
0.98 | 2.00 | 5.0 | 500 | 103.996
0.98 | 2.00 | 1.0 | 500 | 104.018
0.98 | 2.00 | 0.1 | 500 | 104.023
