down | strategy | tol | ncall | sigma_tot
0.96 | 0.00 | 1.0 | 500 | 103.595
0.96 | 0.00 | 0.1 | 500 | 103.595
0.96 | 0.00 | 1.0 | 600 | 103.595
0.96 | 0.00 | 0.1 | 600 | 103.587
0.96 | 0.00 | 0.01 | 600 | 103.593
0.96 | 0.00 | 1.0 | 700 | 103.595
0.96 | 0.00 | 0.1 | 700 | 103.587
0.96 | 0.00 | 0.01 | 700 | 103.593
0.96 | 0.00 | 1.0 | 800 | 103.595
0.96 | 0.00 | 0.1 | 800 | 103.587
0.96 | 0.00 | 0.01 | 800 | 103.593
0.96 | 2.00 | 5.0 | 500 | 103.530
0.96 | 2.00 | 5.0 | 600 | 103.537
0.96 | 2.00 | 1.0 | 600 | 103.537
0.96 | 2.00 | 5.0 | 700 | 103.566
0.96 | 2.00 | 1.0 | 700 | 103.589
0.96 | 2.00 | 0.1 | 700 | 103.589
0.96 | 2.00 | 5.0 | 800 | 103.571
0.96 | 2.00 | 1.0 | 800 | 103.589
0.96 | 2.00 | 0.1 | 800 | 103.593
0.96 | 2.00 | 0.01 | 800 | 103.593
0.97 | 0.00 | 1.0 | 500 | 103.617
0.97 | 0.00 | 0.1 | 500 | 103.644
0.97 | 0.00 | 0.01 | 500 | 103.642
0.97 | 0.00 | 1.0 | 600 | 103.647
0.97 | 0.00 | 0.1 | 600 | 103.644
0.97 | 0.00 | 0.01 | 600 | 103.642
0.97 | 0.00 | 1.0 | 700 | 103.647
0.97 | 0.00 | 0.1 | 700 | 103.644
0.97 | 0.00 | 0.01 | 700 | 103.642
0.97 | 0.00 | 1.0 | 800 | 103.647
0.97 | 0.00 | 0.1 | 800 | 103.644
0.97 | 0.00 | 0.01 | 800 | 103.642
0.97 | 2.00 | 5.0 | 400 | 103.605
0.97 | 2.00 | 5.0 | 500 | 103.607
0.97 | 2.00 | 5.0 | 600 | 103.626
0.97 | 2.00 | 1.0 | 600 | 103.633
0.97 | 2.00 | 5.0 | 700 | 103.626
0.97 | 2.00 | 1.0 | 700 | 103.632
0.97 | 2.00 | 0.1 | 700 | 103.642
0.97 | 2.00 | 0.01 | 700 | 103.642
0.97 | 2.00 | 5.0 | 800 | 103.626
0.97 | 2.00 | 1.0 | 800 | 103.632
0.97 | 2.00 | 0.1 | 800 | 103.642
0.97 | 2.00 | 0.01 | 800 | 103.642
0.98 | 0.00 | 1.0 | 400 | 103.659
0.98 | 0.00 | 1.0 | 500 | 103.688
0.98 | 0.00 | 0.1 | 500 | 103.695
0.98 | 0.00 | 0.01 | 500 | 103.693
0.98 | 0.00 | 1.0 | 600 | 103.688
0.98 | 0.00 | 0.1 | 600 | 103.695
0.98 | 0.00 | 0.01 | 600 | 103.693
0.98 | 0.00 | 1.0 | 700 | 103.688
0.98 | 0.00 | 0.1 | 700 | 103.695
0.98 | 0.00 | 0.01 | 700 | 103.693
0.98 | 0.00 | 1.0 | 800 | 103.688
0.98 | 0.00 | 0.1 | 800 | 103.695
0.98 | 0.00 | 0.01 | 800 | 103.693
0.98 | 2.00 | 5.0 | 400 | 103.659
0.98 | 2.00 | 1.0 | 400 | 103.711
0.98 | 2.00 | 5.0 | 500 | 103.690
0.98 | 2.00 | 1.0 | 500 | 103.696
0.98 | 2.00 | 0.1 | 500 | 103.693
0.98 | 2.00 | 5.0 | 600 | 103.690
0.98 | 2.00 | 1.0 | 600 | 103.696
0.98 | 2.00 | 0.1 | 600 | 103.693
0.98 | 2.00 | 0.01 | 600 | 103.693
0.98 | 2.00 | 5.0 | 700 | 103.690
0.98 | 2.00 | 1.0 | 700 | 103.696
0.98 | 2.00 | 0.1 | 700 | 103.693
0.98 | 2.00 | 0.01 | 700 | 103.693
0.98 | 2.00 | 5.0 | 800 | 103.690
0.98 | 2.00 | 1.0 | 800 | 103.696
0.98 | 2.00 | 0.1 | 800 | 103.693
0.98 | 2.00 | 0.01 | 800 | 103.693
