down | strategy | tol | ncall | sigma_tot
0.95 | 0.00 | 5.0 | 300 | 103.763
0.95 | 0.00 | 5.0 | 400 | 103.763
0.95 | 0.00 | 5.0 | 500 | 103.763
0.95 | 0.00 | 1.0 | 500 | 103.830
0.95 | 0.00 | 0.1 | 500 | 103.876
0.95 | 0.00 | 0.01 | 500 | 103.876
0.95 | 0.00 | 5.0 | 600 | 103.763
0.95 | 0.00 | 1.0 | 600 | 103.824
0.95 | 0.00 | 0.1 | 600 | 103.876
0.95 | 0.00 | 0.01 | 600 | 103.875
0.95 | 0.00 | 5.0 | 700 | 103.763
0.95 | 0.00 | 1.0 | 700 | 103.824
0.95 | 0.00 | 0.1 | 700 | 103.876
0.95 | 0.00 | 0.01 | 700 | 103.875
0.95 | 0.00 | 5.0 | 800 | 103.763
0.95 | 0.00 | 1.0 | 800 | 103.824
0.95 | 0.00 | 0.1 | 800 | 103.876
0.95 | 0.00 | 0.01 | 800 | 103.875
0.95 | 2.00 | 5.0 | 400 | 103.900
0.95 | 2.00 | 5.0 | 500 | 103.887
0.95 | 2.00 | 1.0 | 500 | 103.882
0.95 | 2.00 | 5.0 | 600 | 103.887
0.95 | 2.00 | 1.0 | 600 | 103.872
0.95 | 2.00 | 0.1 | 600 | 103.873
0.95 | 2.00 | 0.01 | 600 | 103.874
0.95 | 2.00 | 5.0 | 700 | 103.887
0.95 | 2.00 | 1.0 | 700 | 103.872
0.95 | 2.00 | 0.1 | 700 | 103.873
0.95 | 2.00 | 0.01 | 700 | 103.874
0.95 | 2.00 | 5.0 | 800 | 103.887
0.95 | 2.00 | 1.0 | 800 | 103.872
0.95 | 2.00 | 0.1 | 800 | 103.873
0.95 | 2.00 | 0.01 | 800 | 103.874
0.96 | 0.00 | 1.0 | 400 | 103.752
0.96 | 0.00 | 1.0 | 500 | 103.739
0.96 | 0.00 | 0.1 | 500 | 103.727
0.96 | 0.00 | 0.01 | 500 | 103.730
0.96 | 0.00 | 1.0 | 600 | 103.739
0.96 | 0.00 | 0.1 | 600 | 103.727
0.96 | 0.00 | 0.01 | 600 | 103.730
0.96 | 0.00 | 1.0 | 700 | 103.739
0.96 | 0.00 | 0.1 | 700 | 103.727
0.96 | 0.00 | 0.01 | 700 | 103.730
0.96 | 0.00 | 1.0 | 800 | 103.739
0.96 | 0.00 | 0.1 | 800 | 103.727
0.96 | 0.00 | 0.01 | 800 | 103.730
0.96 | 2.00 | 5.0 | 300 | 103.763
0.96 | 2.00 | 5.0 | 400 | 103.770
0.96 | 2.00 | 5.0 | 500 | 103.754
0.96 | 2.00 | 1.0 | 500 | 103.733
0.96 | 2.00 | 5.0 | 600 | 103.754
0.96 | 2.00 | 1.0 | 600 | 103.732
0.96 | 2.00 | 0.1 | 600 | 103.728
0.96 | 2.00 | 0.01 | 600 | 103.729
0.96 | 2.00 | 5.0 | 700 | 103.754
0.96 | 2.00 | 1.0 | 700 | 103.732
0.96 | 2.00 | 0.1 | 700 | 103.728
0.96 | 2.00 | 0.01 | 700 | 103.729
0.96 | 2.00 | 5.0 | 800 | 103.754
0.96 | 2.00 | 1.0 | 800 | 103.732
0.96 | 2.00 | 0.1 | 800 | 103.728
0.96 | 2.00 | 0.01 | 800 | 103.729
0.97 | 0.00 | 1.0 | 400 | 103.594
0.97 | 0.00 | 1.0 | 500 | 103.595
0.97 | 0.00 | 0.1 | 500 | 103.585
0.97 | 0.00 | 0.01 | 500 | 103.587
0.97 | 0.00 | 1.0 | 600 | 103.595
0.97 | 0.00 | 0.1 | 600 | 103.585
0.97 | 0.00 | 0.01 | 600 | 103.587
0.97 | 0.00 | 1.0 | 700 | 103.595
0.97 | 0.00 | 0.1 | 700 | 103.585
0.97 | 0.00 | 0.01 | 700 | 103.587
0.97 | 0.00 | 1.0 | 800 | 103.595
0.97 | 0.00 | 0.1 | 800 | 103.585
0.97 | 0.00 | 0.01 | 800 | 103.587
0.97 | 2.00 | 5.0 | 300 | 103.645
0.97 | 2.00 | 5.0 | 400 | 103.603
0.97 | 2.00 | 1.0 | 400 | 103.579
0.97 | 2.00 | 5.0 | 500 | 103.603
