down | strategy | tol | ncall | sigma_tot
0.95 | 0.00 | 1.0 | 300 | 103.868
0.95 | 0.00 | 0.1 | 300 | 103.869
0.95 | 0.00 | 5.0 | 400 | 103.747
0.95 | 0.00 | 1.0 | 400 | 103.872
0.95 | 0.00 | 0.1 | 400 | 103.873
0.95 | 0.00 | 5.0 | 500 | 103.742
0.95 | 0.00 | 0.1 | 500 | 103.872
0.95 | 0.00 | 0.01 | 500 | 103.875
0.95 | 0.00 | 5.0 | 600 | 103.742
0.95 | 0.00 | 0.1 | 600 | 103.872
0.95 | 0.00 | 0.01 | 600 | 103.875
0.95 | 0.00 | 5.0 | 700 | 103.742
0.95 | 0.00 | 0.1 | 700 | 103.872
0.95 | 0.00 | 0.01 | 700 | 103.875
0.95 | 0.00 | 5.0 | 800 | 103.742
0.95 | 0.00 | 0.1 | 800 | 103.872
0.95 | 0.00 | 0.01 | 800 | 103.875
0.95 | 2.00 | 5.0 | 300 | 103.843
0.95 | 2.00 | 1.0 | 300 | 103.868
0.95 | 2.00 | 0.1 | 300 | 103.869
0.95 | 2.00 | 5.0 | 400 | 103.847
0.95 | 2.00 | 1.0 | 400 | 103.867
0.95 | 2.00 | 0.1 | 400 | 103.872
0.95 | 2.00 | 0.01 | 400 | 103.875
0.95 | 2.00 | 5.0 | 500 | 103.847
0.95 | 2.00 | 1.0 | 500 | 103.867
0.95 | 2.00 | 0.1 | 500 | 103.872
0.95 | 2.00 | 0.01 | 500 | 103.875
0.95 | 2.00 | 5.0 | 600 | 103.847
0.95 | 2.00 | 1.0 | 600 | 103.867
0.95 | 2.00 | 0.1 | 600 | 103.872
0.95 | 2.00 | 0.01 | 600 | 103.875
0.95 | 2.00 | 5.0 | 700 | 103.847
0.95 | 2.00 | 1.0 | 700 | 103.867
0.95 | 2.00 | 0.1 | 700 | 103.872
0.95 | 2.00 | 0.01 | 700 | 103.875
0.95 | 2.00 | 5.0 | 800 | 103.847
0.95 | 2.00 | 1.0 | 800 | 103.867
0.95 | 2.00 | 0.1 | 800 | 103.872
0.95 | 2.00 | 0.01 | 800 | 103.875
0.96 | 0.00 | 5.0 | 300 | 103.743
0.96 | 0.00 | 1.0 | 300 | 103.739
0.96 | 0.00 | 0.1 | 300 | 103.730
0.96 | 0.00 | 0.01 | 300 | 103.730
0.96 | 0.00 | 5.0 | 400 | 103.730
0.96 | 0.00 | 1.0 | 400 | 103.729
0.96 | 0.00 | 0.1 | 400 | 103.729
0.96 | 0.00 | 0.01 | 400 | 103.729
0.96 | 0.00 | 5.0 | 500 | 103.730
0.96 | 0.00 | 1.0 | 500 | 103.729
0.96 | 0.00 | 0.1 | 500 | 103.729
0.96 | 0.00 | 0.01 | 500 | 103.730
0.96 | 0.00 | 5.0 | 600 | 103.730
0.96 | 0.00 | 1.0 | 600 | 103.729
0.96 | 0.00 | 0.1 | 600 | 103.729
0.96 | 0.00 | 0.01 | 600 | 103.730
0.96 | 0.00 | 5.0 | 700 | 103.730
0.96 | 0.00 | 1.0 | 700 | 103.729
0.96 | 0.00 | 0.1 | 700 | 103.729
0.96 | 0.00 | 0.01 | 700 | 103.730
0.96 | 0.00 | 5.0 | 800 | 103.730
0.96 | 0.00 | 1.0 | 800 | 103.729
0.96 | 0.00 | 0.1 | 800 | 103.729
0.96 | 0.00 | 0.01 | 800 | 103.730
0.96 | 2.00 | 5.0 | 300 | 103.735
0.96 | 2.00 | 1.0 | 300 | 103.735
0.96 | 2.00 | 0.1 | 300 | 103.731
0.96 | 2.00 | 0.01 | 300 | 103.729
0.96 | 2.00 | 5.0 | 400 | 103.735
0.96 | 2.00 | 1.0 | 400 | 103.729
0.96 | 2.00 | 0.1 | 400 | 103.729
0.96 | 2.00 | 0.01 | 400 | 103.729
0.96 | 2.00 | 5.0 | 500 | 103.735
0.96 | 2.00 | 1.0 | 500 | 103.729
0.96 | 2.00 | 0.1 | 500 | 103.729
0.96 | 2.00 | 0.01 | 500 | 103.729
0.96 | 2.00 | 5.0 | 600 | 103.735
0.96 | 2.00 | 1.0 | 600 | 103.729
0.96 | 2.00 | 0.1 | 600 | 103.729
0.96 | 2.00 | 0.01 | 600 | 103.729
0.96 | 2.00 | 5.0 | 700 | 103.735
0.96 | 2.00 | 1.0 | 700 | 103.729
0.96 | 2.00 | 0.1 | 700 | 103.729
0.96 | 2.00 | 0.01 | 700 | 103.729
0.96 | 2.00 | 5.0 | 800 | 103.735
0.96 | 2.00 | 1.0 | 800 | 103.729
0.96 | 2.00 | 0.1 | 800 | 103.729
0.96 | 2.00 | 0.01 | 800 | 103.729
0.97 | 0.00 | 5.0 | 300 | 103.563
0.97 | 0.00 | 1.0 | 300 | 103.590
0.97 | 0.00 | 0.1 | 300 | 103.587
0.97 | 0.00 | 0.01 | 300 | 103.586
0.97 | 0.00 | 5.0 | 400 | 103.563
0.97 | 0.00 | 1.0 | 400 | 103.590
0.97 | 0.00 | 0.1 | 400 | 103.587
