down | strategy | tol | ncall | sigma_tot
0.95 | 0.00 | 5.0 | 300 | 103.768
0.95 | 0.00 | 5.0 | 400 | 103.768
0.95 | 0.00 | 5.0 | 500 | 103.768
0.95 | 0.00 | 5.0 | 600 | 103.768
0.95 | 0.00 | 5.0 | 700 | 103.768
0.95 | 0.00 | 5.0 | 800 | 103.768
0.96 | 0.00 | 1.0 | 500 | 103.569
0.96 | 0.00 | 1.0 | 600 | 103.497
0.96 | 0.00 | 1.0 | 700 | 103.497
0.96 | 0.00 | 0.1 | 700 | 103.520
0.96 | 0.00 | 0.01 | 700 | 103.521
0.96 | 0.00 | 1.0 | 800 | 103.497
0.96 | 0.00 | 0.1 | 800 | 103.520
0.96 | 0.00 | 0.01 | 800 | 103.521
0.96 | 2.00 | 5.0 | 600 | 103.529
0.96 | 2.00 | 5.0 | 700 | 103.519
0.96 | 2.00 | 1.0 | 700 | 103.507
0.96 | 2.00 | 5.0 | 800 | 103.519
0.96 | 2.00 | 1.0 | 800 | 103.507
0.97 | 0.00 | 1.0 | 600 | 103.545
0.97 | 0.00 | 1.0 | 700 | 103.545
0.97 | 0.00 | 0.01 | 700 | 103.540
0.97 | 0.00 | 1.0 | 800 | 103.545
0.97 | 0.00 | 0.01 | 800 | 103.540
0.97 | 2.00 | 5.0 | 400 | 103.602
0.97 | 2.00 | 5.0 | 500 | 103.670
0.97 | 2.00 | 5.0 | 600 | 103.631
0.97 | 2.00 | 0.1 | 600 | 103.685
0.97 | 2.00 | 5.0 | 700 | 103.584
0.97 | 2.00 | 1.0 | 700 | 103.560
0.97 | 2.00 | 5.0 | 800 | 103.584
0.97 | 2.00 | 1.0 | 800 | 103.536
0.97 | 2.00 | 0.1 | 800 | 103.541
0.98 | 0.00 | 1.0 | 400 | 103.518
0.98 | 0.00 | 1.0 | 500 | 103.505
0.98 | 0.00 | 0.1 | 500 | 103.512
0.98 | 0.00 | 1.0 | 600 | 103.505
0.98 | 0.00 | 0.1 | 600 | 103.512
0.98 | 0.00 | 0.01 | 600 | 103.526
0.98 | 0.00 | 1.0 | 700 | 103.505
0.98 | 0.00 | 0.1 | 700 | 103.512
0.98 | 0.00 | 0.01 | 700 | 103.526
0.98 | 0.00 | 1.0 | 800 | 103.505
0.98 | 0.00 | 0.1 | 800 | 103.512
0.98 | 0.00 | 0.01 | 800 | 103.526
0.98 | 2.00 | 5.0 | 300 | 103.470
0.98 | 2.00 | 5.0 | 400 | 103.496
0.98 | 2.00 | 5.0 | 500 | 103.498
0.98 | 2.00 | 5.0 | 600 | 103.498
0.98 | 2.00 | 1.0 | 600 | 103.523
0.98 | 2.00 | 0.1 | 600 | 103.527
0.98 | 2.00 | 5.0 | 700 | 103.498
0.98 | 2.00 | 1.0 | 700 | 103.523
0.98 | 2.00 | 0.1 | 700 | 103.524
0.98 | 2.00 | 0.01 | 700 | 103.524
0.98 | 2.00 | 5.0 | 800 | 103.498
0.98 | 2.00 | 1.0 | 800 | 103.523
0.98 | 2.00 | 0.1 | 800 | 103.524
0.98 | 2.00 | 0.01 | 800 | 103.524
0.99 | 0.00 | 1.0 | 400 | 103.349
0.99 | 0.00 | 0.1 | 400 | 103.359
0.99 | 0.00 | 1.0 | 500 | 103.349
0.99 | 0.00 | 0.1 | 500 | 103.359
0.99 | 0.00 | 0.01 | 500 | 103.361
0.99 | 0.00 | 1.0 | 600 | 103.349
0.99 | 0.00 | 0.1 | 600 | 103.359
0.99 | 0.00 | 0.01 | 600 | 103.361
0.99 | 0.00 | 1.0 | 700 | 103.349
0.99 | 0.00 | 0.1 | 700 | 103.359
0.99 | 0.00 | 0.01 | 700 | 103.361
0.99 | 0.00 | 1.0 | 800 | 103.349
0.99 | 0.00 | 0.1 | 800 | 103.359
0.99 | 0.00 | 0.01 | 800 | 103.361
0.99 | 2.00 | 5.0 | 300 | 103.366
0.99 | 2.00 | 5.0 | 400 | 103.351
0.99 | 2.00 | 1.0 | 400 | 103.351
0.99 | 2.00 | 5.0 | 500 | 103.351
0.99 | 2.00 | 1.0 | 500 | 103.354
0.99 | 2.00 | 0.1 | 500 | 103.359
0.99 | 2.00 | 0.01 | 500 | 103.359
0.99 | 2.00 | 5.0 | 600 | 103.351
0.99 | 2.00 | 1.0 | 600 | 103.354
0.99 | 2.00 | 0.1 | 600 | 103.359
0.99 | 2.00 | 0.01 | 600 | 103.359
0.99 | 2.00 | 5.0 | 700 | 103.351
0.99 | 2.00 | 1.0 | 700 | 103.354
0.99 | 2.00 | 0.1 | 700 | 103.359
0.99 | 2.00 | 0.01 | 700 | 103.359
0.99 | 2.00 | 5.0 | 800 | 103.351
0.99 | 2.00 | 1.0 | 800 | 103.354
0.99 | 2.00 | 0.1 | 800 | 103.359
0.99 | 2.00 | 0.01 | 800 | 103.359
