down | strategy | tol | ncall | sigma_tot
0.95 | 0.00 | 5.0 | 300 | 103.828
0.95 | 0.00 | 5.0 | 400 | 103.828
0.95 | 0.00 | 1.0 | 400 | 103.803
0.95 | 0.00 | 0.1 | 400 | 103.856
0.95 | 0.00 | 5.0 | 500 | 103.849
0.95 | 0.00 | 1.0 | 500 | 103.831
0.95 | 0.00 | 0.1 | 500 | 103.860
0.95 | 0.00 | 0.01 | 500 | 103.862
0.95 | 0.00 | 5.0 | 600 | 103.894
0.95 | 0.00 | 1.0 | 600 | 103.863
0.95 | 0.00 | 0.1 | 600 | 103.859
0.95 | 0.00 | 5.0 | 700 | 103.894
0.95 | 0.00 | 0.1 | 700 | 103.862
0.95 | 0.00 | 0.01 | 700 | 103.863
0.95 | 0.00 | 5.0 | 800 | 103.894
0.95 | 0.00 | 0.01 | 800 | 103.863
0.95 | 2.00 | 5.0 | 300 | 103.860
0.95 | 2.00 | 5.0 | 400 | 103.903
0.95 | 2.00 | 1.0 | 400 | 103.875
0.95 | 2.00 | 5.0 | 500 | 103.863
0.95 | 2.00 | 1.0 | 500 | 103.880
0.95 | 2.00 | 0.1 | 500 | 103.866
0.95 | 2.00 | 0.01 | 500 | 103.863
0.95 | 2.00 | 5.0 | 600 | 103.872
0.95 | 2.00 | 1.0 | 600 | 103.867
0.95 | 2.00 | 0.1 | 600 | 103.866
0.95 | 2.00 | 0.01 | 600 | 103.863
0.95 | 2.00 | 5.0 | 700 | 103.868
0.95 | 2.00 | 1.0 | 700 | 103.858
0.95 | 2.00 | 0.1 | 700 | 103.864
0.95 | 2.00 | 0.01 | 700 | 103.864
0.95 | 2.00 | 5.0 | 800 | 103.868
0.95 | 2.00 | 1.0 | 800 | 103.862
0.95 | 2.00 | 0.1 | 800 | 103.862
0.95 | 2.00 | 0.01 | 800 | 103.863
0.96 | 0.00 | 5.0 | 300 | 103.746
0.96 | 0.00 | 1.0 | 300 | 103.724
0.96 | 0.00 | 0.1 | 300 | 103.729
0.96 | 0.00 | 0.01 | 300 | 103.729
0.96 | 0.00 | 5.0 | 400 | 103.708
0.96 | 0.00 | 1.0 | 400 | 103.727
0.96 | 0.00 | 0.1 | 400 | 103.732
0.96 | 0.00 | 0.01 | 400 | 103.729
0.96 | 0.00 | 5.0 | 500 | 103.718
0.96 | 0.00 | 1.0 | 500 | 103.727
0.96 | 0.00 | 0.1 | 500 | 103.730
0.96 | 0.00 | 0.01 | 500 | 103.730
0.96 | 0.00 | 5.0 | 600 | 103.718
0.96 | 0.00 | 1.0 | 600 | 103.730
0.96 | 0.00 | 0.1 | 600 | 103.730
0.96 | 0.00 | 0.01 | 600 | 103.730
0.96 | 0.00 | 5.0 | 700 | 103.718
0.96 | 0.00 | 1.0 | 700 | 103.730
0.96 | 0.00 | 0.1 | 700 | 103.730
0.96 | 0.00 | 0.01 | 700 | 103.730
0.96 | 0.00 | 5.0 | 800 | 103.718
0.96 | 0.00 | 1.0 | 800 | 103.730
0.96 | 0.00 | 0.1 | 800 | 103.730
0.96 | 0.00 | 0.01 | 800 | 103.730
0.96 | 2.00 | 5.0 | 400 | 103.744
0.96 | 2.00 | 1.0 | 400 | 103.727
0.96 | 2.00 | 5.0 | 500 | 103.723
0.96 | 2.00 | 1.0 | 500 | 103.738
0.96 | 2.00 | 0.1 | 500 | 103.729
0.96 | 2.00 | 0.01 | 500 | 103.729
0.96 | 2.00 | 5.0 | 600 | 103.758
0.96 | 2.00 | 1.0 | 600 | 103.731
0.96 | 2.00 | 0.1 | 600 | 103.729
0.96 | 2.00 | 0.01 | 600 | 103.728
0.96 | 2.00 | 5.0 | 700 | 103.721
0.96 | 2.00 | 1.0 | 700 | 103.730
0.96 | 2.00 | 0.1 | 700 | 103.730
0.96 | 2.00 | 0.01 | 700 | 103.730
0.96 | 2.00 | 5.0 | 800 | 103.721
0.96 | 2.00 | 1.0 | 800 | 103.729
0.96 | 2.00 | 0.1 | 800 | 103.729
0.96 | 2.00 | 0.01 | 800 | 103.729
0.97 | 0.00 | 5.0 | 300 | 103.504
0.97 | 0.00 | 1.0 | 300 | 103.495
0.97 | 0.00 | 0.1 | 300 | 103.496
0.97 | 0.00 | 0.01 | 300 | 103.492
0.97 | 0.00 | 5.0 | 400 | 103.511
0.97 | 0.00 | 1.0 | 400 | 103.501
0.97 | 0.00 | 0.1 | 400 | 103.493
0.97 | 0.00 | 0.01 | 400 | 103.493
0.97 | 0.00 | 5.0 | 500 | 103.511
0.97 | 0.00 | 1.0 | 500 | 103.492
0.97 | 0.00 | 0.1 | 500 | 103.493
0.97 | 0.00 | 0.01 | 500 | 103.493
0.97 | 0.00 | 5.0 | 600 | 103.511
0.97 | 0.00 | 1.0 | 600 | 103.492
0.97 | 0.00 | 0.1 | 600 | 103.493
0.97 | 0.00 | 0.01 | 600 | 103.493
0.97 | 0.00 | 5.0 | 700 | 103.511
0.97 | 0.00 | 1.0 | 700 | 103.492
0.97 | 0.00 | 0.1 | 700 | 103.493
0.97 | 0.00 | 0.01 | 700 | 103.493
0.97 | 0.00 | 5.0 | 800 | 103.511
0.97 | 0.00 | 1.0 | 800 | 103.492
0.97 | 0.00 | 0.1 | 800 | 103.493
0.97 | 0.00 | 0.01 | 800 | 103.493
0.97 | 2.00 | 5.0 | 300 | 103.497
0.97 | 2.00 | 1.0 | 300 | 103.509
0.97 | 2.00 | 5.0 | 400 | 103.507
0.97 | 2.00 | 1.0 | 400 | 103.497
0.97 | 2.00 | 0.1 | 400 | 103.494
0.97 | 2.00 | 0.01 | 400 | 103.493
0.97 | 2.00 | 5.0 | 500 | 103.497
0.97 | 2.00 | 1.0 | 500 | 103.497
0.97 | 2.00 | 0.1 | 500 | 103.493
0.97 | 2.00 | 0.01 | 500 | 103.493
0.97 | 2.00 | 5.0 | 600 | 103.495
0.97 | 2.00 | 1.0 | 600 | 103.493
0.97 | 2.00 | 0.1 | 600 | 103.493
0.97 | 2.00 | 0.01 | 600 | 103.493
0.97 | 2.00 | 5.0 | 700 | 103.495
0.97 | 2.00 | 1.0 | 700 | 103.493
0.97 | 2.00 | 0.1 | 700 | 103.493
0.97 | 2.00 | 0.01 | 700 | 103.493
0.97 | 2.00 | 5.0 | 800 | 103.495
0.97 | 2.00 | 1.0 | 800 | 103.493
0.97 | 2.00 | 0.1 | 800 | 103.493
0.97 | 2.00 | 0.01 | 800 | 103.493
0.98 | 0.00 | 5.0 | 300 | 103.192
0.98 | 0.00 | 1.0 | 300 | 103.192
0.98 | 0.00 | 0.1 | 300 | 103.185
0.98 | 0.00 | 0.01 | 300 | 103.184
0.98 | 0.00 | 5.0 | 400 | 103.188
0.98 | 0.00 | 1.0 | 400 | 103.184
0.98 | 0.00 | 0.1 | 400 | 103.184
0.98 | 0.00 | 0.01 | 400 | 103.184
0.98 | 0.00 | 5.0 | 500 | 103.188
0.98 | 0.00 | 1.0 | 500 | 103.184
0.98 | 0.00 | 0.1 | 500 | 103.184
0.98 | 0.00 | 0.01 | 500 | 103.184
0.98 | 0.00 | 5.0 | 600 | 103.188
0.98 | 0.00 | 1.0 | 600 | 103.184
0.98 | 0.00 | 0.1 | 600 | 103.184
0.98 | 0.00 | 0.01 | 600 | 103.184
0.98 | 0.00 | 5.0 | 700 | 103.188
0.98 | 0.00 | 1.0 | 700 | 103.184
0.98 | 0.00 | 0.1 | 700 | 103.184
0.98 | 0.00 | 0.01 | 700 | 103.184
0.98 | 0.00 | 5.0 | 800 | 103.188
0.98 | 0.00 | 1.0 | 800 | 103.184
0.98 | 0.00 | 0.1 | 800 | 103.184
0.98 | 0.00 | 0.01 | 800 | 103.184
0.98 | 2.00 | 5.0 | 300 | 103.190
0.98 | 2.00 | 1.0 | 300 | 103.184
0.98 | 2.00 | 0.1 | 300 | 103.184
0.98 | 2.00 | 0.01 | 300 | 103.184
0.98 | 2.00 | 5.0 | 400 | 103.185
0.98 | 2.00 | 1.0 | 400 | 103.185
0.98 | 2.00 | 0.1 | 400 | 103.184
0.98 | 2.00 | 0.01 | 400 | 103.184
0.98 | 2.00 | 5.0 | 500 | 103.185
0.98 | 2.00 | 1.0 | 500 | 103.185
0.98 | 2.00 | 0.1 | 500 | 103.184
0.98 | 2.00 | 0.01 | 500 | 103.184
0.98 | 2.00 | 5.0 | 600 | 103.185
0.98 | 2.00 | 1.0 | 600 | 103.185
0.98 | 2.00 | 0.1 | 600 | 103.184
0.98 | 2.00 | 0.01 | 600 | 103.184
0.98 | 2.00 | 5.0 | 700 | 103.185
0.98 | 2.00 | 1.0 | 700 | 103.185
0.98 | 2.00 | 0.1 | 700 | 103.184
0.98 | 2.00 | 0.01 | 700 | 103.184
0.98 | 2.00 | 5.0 | 800 | 103.185
0.98 | 2.00 | 1.0 | 800 | 103.185
0.98 | 2.00 | 0.1 | 800 | 103.184
0.98 | 2.00 | 0.01 | 800 | 103.184
0.99 | 0.00 | 5.0 | 300 | 102.883
0.99 | 0.00 | 1.0 | 300 | 102.874
0.99 | 0.00 | 0.1 | 300 | 102.874
0.99 | 0.00 | 0.01 | 300 | 102.874
0.99 | 0.00 | 5.0 | 400 | 102.883
0.99 | 0.00 | 1.0 | 400 | 102.874
0.99 | 0.00 | 0.1 | 400 | 102.874
0.99 | 0.00 | 0.01 | 400 | 102.874
0.99 | 0.00 | 5.0 | 500 | 102.883
0.99 | 0.00 | 1.0 | 500 | 102.874
0.99 | 0.00 | 0.1 | 500 | 102.874
0.99 | 0.00 | 0.01 | 500 | 102.874
0.99 | 0.00 | 5.0 | 600 | 102.883
0.99 | 0.00 | 1.0 | 600 | 102.874
0.99 | 0.00 | 0.1 | 600 | 102.874
0.99 | 0.00 | 0.01 | 600 | 102.874
0.99 | 0.00 | 5.0 | 700 | 102.883
0.99 | 0.00 | 1.0 | 700 | 102.874
0.99 | 0.00 | 0.1 | 700 | 102.874
0.99 | 0.00 | 0.01 | 700 | 102.874
0.99 | 0.00 | 5.0 | 800 | 102.883
0.99 | 0.00 | 1.0 | 800 | 102.874
0.99 | 0.00 | 0.1 | 800 | 102.874
0.99 | 0.00 | 0.01 | 800 | 102.874
0.99 | 2.00 | 5.0 | 300 | 102.889
0.99 | 2.00 | 1.0 | 300 | 102.877
0.99 | 2.00 | 0.1 | 300 | 102.873
0.99 | 2.00 | 0.01 | 300 | 102.874
0.99 | 2.00 | 5.0 | 400 | 102.875
0.99 | 2.00 | 1.0 | 400 | 102.874
0.99 | 2.00 | 0.1 | 400 | 102.874
0.99 | 2.00 | 0.01 | 400 | 102.874
0.99 | 2.00 | 5.0 | 500 | 102.875
0.99 | 2.00 | 1.0 | 500 | 102.874
0.99 | 2.00 | 0.1 | 500 | 102.874
0.99 | 2.00 | 0.01 | 500 | 102.874
0.99 | 2.00 | 5.0 | 600 | 102.875
0.99 | 2.00 | 1.0 | 600 | 102.874
0.99 | 2.00 | 0.1 | 600 | 102.874
0.99 | 2.00 | 0.01 | 600 | 102.874
0.99 | 2.00 | 5.0 | 700 | 102.875
0.99 | 2.00 | 1.0 | 700 | 102.874
0.99 | 2.00 | 0.1 | 700 | 102.874
0.99 | 2.00 | 0.01 | 700 | 102.874
0.99 | 2.00 | 5.0 | 800 | 102.875
0.99 | 2.00 | 1.0 | 800 | 102.874
0.99 | 2.00 | 0.1 | 800 | 102.874
0.99 | 2.00 | 0.01 | 800 | 102.874
