down | strategy | ncall | sigma_tot
0.91 | 0.00 | 60 | 103.375
0.91 | 0.00 | 65 | 103.375
0.91 | 0.00 | 70 | 103.375
0.91 | 1.00 | 60 | 104.041
0.91 | 1.00 | 65 | 103.375
0.91 | 1.00 | 70 | 103.375
0.91 | 1.00 | 75 | 103.375
0.92 | 0.00 | 60 | 103.375
0.92 | 0.00 | 65 | 103.375
0.92 | 0.00 | 70 | 103.375
0.92 | 1.00 | 60 | 104.041
0.92 | 1.00 | 65 | 103.375
0.92 | 1.00 | 70 | 103.375
0.92 | 1.00 | 75 | 103.375
0.93 | 0.00 | 60 | 103.375
0.93 | 0.00 | 65 | 103.375
0.93 | 0.00 | 70 | 103.375
0.93 | 1.00 | 60 | 104.041
0.93 | 1.00 | 65 | 103.375
0.93 | 1.00 | 70 | 103.375
0.93 | 1.00 | 75 | 103.375
0.94 | 0.00 | 60 | 103.375
0.94 | 0.00 | 65 | 103.375
0.94 | 0.00 | 70 | 103.375
0.94 | 1.00 | 60 | 104.041
0.94 | 1.00 | 65 | 103.375
0.94 | 1.00 | 70 | 103.375
0.94 | 1.00 | 75 | 103.375
0.95 | 0.00 | 60 | 103.375
0.95 | 0.00 | 65 | 103.375
0.95 | 0.00 | 70 | 103.375
0.95 | 1.00 | 60 | 104.041
0.95 | 1.00 | 65 | 103.375
0.95 | 1.00 | 70 | 103.375
0.95 | 1.00 | 75 | 103.375
0.96 | 0.00 | 60 | 103.375
0.96 | 0.00 | 65 | 103.375
0.96 | 0.00 | 70 | 103.375
0.96 | 1.00 | 60 | 104.041
0.96 | 1.00 | 65 | 103.375
0.96 | 1.00 | 70 | 103.375
0.96 | 1.00 | 75 | 103.375
0.97 | 0.00 | 60 | 103.375
0.97 | 0.00 | 65 | 103.375
0.97 | 0.00 | 70 | 103.375
0.97 | 1.00 | 60 | 104.041
0.97 | 1.00 | 65 | 103.375
0.97 | 1.00 | 70 | 103.375
0.97 | 1.00 | 75 | 103.375
0.98 | 0.00 | 60 | 103.375
0.98 | 0.00 | 65 | 103.375
0.98 | 0.00 | 70 | 103.375
0.98 | 1.00 | 60 | 104.041
0.98 | 1.00 | 65 | 103.375
0.98 | 1.00 | 70 | 103.375
0.98 | 1.00 | 75 | 103.375
0.99 | 0.00 | 60 | 103.375
0.99 | 0.00 | 65 | 103.375
0.99 | 0.00 | 70 | 103.375
0.99 | 1.00 | 60 | 104.041
0.99 | 1.00 | 65 | 103.375
0.99 | 1.00 | 70 | 103.375
0.99 | 1.00 | 75 | 103.375
1.00 | 0.00 | 60 | 103.375
1.00 | 0.00 | 65 | 103.375
1.00 | 0.00 | 70 | 103.375
1.00 | 1.00 | 60 | 104.041
1.00 | 1.00 | 65 | 103.375
1.00 | 1.00 | 70 | 103.375
1.00 | 1.00 | 75 | 103.375
