down | strategy | ncall | sigma_tot
0.91 | 0.00 | 70 | 109.955
0.91 | 0.00 | 80 | 109.172
0.91 | 0.00 | 90 | 108.731
0.91 | 0.00 | 100 | 108.731
0.91 | 0.00 | 150 | 108.550
0.91 | 0.00 | 200 | 108.561
0.91 | 1.00 | 70 | 109.955
0.91 | 1.00 | 80 | 109.172
0.91 | 1.00 | 90 | 108.731
0.91 | 1.00 | 100 | 108.731
0.91 | 1.00 | 150 | 108.550
0.91 | 1.00 | 200 | 108.561
0.91 | 2.00 | 90 | 108.637
0.92 | 0.00 | 70 | 109.955
0.92 | 0.00 | 80 | 109.170
0.92 | 0.00 | 90 | 108.779
0.92 | 0.00 | 100 | 108.779
0.92 | 0.00 | 150 | 108.423
0.92 | 0.00 | 200 | 108.693
0.92 | 0.00 | 250 | 108.479
0.92 | 1.00 | 70 | 109.955
0.92 | 1.00 | 80 | 109.170
0.92 | 1.00 | 90 | 108.779
0.92 | 1.00 | 100 | 108.779
0.92 | 1.00 | 150 | 108.423
0.92 | 1.00 | 200 | 108.693
0.92 | 1.00 | 250 | 108.479
0.92 | 2.00 | 90 | 108.626
0.92 | 2.00 | 150 | 107.278
0.92 | 2.00 | 200 | 108.651
0.92 | 2.00 | 250 | 108.569
0.93 | 0.00 | 70 | 109.955
0.93 | 0.00 | 80 | 109.167
0.93 | 0.00 | 90 | 108.859
0.93 | 0.00 | 100 | 108.859
0.93 | 0.00 | 150 | 108.621
0.93 | 0.00 | 200 | 108.582
0.93 | 0.00 | 250 | 108.608
0.93 | 1.00 | 70 | 109.955
0.93 | 1.00 | 80 | 109.167
0.93 | 1.00 | 90 | 108.859
0.93 | 1.00 | 100 | 108.859
0.93 | 1.00 | 150 | 108.621
0.93 | 1.00 | 200 | 108.582
0.93 | 1.00 | 250 | 108.608
0.93 | 2.00 | 90 | 108.632
0.93 | 2.00 | 150 | 107.494
0.93 | 2.00 | 200 | 108.783
0.93 | 2.00 | 250 | 108.488
0.94 | 0.00 | 70 | 109.955
0.94 | 0.00 | 80 | 109.237
0.94 | 0.00 | 90 | 109.237
0.94 | 0.00 | 100 | 108.648
0.94 | 0.00 | 150 | 108.633
0.94 | 0.00 | 200 | 108.585
0.94 | 0.00 | 250 | 108.515
0.94 | 1.00 | 70 | 109.955
0.94 | 1.00 | 80 | 109.237
0.94 | 1.00 | 90 | 109.237
0.94 | 1.00 | 100 | 108.648
0.94 | 1.00 | 150 | 108.633
0.94 | 1.00 | 200 | 108.585
0.94 | 1.00 | 250 | 108.515
0.94 | 2.00 | 90 | 108.624
0.94 | 2.00 | 200 | 107.743
0.94 | 2.00 | 250 | 108.858
0.95 | 0.00 | 70 | 109.955
0.95 | 0.00 | 80 | 109.290
0.95 | 0.00 | 90 | 109.290
0.95 | 0.00 | 100 | 108.582
0.95 | 0.00 | 150 | 108.585
0.95 | 0.00 | 200 | 108.598
0.95 | 0.00 | 250 | 108.589
0.95 | 1.00 | 70 | 109.955
0.95 | 1.00 | 80 | 109.290
0.95 | 1.00 | 90 | 109.290
0.95 | 1.00 | 100 | 108.582
0.95 | 1.00 | 150 | 108.585
0.95 | 1.00 | 200 | 108.598
0.95 | 1.00 | 250 | 108.589
0.95 | 2.00 | 90 | 108.606
0.95 | 2.00 | 200 | 108.202
0.95 | 2.00 | 250 | 108.951
0.96 | 0.00 | 70 | 109.955
0.96 | 0.00 | 80 | 109.359
0.96 | 0.00 | 90 | 109.359
0.96 | 0.00 | 100 | 108.561
0.96 | 0.00 | 150 | 108.598
0.96 | 0.00 | 200 | 108.629
0.96 | 0.00 | 250 | 108.551
0.96 | 1.00 | 70 | 109.955
0.96 | 1.00 | 80 | 109.359
0.96 | 1.00 | 90 | 109.359
0.96 | 1.00 | 100 | 108.561
0.96 | 1.00 | 150 | 108.598
0.96 | 1.00 | 200 | 108.629
0.96 | 1.00 | 250 | 108.551
0.96 | 2.00 | 90 | 108.585
0.96 | 2.00 | 200 | 108.885
0.96 | 2.00 | 250 | 108.520
0.97 | 0.00 | 70 | 109.956
0.97 | 0.00 | 80 | 109.484
0.97 | 0.00 | 90 | 109.484
0.97 | 0.00 | 100 | 108.552
0.97 | 0.00 | 150 | 108.619
0.97 | 0.00 | 200 | 108.606
0.97 | 0.00 | 250 | 108.581
0.97 | 1.00 | 70 | 109.956
0.97 | 1.00 | 80 | 109.484
0.97 | 1.00 | 90 | 109.484
0.97 | 1.00 | 100 | 108.552
0.97 | 1.00 | 150 | 108.619
0.97 | 1.00 | 200 | 108.606
0.97 | 1.00 | 250 | 108.581
0.97 | 2.00 | 90 | 108.586
0.97 | 2.00 | 200 | 108.548
0.97 | 2.00 | 250 | 108.631
0.98 | 0.00 | 70 | 109.957
0.98 | 0.00 | 80 | 109.676
0.98 | 0.00 | 90 | 108.602
0.98 | 0.00 | 100 | 108.593
0.98 | 0.00 | 150 | 108.643
0.98 | 0.00 | 200 | 108.547
0.98 | 0.00 | 250 | 108.532
0.98 | 1.00 | 70 | 109.957
0.98 | 1.00 | 80 | 109.676
0.98 | 1.00 | 90 | 108.602
0.98 | 1.00 | 100 | 108.593
0.98 | 1.00 | 150 | 108.643
0.98 | 1.00 | 200 | 108.547
0.98 | 1.00 | 250 | 108.532
0.98 | 2.00 | 90 | 108.591
0.98 | 2.00 | 200 | 108.572
0.98 | 2.00 | 250 | 108.589
0.99 | 0.00 | 70 | 109.957
0.99 | 0.00 | 80 | 109.324
0.99 | 0.00 | 90 | 109.324
0.99 | 0.00 | 100 | 108.975
0.99 | 0.00 | 150 | 108.614
0.99 | 0.00 | 200 | 108.664
0.99 | 0.00 | 250 | 108.640
0.99 | 1.00 | 70 | 109.957
0.99 | 1.00 | 80 | 109.324
0.99 | 1.00 | 90 | 109.324
0.99 | 1.00 | 100 | 108.975
0.99 | 1.00 | 150 | 108.614
0.99 | 1.00 | 200 | 108.664
0.99 | 1.00 | 250 | 108.640
0.99 | 2.00 | 150 | 109.977
0.99 | 2.00 | 200 | 109.193
0.99 | 2.00 | 250 | 108.572
1.00 | 0.00 | 70 | 111.104
1.00 | 0.00 | 80 | 111.104
1.00 | 0.00 | 90 | 111.104
