down | strategy | ncall | sigma_tot
0.91 | 0.00 | 70 | 109.955
0.91 | 0.00 | 80 | 109.174
0.91 | 0.00 | 90 | 108.690
0.91 | 0.00 | 100 | 108.690
0.91 | 0.00 | 150 | 108.638
0.91 | 0.00 | 200 | 108.568
0.91 | 0.00 | 250 | 108.378
0.91 | 1.00 | 70 | 109.955
0.91 | 1.00 | 80 | 109.174
0.91 | 1.00 | 90 | 108.690
0.91 | 1.00 | 100 | 108.690
0.91 | 1.00 | 150 | 108.638
0.91 | 1.00 | 200 | 108.568
0.91 | 1.00 | 250 | 108.378
0.91 | 2.00 | 90 | 108.565
0.91 | 2.00 | 150 | 107.433
0.91 | 2.00 | 200 | 108.655
0.91 | 2.00 | 250 | 108.526
0.92 | 0.00 | 70 | 109.955
0.92 | 0.00 | 80 | 109.172
0.92 | 0.00 | 90 | 108.727
0.92 | 0.00 | 100 | 108.727
0.92 | 0.00 | 150 | 108.567
0.92 | 0.00 | 200 | 108.564
0.92 | 0.00 | 250 | 108.426
0.92 | 1.00 | 70 | 109.955
0.92 | 1.00 | 80 | 109.172
0.92 | 1.00 | 90 | 108.727
0.92 | 1.00 | 100 | 108.727
0.92 | 1.00 | 150 | 108.567
0.92 | 1.00 | 200 | 108.564
0.92 | 1.00 | 250 | 108.426
0.92 | 2.00 | 90 | 108.582
0.92 | 2.00 | 200 | 108.547
0.92 | 2.00 | 250 | 108.975
0.93 | 0.00 | 70 | 109.955
0.93 | 0.00 | 80 | 109.170
0.93 | 0.00 | 90 | 108.780
0.93 | 0.00 | 100 | 108.780
0.93 | 0.00 | 150 | 108.437
0.93 | 0.00 | 200 | 108.627
0.93 | 0.00 | 250 | 108.577
0.93 | 1.00 | 70 | 109.955
0.93 | 1.00 | 80 | 109.170
0.93 | 1.00 | 90 | 108.780
0.93 | 1.00 | 100 | 108.780
0.93 | 1.00 | 150 | 108.437
0.93 | 1.00 | 200 | 108.627
0.93 | 1.00 | 250 | 108.577
0.93 | 2.00 | 90 | 108.546
0.93 | 2.00 | 250 | 108.919
0.94 | 0.00 | 70 | 109.955
0.94 | 0.00 | 80 | 109.248
0.94 | 0.00 | 90 | 109.248
0.94 | 0.00 | 100 | 108.560
0.94 | 0.00 | 150 | 108.620
0.94 | 0.00 | 200 | 108.513
0.94 | 0.00 | 250 | 108.539
0.94 | 1.00 | 70 | 109.955
0.94 | 1.00 | 80 | 109.248
0.94 | 1.00 | 90 | 109.248
0.94 | 1.00 | 100 | 108.560
0.94 | 1.00 | 150 | 108.620
0.94 | 1.00 | 200 | 108.513
0.94 | 1.00 | 250 | 108.539
0.94 | 2.00 | 90 | 108.526
0.94 | 2.00 | 200 | 106.742
0.94 | 2.00 | 250 | 108.852
0.95 | 0.00 | 70 | 109.955
0.95 | 0.00 | 80 | 109.249
0.95 | 0.00 | 90 | 109.249
0.95 | 0.00 | 100 | 108.633
0.95 | 0.00 | 150 | 108.638
0.95 | 0.00 | 200 | 108.581
0.95 | 0.00 | 250 | 108.396
0.95 | 1.00 | 70 | 109.955
0.95 | 1.00 | 80 | 109.249
0.95 | 1.00 | 90 | 109.249
0.95 | 1.00 | 100 | 108.633
0.95 | 1.00 | 150 | 108.638
0.95 | 1.00 | 200 | 108.581
0.95 | 1.00 | 250 | 108.396
0.95 | 2.00 | 90 | 108.540
0.95 | 2.00 | 200 | 107.916
0.95 | 2.00 | 250 | 108.532
0.96 | 0.00 | 70 | 109.955
0.96 | 0.00 | 80 | 109.315
0.96 | 0.00 | 90 | 109.315
0.96 | 0.00 | 100 | 108.572
