down | strategy | ncall | sigma_tot
0.99 | 0.00 | 90 | 108.549
0.99 | 0.00 | 100 | 108.583
0.99 | 0.00 | 150 | 108.487
0.99 | 0.00 | 200 | 108.589
0.99 | 0.00 | 250 | 108.455
0.99 | 1.00 | 70 | 109.957
0.99 | 1.00 | 80 | 109.669
0.99 | 1.00 | 90 | 109.669
0.99 | 1.00 | 100 | 108.549
0.99 | 1.00 | 150 | 108.487
0.99 | 1.00 | 200 | 108.589
0.99 | 1.00 | 250 | 108.447
0.99 | 2.00 | 150 | 108.534
0.99 | 2.00 | 200 | 108.562
0.99 | 2.00 | 250 | 108.573
1.00 | 0.00 | 70 | 110.118
1.00 | 0.00 | 80 | 109.128
1.00 | 0.00 | 90 | 108.481
1.00 | 0.00 | 100 | 108.544
1.00 | 0.00 | 150 | 108.478
1.00 | 0.00 | 200 | 108.478
1.00 | 0.00 | 250 | 108.478
1.00 | 1.00 | 70 | 110.118
1.00 | 1.00 | 80 | 109.128
1.00 | 1.00 | 90 | 108.481
1.00 | 1.00 | 100 | 108.544
1.00 | 1.00 | 150 | 108.478
1.00 | 1.00 | 200 | 108.478
1.00 | 1.00 | 250 | 108.478
1.00 | 2.00 | 100 | 106.789
1.00 | 2.00 | 150 | 108.479
1.00 | 2.00 | 200 | 108.479
1.00 | 2.00 | 250 | 108.479
