down | strategy | ncall | sigma_tot
0.91 | 0.00 | 70 | 109.955
0.91 | 0.00 | 80 | 109.178
0.91 | 0.00 | 90 | 109.178
0.91 | 0.00 | 100 | 108.606
0.91 | 0.00 | 150 | 108.519
0.91 | 1.00 | 70 | 109.955
0.91 | 1.00 | 80 | 109.178
0.91 | 1.00 | 90 | 109.178
0.91 | 1.00 | 100 | 108.606
0.91 | 1.00 | 150 | 108.519
0.91 | 2.00 | 90 | 108.640
0.91 | 2.00 | 150 | 107.691
0.91 | 2.00 | 200 | 108.799
0.92 | 0.00 | 70 | 109.955
0.92 | 0.00 | 80 | 109.177
0.92 | 0.00 | 90 | 109.177
0.92 | 0.00 | 100 | 108.614
0.92 | 0.00 | 150 | 108.561
0.92 | 1.00 | 70 | 109.955
0.92 | 1.00 | 80 | 109.177
0.92 | 1.00 | 90 | 109.177
0.92 | 1.00 | 100 | 108.614
0.92 | 1.00 | 150 | 108.561
0.92 | 2.00 | 90 | 108.638
0.92 | 2.00 | 150 | 107.714
0.92 | 2.00 | 200 | 108.743
0.93 | 0.00 | 70 | 109.955
0.93 | 0.00 | 80 | 109.177
0.93 | 0.00 | 90 | 109.177
0.93 | 0.00 | 100 | 108.627
0.93 | 0.00 | 150 | 108.580
0.93 | 1.00 | 70 | 109.955
0.93 | 1.00 | 80 | 109.177
0.93 | 1.00 | 90 | 109.177
0.93 | 1.00 | 100 | 108.627
0.93 | 1.00 | 150 | 108.580
0.93 | 2.00 | 90 | 108.631
0.93 | 2.00 | 200 | 107.215
0.94 | 0.00 | 70 | 109.955
0.94 | 0.00 | 80 | 109.176
0.94 | 0.00 | 90 | 109.176
0.94 | 0.00 | 100 | 108.648
0.94 | 0.00 | 150 | 108.441
0.94 | 1.00 | 70 | 109.955
0.94 | 1.00 | 80 | 109.176
0.94 | 1.00 | 90 | 109.176
0.94 | 1.00 | 100 | 108.648
0.94 | 1.00 | 150 | 108.441
0.94 | 2.00 | 200 | 107.474
0.95 | 0.00 | 70 | 109.955
0.95 | 0.00 | 80 | 109.174
0.95 | 0.00 | 90 | 108.686
0.95 | 0.00 | 100 | 108.686
0.95 | 0.00 | 150 | 108.652
0.95 | 0.00 | 200 | 108.073
0.95 | 1.00 | 70 | 109.955
0.95 | 1.00 | 80 | 109.174
0.95 | 1.00 | 90 | 108.686
0.95 | 1.00 | 100 | 108.686
0.95 | 1.00 | 150 | 108.652
0.95 | 1.00 | 200 | 108.073
0.96 | 0.00 | 70 | 109.955
0.96 | 0.00 | 80 | 109.171
0.96 | 0.00 | 90 | 108.759
0.96 | 0.00 | 100 | 108.759
0.96 | 0.00 | 150 | 108.297
0.96 | 0.00 | 200 | 108.588
0.96 | 0.00 | 250 | 108.328
0.96 | 1.00 | 70 | 109.955
0.96 | 1.00 | 80 | 109.171
0.96 | 1.00 | 90 | 108.759
0.96 | 1.00 | 100 | 108.759
0.96 | 1.00 | 150 | 108.297
0.96 | 1.00 | 200 | 108.588
0.96 | 1.00 | 250 | 108.328
0.97 | 0.00 | 70 | 109.955
0.97 | 0.00 | 80 | 109.231
0.97 | 0.00 | 90 | 109.231
0.97 | 0.00 | 100 | 108.650
0.97 | 0.00 | 150 | 108.550
0.97 | 0.00 | 200 | 108.506
0.97 | 1.00 | 70 | 109.955
0.97 | 1.00 | 80 | 109.231
0.97 | 1.00 | 90 | 109.231
0.97 | 1.00 | 100 | 108.650
0.97 | 1.00 | 150 | 108.550
0.97 | 1.00 | 200 | 108.506
0.97 | 2.00 | 90 | 108.633
0.97 | 2.00 | 200 | 108.634
0.97 | 2.00 | 250 | 108.620
0.98 | 0.00 | 70 | 109.956
0.98 | 0.00 | 80 | 109.349
0.98 | 0.00 | 90 | 109.349
0.98 | 0.00 | 100 | 108.559
0.98 | 0.00 | 150 | 108.567
0.98 | 0.00 | 200 | 108.465
0.98 | 0.00 | 250 | 108.404
0.98 | 1.00 | 70 | 109.956
0.98 | 1.00 | 80 | 109.349
0.98 | 1.00 | 90 | 109.349
0.98 | 1.00 | 100 | 108.559
0.98 | 1.00 | 150 | 108.567
0.98 | 1.00 | 200 | 108.465
0.98 | 1.00 | 250 | 108.404
0.98 | 2.00 | 90 | 108.625
0.98 | 2.00 | 200 | 107.264
0.99 | 0.00 | 70 | 109.957
0.99 | 0.00 | 80 | 109.669
