down | strategy | ncall | sigma_tot
0.94 | 0.00 | 600 | 108.940
0.94 | 0.00 | 700 | 108.940
0.94 | 0.00 | 800 | 108.940
0.94 | 1.00 | 600 | 108.940
0.94 | 1.00 | 700 | 108.940
0.94 | 1.00 | 800 | 108.940
0.94 | 2.00 | 500 | 108.940
0.94 | 2.00 | 600 | 108.940
0.94 | 2.00 | 700 | 108.940
0.94 | 2.00 | 800 | 108.940
0.95 | 1.00 | 800 | 109.052
0.95 | 2.00 | 600 | 109.052
0.95 | 2.00 | 700 | 109.052
0.95 | 2.00 | 800 | 109.052
0.96 | 0.00 | 800 | 109.165
0.96 | 1.00 | 700 | 109.164
0.96 | 1.00 | 800 | 109.165
0.96 | 2.00 | 500 | 109.165
0.96 | 2.00 | 600 | 109.165
0.96 | 2.00 | 700 | 109.165
0.96 | 2.00 | 800 | 109.165
0.97 | 0.00 | 500 | 109.278
0.97 | 0.00 | 600 | 109.278
0.97 | 0.00 | 700 | 109.278
0.97 | 0.00 | 800 | 109.278
0.97 | 1.00 | 500 | 109.278
0.97 | 1.00 | 600 | 109.278
0.97 | 1.00 | 700 | 109.278
0.97 | 1.00 | 800 | 109.278
0.97 | 2.00 | 600 | 109.279
0.97 | 2.00 | 700 | 109.279
0.97 | 2.00 | 800 | 109.279
0.98 | 1.00 | 300 | 109.394
0.98 | 1.00 | 400 | 109.394
0.98 | 1.00 | 500 | 109.394
0.98 | 1.00 | 600 | 109.394
0.98 | 1.00 | 700 | 109.394
0.98 | 1.00 | 800 | 109.394
0.98 | 2.00 | 300 | 109.393
0.98 | 2.00 | 400 | 109.393
0.98 | 2.00 | 500 | 109.393
0.98 | 2.00 | 600 | 109.393
0.98 | 2.00 | 700 | 109.393
0.98 | 2.00 | 800 | 109.393
0.99 | 1.00 | 300 | 109.510
0.99 | 1.00 | 400 | 109.510
0.99 | 1.00 | 500 | 109.510
0.99 | 1.00 | 600 | 109.510
0.99 | 1.00 | 700 | 109.510
0.99 | 1.00 | 800 | 109.510
0.99 | 2.00 | 300 | 109.510
0.99 | 2.00 | 400 | 109.510
0.99 | 2.00 | 500 | 109.510
0.99 | 2.00 | 600 | 109.510
0.99 | 2.00 | 700 | 109.510
0.99 | 2.00 | 800 | 109.510
