down | strategy | ncall | sigma_tot
0.96 | 0.00 | 700 | 108.506
0.96 | 0.00 | 800 | 108.505
0.96 | 1.00 | 700 | 108.506
0.96 | 1.00 | 800 | 108.505
0.96 | 2.00 | 500 | 108.505
0.96 | 2.00 | 600 | 108.505
0.96 | 2.00 | 700 | 108.505
0.96 | 2.00 | 800 | 108.505
0.97 | 0.00 | 700 | 108.550
0.97 | 0.00 | 800 | 108.550
0.97 | 1.00 | 700 | 108.550
0.97 | 1.00 | 800 | 108.550
0.97 | 2.00 | 700 | 108.550
0.97 | 2.00 | 800 | 108.550
0.98 | 0.00 | 600 | 108.596
0.98 | 0.00 | 700 | 108.596
0.98 | 0.00 | 800 | 108.596
0.98 | 1.00 | 600 | 108.596
0.98 | 1.00 | 700 | 108.596
0.98 | 1.00 | 800 | 108.596
0.98 | 2.00 | 600 | 108.596
0.98 | 2.00 | 700 | 108.596
0.98 | 2.00 | 800 | 108.596
0.99 | 0.00 | 400 | 108.640
0.99 | 0.00 | 500 | 108.640
0.99 | 0.00 | 600 | 108.640
0.99 | 0.00 | 700 | 108.640
0.99 | 0.00 | 800 | 108.640
0.99 | 1.00 | 400 | 108.640
0.99 | 1.00 | 500 | 108.640
0.99 | 1.00 | 600 | 108.640
0.99 | 1.00 | 700 | 108.640
0.99 | 1.00 | 800 | 108.640
0.99 | 2.00 | 800 | 108.641
