down | strategy | ncall | sigma_tot
0.98 | 0.00 | 300 | 104.056
0.98 | 0.00 | 400 | 104.056
0.98 | 0.00 | 500 | 104.056
0.98 | 0.00 | 600 | 104.056
0.98 | 0.00 | 700 | 104.056
0.98 | 0.00 | 800 | 104.056
0.98 | 1.00 | 300 | 104.056
0.98 | 1.00 | 400 | 104.056
0.98 | 1.00 | 500 | 104.056
0.98 | 1.00 | 600 | 104.056
0.98 | 1.00 | 700 | 104.056
0.98 | 1.00 | 800 | 104.056
0.98 | 2.00 | 500 | 104.056
0.98 | 2.00 | 600 | 104.056
0.98 | 2.00 | 700 | 104.056
0.98 | 2.00 | 800 | 104.056
0.99 | 1.00 | 200 | 104.088
0.99 | 1.00 | 300 | 104.088
0.99 | 1.00 | 400 | 104.088
0.99 | 1.00 | 500 | 104.088
0.99 | 1.00 | 600 | 104.088
0.99 | 1.00 | 700 | 104.088
0.99 | 1.00 | 800 | 104.088
0.99 | 2.00 | 500 | 104.085
0.99 | 2.00 | 600 | 104.087
0.99 | 2.00 | 700 | 104.087
0.99 | 2.00 | 800 | 104.087
