down | strategy | ncall | sigma_tot
0.91 | 0.00 | 60 | 103.980
0.91 | 0.00 | 65 | 103.940
0.91 | 0.00 | 70 | 103.940
0.91 | 0.00 | 75 | 103.915
0.91 | 0.00 | 80 | 103.915
0.91 | 0.00 | 85 | 103.915
0.91 | 0.00 | 90 | 104.332
0.91 | 0.00 | 95 | 104.332
0.91 | 0.00 | 100 | 104.332
0.91 | 1.00 | 60 | 103.980
0.91 | 1.00 | 65 | 103.980
0.91 | 1.00 | 70 | 103.980
0.91 | 1.00 | 75 | 103.940
0.91 | 1.00 | 80 | 103.940
0.91 | 1.00 | 85 | 103.915
0.91 | 1.00 | 90 | 103.915
0.91 | 1.00 | 95 | 103.915
0.91 | 1.00 | 100 | 104.331
0.91 | 2.00 | 95 | 103.941
0.91 | 2.00 | 100 | 103.941
0.92 | 0.00 | 60 | 104.045
0.92 | 0.00 | 65 | 104.045
0.92 | 0.00 | 70 | 104.045
0.92 | 0.00 | 75 | 103.927
0.92 | 0.00 | 80 | 103.927
0.92 | 0.00 | 85 | 104.159
0.92 | 0.00 | 90 | 104.159
0.92 | 0.00 | 95 | 104.159
0.92 | 0.00 | 100 | 104.159
0.92 | 1.00 | 60 | 104.125
0.92 | 1.00 | 65 | 104.045
0.92 | 1.00 | 70 | 104.045
0.92 | 1.00 | 75 | 103.927
0.92 | 1.00 | 80 | 103.927
0.92 | 1.00 | 85 | 103.927
0.92 | 1.00 | 90 | 103.927
0.92 | 1.00 | 95 | 104.159
0.92 | 1.00 | 100 | 104.159
0.92 | 2.00 | 70 | 104.362
0.92 | 2.00 | 75 | 104.362
0.92 | 2.00 | 80 | 104.362
0.92 | 2.00 | 85 | 104.401
0.92 | 2.00 | 90 | 104.401
0.92 | 2.00 | 95 | 104.451
0.92 | 2.00 | 100 | 104.451
0.92 | 2.00 | 150 | 104.494
0.92 | 2.00 | 200 | 103.921
0.93 | 0.00 | 60 | 104.102
0.93 | 0.00 | 65 | 104.069
0.93 | 0.00 | 70 | 104.069
0.93 | 1.00 | 60 | 104.102
0.93 | 1.00 | 65 | 104.069
0.93 | 1.00 | 70 | 104.069
0.93 | 1.00 | 75 | 104.069
0.93 | 2.00 | 75 | 104.176
0.93 | 2.00 | 80 | 104.176
0.93 | 2.00 | 85 | 104.263
0.93 | 2.00 | 90 | 104.263
0.93 | 2.00 | 95 | 104.149
0.93 | 2.00 | 100 | 104.149
0.94 | 0.00 | 60 | 104.125
0.94 | 0.00 | 65 | 104.092
0.94 | 0.00 | 70 | 104.092
0.94 | 0.00 | 75 | 103.860
0.94 | 0.00 | 80 | 103.860
0.94 | 0.00 | 85 | 103.860
0.94 | 1.00 | 60 | 104.125
0.94 | 1.00 | 65 | 104.125
0.94 | 1.00 | 70 | 104.092
0.94 | 1.00 | 75 | 104.092
0.94 | 1.00 | 80 | 103.860
0.94 | 1.00 | 85 | 103.860
0.94 | 1.00 | 90 | 103.860
0.94 | 2.00 | 75 | 103.736
0.94 | 2.00 | 80 | 103.736
0.94 | 2.00 | 85 | 103.991
0.94 | 2.00 | 90 | 103.991
0.94 | 2.00 | 95 | 104.094
0.94 | 2.00 | 100 | 104.094
0.95 | 0.00 | 60 | 104.207
0.95 | 0.00 | 65 | 104.243
0.95 | 0.00 | 70 | 104.243
0.95 | 0.00 | 75 | 104.130
0.95 | 0.00 | 80 | 104.130
0.95 | 0.00 | 85 | 104.067
0.95 | 0.00 | 90 | 104.067
0.95 | 0.00 | 95 | 104.130
0.95 | 0.00 | 100 | 104.130
0.95 | 0.00 | 150 | 104.412
0.95 | 0.00 | 200 | 104.416
0.95 | 1.00 | 60 | 104.207
0.95 | 1.00 | 65 | 104.243
0.95 | 1.00 | 70 | 104.243
0.95 | 1.00 | 75 | 104.243
0.95 | 1.00 | 80 | 104.130
0.95 | 1.00 | 85 | 104.130
0.95 | 1.00 | 90 | 104.067
0.95 | 1.00 | 95 | 104.067
0.95 | 1.00 | 100 | 104.130
0.95 | 1.00 | 150 | 104.331
0.95 | 1.00 | 200 | 104.357
0.95 | 2.00 | 85 | 102.771
0.95 | 2.00 | 90 | 102.771
0.95 | 2.00 | 95 | 102.771
0.95 | 2.00 | 100 | 104.297
0.95 | 2.00 | 150 | 103.813
0.96 | 0.00 | 60 | 104.043
0.96 | 0.00 | 65 | 104.043
0.96 | 0.00 | 70 | 104.149
0.96 | 0.00 | 75 | 104.149
0.96 | 0.00 | 80 | 104.149
0.96 | 0.00 | 85 | 104.169
0.96 | 0.00 | 90 | 104.169
0.96 | 0.00 | 95 | 103.879
0.96 | 0.00 | 100 | 103.879
0.96 | 0.00 | 150 | 104.402
0.96 | 1.00 | 60 | 103.842
0.96 | 1.00 | 65 | 104.043
0.96 | 1.00 | 70 | 104.043
0.96 | 1.00 | 75 | 104.043
0.96 | 1.00 | 80 | 104.149
0.96 | 1.00 | 85 | 104.149
0.96 | 1.00 | 90 | 104.169
0.96 | 1.00 | 95 | 104.169
0.96 | 1.00 | 100 | 103.879
0.96 | 1.00 | 150 | 104.336
0.96 | 2.00 | 75 | 104.135
0.96 | 2.00 | 80 | 104.135
0.96 | 2.00 | 85 | 104.135
0.96 | 2.00 | 90 | 104.308
0.96 | 2.00 | 95 | 104.308
0.96 | 2.00 | 100 | 104.227
0.96 | 2.00 | 150 | 104.199
0.96 | 2.00 | 200 | 104.412
0.97 | 0.00 | 60 | 104.334
0.97 | 0.00 | 65 | 104.334
0.97 | 0.00 | 70 | 104.340
0.97 | 0.00 | 75 | 104.340
0.97 | 0.00 | 80 | 104.340
0.97 | 0.00 | 85 | 104.033
0.97 | 0.00 | 90 | 104.033
0.97 | 0.00 | 95 | 104.033
0.97 | 0.00 | 100 | 104.033
0.97 | 0.00 | 150 | 104.334
0.97 | 0.00 | 200 | 104.306
0.97 | 1.00 | 60 | 104.270
0.97 | 1.00 | 65 | 104.334
0.97 | 1.00 | 70 | 104.334
0.97 | 1.00 | 75 | 104.340
0.97 | 1.00 | 80 | 104.340
0.97 | 1.00 | 85 | 104.340
0.97 | 1.00 | 90 | 104.033
0.97 | 1.00 | 95 | 104.033
0.97 | 1.00 | 100 | 104.033
0.97 | 1.00 | 150 | 104.220
0.97 | 1.00 | 200 | 104.307
0.98 | 0.00 | 60 | 104.174
0.98 | 0.00 | 65 | 104.174
0.98 | 0.00 | 70 | 104.195
0.98 | 0.00 | 75 | 104.195
0.98 | 0.00 | 80 | 104.257
0.98 | 0.00 | 85 | 104.257
0.98 | 0.00 | 90 | 104.300
0.98 | 0.00 | 95 | 104.300
0.98 | 0.00 | 100 | 104.300
0.98 | 0.00 | 150 | 104.220
0.98 | 0.00 | 200 | 104.205
0.98 | 1.00 | 60 | 104.174
0.98 | 1.00 | 65 | 104.174
0.98 | 1.00 | 70 | 104.174
0.98 | 1.00 | 75 | 104.195
0.98 | 1.00 | 80 | 104.195
0.98 | 1.00 | 85 | 104.257
0.98 | 1.00 | 90 | 104.257
0.98 | 1.00 | 95 | 104.300
0.98 | 1.00 | 100 | 104.300
0.98 | 1.00 | 150 | 104.352
0.98 | 1.00 | 200 | 104.205
0.98 | 2.00 | 75 | 104.138
0.98 | 2.00 | 80 | 104.138
0.98 | 2.00 | 85 | 104.138
0.98 | 2.00 | 90 | 104.297
0.98 | 2.00 | 95 | 104.297
0.98 | 2.00 | 100 | 104.212
0.98 | 2.00 | 150 | 104.168
0.98 | 2.00 | 200 | 104.336
0.99 | 0.00 | 60 | 104.164
0.99 | 0.00 | 65 | 104.164
0.99 | 0.00 | 70 | 104.217
0.99 | 0.00 | 75 | 104.217
0.99 | 0.00 | 80 | 104.243
0.99 | 0.00 | 85 | 104.243
0.99 | 0.00 | 90 | 104.221
0.99 | 0.00 | 95 | 104.221
0.99 | 0.00 | 100 | 104.221
0.99 | 0.00 | 150 | 104.241
