down | strategy | tol | ncall | sigma_tot
0.96 | 0.00 | 0.1 | 800 | 108.504
0.96 | 0.00 | 0.01 | 800 | 108.505
0.97 | 0.00 | 0.1 | 700 | 108.550
0.97 | 0.00 | 0.1 | 800 | 108.550
0.98 | 0.00 | 0.1 | 500 | 108.596
0.98 | 0.00 | 0.01 | 500 | 108.596
0.98 | 0.00 | 0.1 | 600 | 108.596
0.98 | 0.00 | 0.01 | 600 | 108.596
0.98 | 0.00 | 0.1 | 700 | 108.596
0.98 | 0.00 | 0.01 | 700 | 108.596
0.98 | 0.00 | 0.1 | 800 | 108.596
0.98 | 0.00 | 0.01 | 800 | 108.596
0.99 | 0.00 | 5.0 | 300 | 108.648
0.99 | 0.00 | 1.0 | 300 | 108.648
0.99 | 0.00 | 5.0 | 400 | 108.648
0.99 | 0.00 | 1.0 | 400 | 108.648
0.99 | 0.00 | 5.0 | 500 | 108.648
0.99 | 0.00 | 1.0 | 500 | 108.648
0.99 | 0.00 | 5.0 | 600 | 108.648
0.99 | 0.00 | 1.0 | 600 | 108.648
0.99 | 0.00 | 5.0 | 700 | 108.648
0.99 | 0.00 | 1.0 | 700 | 108.648
0.99 | 0.00 | 5.0 | 800 | 108.648
0.99 | 0.00 | 1.0 | 800 | 108.648
