down | strategy | tol | ncall | sigma_tot
0.96 | 0.00 | 5.0 | 300 | 102.131
0.96 | 0.00 | 1.0 | 300 | 102.128
0.96 | 0.00 | 5.0 | 400 | 102.131
0.96 | 0.00 | 1.0 | 400 | 102.128
0.96 | 0.00 | 0.1 | 400 | 102.127
0.96 | 0.00 | 5.0 | 500 | 102.131
0.96 | 0.00 | 1.0 | 500 | 102.128
0.96 | 0.00 | 0.1 | 500 | 102.127
0.96 | 0.00 | 5.0 | 600 | 102.131
0.96 | 0.00 | 1.0 | 600 | 102.128
0.96 | 0.00 | 0.1 | 600 | 102.127
0.96 | 0.00 | 5.0 | 700 | 102.131
0.96 | 0.00 | 1.0 | 700 | 102.128
0.96 | 0.00 | 0.1 | 700 | 102.127
0.96 | 0.00 | 5.0 | 800 | 102.131
0.96 | 0.00 | 1.0 | 800 | 102.128
0.96 | 0.00 | 0.1 | 800 | 102.127
0.98 | 0.00 | 5.0 | 300 | 101.928
0.98 | 0.00 | 1.0 | 300 | 101.928
0.98 | 0.00 | 0.1 | 300 | 101.924
0.98 | 0.00 | 0.01 | 300 | 101.922
0.98 | 0.00 | 5.0 | 400 | 101.928
0.98 | 0.00 | 1.0 | 400 | 101.928
0.98 | 0.00 | 0.1 | 400 | 101.924
0.98 | 0.00 | 0.01 | 400 | 101.922
0.98 | 0.00 | 5.0 | 500 | 101.928
0.98 | 0.00 | 1.0 | 500 | 101.928
0.98 | 0.00 | 0.1 | 500 | 101.924
0.98 | 0.00 | 0.01 | 500 | 101.922
0.98 | 0.00 | 5.0 | 600 | 101.928
0.98 | 0.00 | 1.0 | 600 | 101.928
0.98 | 0.00 | 0.1 | 600 | 101.924
0.98 | 0.00 | 0.01 | 600 | 101.922
0.98 | 0.00 | 5.0 | 700 | 101.928
0.98 | 0.00 | 1.0 | 700 | 101.928
0.98 | 0.00 | 0.1 | 700 | 101.924
0.98 | 0.00 | 0.01 | 700 | 101.922
0.98 | 0.00 | 5.0 | 800 | 101.928
0.98 | 0.00 | 1.0 | 800 | 101.928
0.98 | 0.00 | 0.1 | 800 | 101.924
0.98 | 0.00 | 0.01 | 800 | 101.922
