down | strategy | ncall | sigma_tot
0.91 | 0.00 | 60 | 107.074
0.91 | 0.00 | 65 | 107.074
0.91 | 0.00 | 70 | 107.336
0.91 | 0.00 | 75 | 107.336
0.91 | 0.00 | 80 | 107.315
0.91 | 0.00 | 85 | 107.315
0.91 | 1.00 | 60 | 107.074
0.91 | 1.00 | 65 | 107.074
0.91 | 1.00 | 70 | 107.336
0.91 | 1.00 | 75 | 107.336
0.91 | 1.00 | 80 | 107.315
0.91 | 1.00 | 85 | 107.315
0.91 | 2.00 | 150 | 107.655
0.92 | 0.00 | 60 | 107.075
0.92 | 0.00 | 65 | 107.075
0.92 | 0.00 | 70 | 107.337
0.92 | 0.00 | 75 | 107.337
0.92 | 0.00 | 80 | 107.316
0.92 | 0.00 | 85 | 107.316
0.92 | 1.00 | 60 | 107.075
0.92 | 1.00 | 65 | 107.075
0.92 | 1.00 | 70 | 107.337
0.92 | 1.00 | 75 | 107.337
0.92 | 1.00 | 80 | 107.316
0.92 | 1.00 | 85 | 107.316
0.92 | 2.00 | 150 | 107.820
0.93 | 0.00 | 60 | 107.076
0.93 | 0.00 | 65 | 107.076
0.93 | 0.00 | 70 | 107.337
0.93 | 0.00 | 75 | 107.337
0.93 | 0.00 | 80 | 107.316
0.93 | 0.00 | 85 | 107.316
0.93 | 1.00 | 60 | 107.076
0.93 | 1.00 | 65 | 107.076
0.93 | 1.00 | 70 | 107.337
0.93 | 1.00 | 75 | 107.337
0.93 | 1.00 | 80 | 107.316
0.93 | 1.00 | 85 | 107.316
0.93 | 2.00 | 150 | 108.091
0.94 | 0.00 | 60 | 107.077
0.94 | 0.00 | 65 | 107.077
0.94 | 0.00 | 70 | 107.338
0.94 | 0.00 | 75 | 107.338
0.94 | 0.00 | 80 | 107.317
0.94 | 0.00 | 85 | 107.317
0.94 | 1.00 | 60 | 107.077
0.94 | 1.00 | 65 | 107.077
0.94 | 1.00 | 70 | 107.338
0.94 | 1.00 | 75 | 107.338
0.94 | 1.00 | 80 | 107.317
0.94 | 1.00 | 85 | 107.317
0.95 | 0.00 | 60 | 107.080
0.95 | 0.00 | 65 | 107.080
0.95 | 0.00 | 70 | 107.339
0.95 | 0.00 | 75 | 107.339
0.95 | 0.00 | 80 | 107.318
0.95 | 0.00 | 85 | 107.318
0.95 | 1.00 | 60 | 107.080
0.95 | 1.00 | 65 | 107.080
0.95 | 1.00 | 70 | 107.339
0.95 | 1.00 | 75 | 107.339
0.95 | 1.00 | 80 | 107.318
0.95 | 1.00 | 85 | 107.318
0.95 | 2.00 | 150 | 107.490
0.96 | 0.00 | 60 | 107.085
0.96 | 0.00 | 65 | 107.085
0.96 | 0.00 | 70 | 107.342
0.96 | 0.00 | 75 | 107.342
0.96 | 0.00 | 80 | 107.321
0.96 | 0.00 | 85 | 107.321
0.96 | 1.00 | 60 | 107.085
0.96 | 1.00 | 65 | 107.085
0.96 | 1.00 | 70 | 107.342
0.96 | 1.00 | 75 | 107.342
0.96 | 1.00 | 80 | 107.321
0.96 | 1.00 | 85 | 107.321
0.96 | 2.00 | 200 | 107.634
0.97 | 0.00 | 60 | 107.096
0.97 | 0.00 | 65 | 107.096
0.97 | 0.00 | 70 | 107.347
0.97 | 0.00 | 75 | 107.347
0.97 | 0.00 | 80 | 107.326
0.97 | 0.00 | 85 | 107.326
0.97 | 1.00 | 60 | 107.096
0.97 | 1.00 | 65 | 107.096
0.97 | 1.00 | 70 | 107.347
0.97 | 1.00 | 75 | 107.347
0.97 | 1.00 | 80 | 107.326
0.97 | 1.00 | 85 | 107.326
0.98 | 0.00 | 60 | 107.127
0.98 | 0.00 | 65 | 107.127
0.98 | 0.00 | 70 | 107.361
0.98 | 0.00 | 75 | 107.361
0.98 | 0.00 | 80 | 107.341
0.98 | 0.00 | 85 | 107.341
0.98 | 1.00 | 60 | 107.127
0.98 | 1.00 | 65 | 107.127
0.98 | 1.00 | 70 | 107.361
0.98 | 1.00 | 75 | 107.361
0.98 | 1.00 | 80 | 107.341
0.98 | 1.00 | 85 | 107.341
0.99 | 0.00 | 60 | 107.277
0.99 | 0.00 | 65 | 107.277
0.99 | 0.00 | 70 | 107.435
0.99 | 0.00 | 75 | 107.435
0.99 | 0.00 | 80 | 107.422
0.99 | 0.00 | 85 | 107.422
0.99 | 1.00 | 65 | 107.277
0.99 | 1.00 | 70 | 107.277
0.99 | 1.00 | 75 | 107.435
0.99 | 1.00 | 80 | 107.435
0.99 | 1.00 | 85 | 107.422
0.99 | 1.00 | 90 | 107.422
1.00 | 2.00 | 150 | 107.111
