down | strategy | ncall | sigma_tot
0.98 | 0.00 | 400 | 101.964
0.98 | 0.00 | 500 | 101.964
0.98 | 0.00 | 600 | 101.964
0.98 | 0.00 | 700 | 101.964
0.98 | 0.00 | 800 | 101.964
0.98 | 1.00 | 400 | 101.964
0.98 | 1.00 | 500 | 101.964
0.98 | 1.00 | 600 | 101.964
0.98 | 1.00 | 700 | 101.964
0.98 | 1.00 | 800 | 101.964
0.98 | 2.00 | 500 | 101.964
0.98 | 2.00 | 600 | 101.964
0.98 | 2.00 | 700 | 101.964
0.98 | 2.00 | 800 | 101.964
0.99 | 1.00 | 300 | 101.851
0.99 | 1.00 | 400 | 101.851
0.99 | 1.00 | 500 | 101.851
0.99 | 1.00 | 600 | 101.851
0.99 | 1.00 | 700 | 101.851
0.99 | 1.00 | 800 | 101.851
0.99 | 2.00 | 400 | 101.850
0.99 | 2.00 | 500 | 101.850
0.99 | 2.00 | 600 | 101.850
0.99 | 2.00 | 700 | 101.850
0.99 | 2.00 | 800 | 101.850
