down | strategy | ncall | sigma_tot
0.99 | 1.00 | 75 | 104.052
0.99 | 1.00 | 80 | 104.052
0.99 | 1.00 | 85 | 104.076
0.99 | 1.00 | 90 | 104.076
0.99 | 1.00 | 95 | 104.073
0.99 | 1.00 | 100 | 104.073
0.99 | 1.00 | 150 | 104.088
0.99 | 1.00 | 200 | 104.088
0.99 | 2.00 | 95 | 104.170
0.99 | 2.00 | 100 | 104.170
0.99 | 2.00 | 150 | 104.100
0.99 | 2.00 | 200 | 103.743
1.00 | 0.00 | 60 | 104.850
1.00 | 0.00 | 65 | 104.850
1.00 | 0.00 | 70 | 104.850
1.00 | 0.00 | 75 | 104.850
1.00 | 0.00 | 80 | 104.850
1.00 | 0.00 | 85 | 104.850
1.00 | 0.00 | 90 | 104.850
1.00 | 0.00 | 95 | 104.850
1.00 | 0.00 | 100 | 104.850
1.00 | 0.00 | 150 | 104.850
1.00 | 0.00 | 200 | 104.850
1.00 | 1.00 | 60 | 104.850
1.00 | 1.00 | 65 | 104.850
1.00 | 1.00 | 70 | 104.850
1.00 | 1.00 | 75 | 104.850
1.00 | 1.00 | 80 | 104.850
1.00 | 1.00 | 85 | 104.850
1.00 | 1.00 | 90 | 104.850
1.00 | 1.00 | 95 | 104.850
1.00 | 1.00 | 100 | 104.850
1.00 | 1.00 | 150 | 104.850
1.00 | 1.00 | 200 | 104.850
1.00 | 2.00 | 60 | 104.850
1.00 | 2.00 | 65 | 104.850
1.00 | 2.00 | 70 | 104.850
1.00 | 2.00 | 75 | 104.850
1.00 | 2.00 | 80 | 104.850
1.00 | 2.00 | 85 | 104.850
1.00 | 2.00 | 90 | 104.850
1.00 | 2.00 | 95 | 104.850
1.00 | 2.00 | 100 | 104.850
1.00 | 2.00 | 150 | 104.850
1.00 | 2.00 | 200 | 104.850
