down | strategy | ncall | sigma_tot
0.91 | 1.00 | 60 | 104.041
0.91 | 2.00 | 150 | 102.198
0.92 | 0.00 | 60 | 103.537
0.92 | 0.00 | 65 | 103.537
0.92 | 0.00 | 70 | 103.537
0.92 | 1.00 | 60 | 104.041
0.92 | 1.00 | 65 | 103.537
0.92 | 1.00 | 70 | 103.537
0.92 | 1.00 | 75 | 103.537
0.92 | 2.00 | 150 | 103.855
0.93 | 0.00 | 60 | 103.641
0.93 | 0.00 | 65 | 103.641
0.93 | 0.00 | 70 | 103.641
0.93 | 1.00 | 60 | 104.041
0.93 | 1.00 | 65 | 103.641
0.93 | 1.00 | 70 | 103.641
0.93 | 1.00 | 75 | 103.641
0.93 | 2.00 | 150 | 103.826
0.94 | 0.00 | 60 | 103.736
0.94 | 0.00 | 65 | 103.736
0.94 | 0.00 | 70 | 103.736
0.94 | 0.00 | 75 | 103.595
0.94 | 0.00 | 80 | 103.595
0.94 | 1.00 | 60 | 104.041
0.94 | 1.00 | 65 | 103.736
0.94 | 1.00 | 70 | 103.736
0.94 | 1.00 | 75 | 103.736
0.94 | 1.00 | 80 | 103.595
0.94 | 1.00 | 85 | 103.595
0.94 | 2.00 | 150 | 103.512
0.94 | 2.00 | 200 | 104.247
0.95 | 0.00 | 60 | 103.795
0.95 | 0.00 | 65 | 103.795
0.95 | 0.00 | 70 | 103.795
0.95 | 0.00 | 75 | 103.795
0.95 | 0.00 | 80 | 103.491
0.95 | 0.00 | 85 | 103.491
0.95 | 0.00 | 90 | 103.491
0.95 | 1.00 | 60 | 104.041
0.95 | 1.00 | 65 | 103.795
0.95 | 1.00 | 70 | 103.795
0.95 | 1.00 | 75 | 103.795
0.95 | 1.00 | 80 | 103.491
0.95 | 1.00 | 85 | 103.491
0.95 | 1.00 | 90 | 103.491
0.95 | 2.00 | 95 | 103.357
0.95 | 2.00 | 100 | 103.357
0.96 | 0.00 | 60 | 103.877
0.96 | 0.00 | 65 | 103.877
0.96 | 0.00 | 70 | 103.877
0.96 | 0.00 | 75 | 103.772
0.96 | 0.00 | 80 | 103.772
0.96 | 0.00 | 85 | 103.686
0.96 | 0.00 | 90 | 103.686
0.96 | 0.00 | 95 | 103.601
0.96 | 0.00 | 100 | 103.601
0.96 | 1.00 | 60 | 104.041
0.96 | 1.00 | 65 | 103.877
0.96 | 1.00 | 70 | 103.877
0.96 | 1.00 | 75 | 103.877
0.96 | 1.00 | 80 | 103.772
0.96 | 1.00 | 85 | 103.772
0.96 | 1.00 | 90 | 103.686
0.96 | 1.00 | 95 | 103.686
0.96 | 1.00 | 100 | 103.601
0.96 | 2.00 | 100 | 103.148
0.96 | 2.00 | 150 | 103.899
0.96 | 2.00 | 200 | 104.272
0.97 | 0.00 | 60 | 103.949
0.97 | 0.00 | 65 | 103.949
0.97 | 0.00 | 70 | 103.949
0.97 | 0.00 | 75 | 103.891
0.97 | 0.00 | 80 | 103.891
0.97 | 0.00 | 85 | 103.793
0.97 | 0.00 | 90 | 103.793
0.97 | 0.00 | 95 | 103.756
0.97 | 0.00 | 100 | 103.756
0.97 | 0.00 | 150 | 103.635
0.97 | 1.00 | 60 | 104.041
0.97 | 1.00 | 65 | 103.949
0.97 | 1.00 | 70 | 103.949
0.97 | 1.00 | 75 | 103.949
0.97 | 1.00 | 80 | 103.891
0.97 | 1.00 | 85 | 103.891
0.97 | 1.00 | 90 | 103.793
0.97 | 1.00 | 95 | 103.793
0.97 | 1.00 | 100 | 103.756
0.97 | 1.00 | 150 | 103.635
0.97 | 2.00 | 150 | 103.807
0.97 | 2.00 | 200 | 103.891
0.98 | 0.00 | 60 | 104.011
0.98 | 0.00 | 65 | 104.011
0.98 | 0.00 | 70 | 104.011
0.98 | 0.00 | 75 | 103.996
0.98 | 0.00 | 80 | 103.996
0.98 | 0.00 | 85 | 103.891
0.98 | 0.00 | 90 | 103.891
0.98 | 0.00 | 95 | 103.891
0.98 | 0.00 | 100 | 103.900
0.98 | 0.00 | 150 | 103.890
0.98 | 0.00 | 200 | 103.911
0.98 | 1.00 | 60 | 104.041
0.98 | 1.00 | 65 | 104.011
0.98 | 1.00 | 70 | 104.011
0.98 | 1.00 | 75 | 104.011
0.98 | 1.00 | 80 | 103.996
0.98 | 1.00 | 85 | 103.996
0.98 | 1.00 | 90 | 103.891
0.98 | 1.00 | 95 | 103.891
0.98 | 1.00 | 100 | 103.891
0.98 | 1.00 | 150 | 103.880
0.98 | 1.00 | 200 | 103.900
0.98 | 2.00 | 150 | 102.025
0.98 | 2.00 | 200 | 103.756
0.99 | 0.00 | 60 | 104.052
0.99 | 0.00 | 65 | 104.052
0.99 | 0.00 | 70 | 104.052
0.99 | 0.00 | 75 | 104.076
0.99 | 0.00 | 80 | 104.076
0.99 | 0.00 | 85 | 104.073
0.99 | 0.00 | 90 | 104.073
0.99 | 0.00 | 95 | 104.074
0.99 | 0.00 | 100 | 104.074
0.99 | 0.00 | 150 | 104.073
0.99 | 0.00 | 200 | 104.073
0.99 | 1.00 | 60 | 104.062
0.99 | 1.00 | 65 | 104.062
0.99 | 1.00 | 70 | 104.052
