down | strategy | ncall | sigma_tot
0.91 | 0.00 | 60 | 103.373
0.91 | 0.00 | 65 | 103.373
0.91 | 0.00 | 70 | 103.373
0.91 | 1.00 | 60 | 104.041
0.91 | 1.00 | 65 | 103.373
0.91 | 1.00 | 70 | 103.373
0.91 | 1.00 | 75 | 103.373
0.91 | 2.00 | 60 | 103.986
0.91 | 2.00 | 65 | 103.986
0.91 | 2.00 | 70 | 103.986
0.91 | 2.00 | 75 | 102.783
0.91 | 2.00 | 80 | 102.783
0.91 | 2.00 | 85 | 102.642
0.91 | 2.00 | 90 | 102.642
0.91 | 2.00 | 95 | 102.642
0.91 | 2.00 | 100 | 102.663
0.92 | 0.00 | 60 | 103.373
0.92 | 0.00 | 65 | 103.373
0.92 | 0.00 | 70 | 103.373
0.92 | 1.00 | 60 | 104.041
0.92 | 1.00 | 65 | 103.373
0.92 | 1.00 | 70 | 103.373
0.92 | 1.00 | 75 | 103.373
0.92 | 2.00 | 75 | 102.629
0.92 | 2.00 | 80 | 102.629
0.92 | 2.00 | 85 | 102.502
0.92 | 2.00 | 90 | 102.502
0.92 | 2.00 | 95 | 102.502
0.92 | 2.00 | 100 | 102.522
0.93 | 0.00 | 60 | 103.372
0.93 | 0.00 | 65 | 103.372
0.93 | 0.00 | 70 | 103.372
0.93 | 1.00 | 60 | 104.041
0.93 | 1.00 | 65 | 103.372
0.93 | 1.00 | 70 | 103.372
0.93 | 1.00 | 75 | 103.372
0.93 | 2.00 | 75 | 102.351
0.93 | 2.00 | 80 | 102.351
0.93 | 2.00 | 85 | 102.305
0.93 | 2.00 | 90 | 102.305
0.93 | 2.00 | 95 | 102.342
0.93 | 2.00 | 100 | 102.342
0.94 | 0.00 | 60 | 103.371
0.94 | 0.00 | 65 | 103.371
0.94 | 0.00 | 70 | 103.371
0.94 | 1.00 | 60 | 104.041
0.94 | 1.00 | 65 | 103.371
0.94 | 1.00 | 70 | 103.371
0.94 | 1.00 | 75 | 103.371
0.94 | 2.00 | 100 | 102.111
0.95 | 0.00 | 60 | 103.369
0.95 | 0.00 | 65 | 103.369
0.95 | 0.00 | 70 | 103.369
0.95 | 1.00 | 60 | 104.041
0.95 | 1.00 | 65 | 103.369
0.95 | 1.00 | 70 | 103.369
0.95 | 1.00 | 75 | 103.369
0.95 | 2.00 | 95 | 101.855
0.95 | 2.00 | 100 | 101.855
0.96 | 0.00 | 60 | 103.366
0.96 | 0.00 | 65 | 103.366
0.96 | 0.00 | 70 | 103.366
0.96 | 1.00 | 60 | 104.041
0.96 | 1.00 | 65 | 103.366
0.96 | 1.00 | 70 | 103.366
0.96 | 1.00 | 75 | 103.366
0.96 | 2.00 | 90 | 104.369
0.96 | 2.00 | 95 | 104.369
0.96 | 2.00 | 100 | 104.369
0.97 | 0.00 | 60 | 103.359
0.97 | 0.00 | 65 | 103.359
0.97 | 0.00 | 70 | 103.359
0.97 | 1.00 | 60 | 104.041
0.97 | 1.00 | 65 | 103.359
0.97 | 1.00 | 70 | 103.359
0.97 | 1.00 | 75 | 103.359
0.97 | 2.00 | 150 | 103.710
0.98 | 0.00 | 60 | 103.340
0.98 | 0.00 | 65 | 103.340
0.98 | 0.00 | 70 | 103.340
0.98 | 1.00 | 60 | 104.040
0.98 | 1.00 | 65 | 103.340
0.98 | 1.00 | 70 | 103.340
0.98 | 1.00 | 75 | 103.340
0.99 | 0.00 | 60 | 103.373
0.99 | 0.00 | 65 | 103.373
0.99 | 0.00 | 70 | 103.373
0.99 | 0.00 | 75 | 103.275
0.99 | 0.00 | 80 | 103.275
0.99 | 1.00 | 60 | 104.036
0.99 | 1.00 | 65 | 103.373
0.99 | 1.00 | 70 | 103.373
0.99 | 1.00 | 75 | 103.373
0.99 | 1.00 | 80 | 103.275
0.99 | 1.00 | 85 | 103.275
0.99 | 2.00 | 75 | 102.404
0.99 | 2.00 | 80 | 102.404
0.99 | 2.00 | 85 | 102.404
0.99 | 2.00 | 90 | 102.404
0.99 | 2.00 | 95 | 102.335
0.99 | 2.00 | 100 | 102.335
1.00 | 2.00 | 60 | 103.973
1.00 | 2.00 | 95 | 101.793
1.00 | 2.00 | 100 | 101.886
