down | strategy | ncall | sigma_tot
0.99 | 0.00 | 75 | 108.073
0.99 | 0.00 | 80 | 108.073
0.99 | 0.00 | 85 | 108.040
0.99 | 0.00 | 90 | 108.040
0.99 | 0.00 | 95 | 108.075
0.99 | 0.00 | 100 | 108.075
0.99 | 1.00 | 65 | 107.890
0.99 | 1.00 | 70 | 107.890
0.99 | 1.00 | 75 | 107.890
0.99 | 1.00 | 80 | 108.073
0.99 | 1.00 | 85 | 108.073
0.99 | 1.00 | 90 | 108.040
0.99 | 1.00 | 95 | 108.040
0.99 | 1.00 | 100 | 108.075
1.00 | 0.00 | 60 | 111.635
1.00 | 0.00 | 65 | 111.635
1.00 | 0.00 | 70 | 111.635
1.00 | 0.00 | 75 | 111.635
1.00 | 0.00 | 80 | 111.635
1.00 | 0.00 | 85 | 111.635
1.00 | 0.00 | 90 | 111.635
1.00 | 0.00 | 95 | 111.635
1.00 | 0.00 | 100 | 111.635
1.00 | 0.00 | 150 | 111.635
1.00 | 0.00 | 200 | 111.635
1.00 | 1.00 | 60 | 111.636
1.00 | 1.00 | 65 | 111.635
1.00 | 1.00 | 70 | 111.635
1.00 | 1.00 | 75 | 111.635
1.00 | 1.00 | 80 | 111.635
1.00 | 1.00 | 85 | 111.635
1.00 | 1.00 | 90 | 111.635
1.00 | 1.00 | 95 | 111.635
1.00 | 1.00 | 100 | 111.635
1.00 | 1.00 | 150 | 111.635
1.00 | 1.00 | 200 | 111.635
1.00 | 2.00 | 80 | 111.636
1.00 | 2.00 | 90 | 111.635
1.00 | 2.00 | 95 | 111.635
1.00 | 2.00 | 100 | 111.635
1.00 | 2.00 | 150 | 111.635
1.00 | 2.00 | 200 | 111.635
