down | strategy | ncall | sigma_tot
0.91 | 0.00 | 60 | 107.083
0.91 | 0.00 | 65 | 107.083
0.91 | 0.00 | 70 | 107.340
0.91 | 0.00 | 75 | 107.340
0.91 | 0.00 | 80 | 107.319
0.91 | 0.00 | 85 | 107.319
0.91 | 1.00 | 60 | 107.083
0.91 | 1.00 | 65 | 107.083
0.91 | 1.00 | 70 | 107.340
0.91 | 1.00 | 75 | 107.340
0.91 | 1.00 | 80 | 107.319
0.91 | 1.00 | 85 | 107.319
0.91 | 2.00 | 150 | 107.477
0.92 | 0.00 | 60 | 107.087
0.92 | 0.00 | 65 | 107.087
0.92 | 0.00 | 70 | 107.342
0.92 | 0.00 | 75 | 107.342
0.92 | 0.00 | 80 | 107.321
0.92 | 0.00 | 85 | 107.321
0.92 | 1.00 | 60 | 107.087
0.92 | 1.00 | 65 | 107.087
0.92 | 1.00 | 70 | 107.342
0.92 | 1.00 | 75 | 107.342
0.92 | 1.00 | 80 | 107.321
0.92 | 1.00 | 85 | 107.321
0.93 | 0.00 | 60 | 107.092
0.93 | 0.00 | 65 | 107.092
0.93 | 0.00 | 70 | 107.344
0.93 | 0.00 | 75 | 107.344
0.93 | 0.00 | 80 | 107.323
0.93 | 0.00 | 85 | 107.323
0.93 | 1.00 | 60 | 107.092
0.93 | 1.00 | 65 | 107.092
0.93 | 1.00 | 70 | 107.344
0.93 | 1.00 | 75 | 107.344
0.93 | 1.00 | 80 | 107.323
0.93 | 1.00 | 85 | 107.323
0.93 | 2.00 | 150 | 106.987
0.93 | 2.00 | 200 | 108.860
0.94 | 0.00 | 60 | 107.099
0.94 | 0.00 | 65 | 107.099
0.94 | 0.00 | 70 | 107.347
0.94 | 0.00 | 75 | 107.347
0.94 | 0.00 | 80 | 107.326
0.94 | 0.00 | 85 | 107.326
0.94 | 1.00 | 60 | 107.099
0.94 | 1.00 | 65 | 107.099
0.94 | 1.00 | 70 | 107.347
0.94 | 1.00 | 75 | 107.347
0.94 | 1.00 | 80 | 107.326
0.94 | 1.00 | 85 | 107.326
0.95 | 0.00 | 60 | 107.112
0.95 | 0.00 | 65 | 107.112
0.95 | 0.00 | 70 | 107.352
0.95 | 0.00 | 75 | 107.352
0.95 | 0.00 | 80 | 107.331
0.95 | 0.00 | 85 | 107.331
0.95 | 1.00 | 60 | 107.112
0.95 | 1.00 | 65 | 107.112
0.95 | 1.00 | 70 | 107.352
0.95 | 1.00 | 75 | 107.352
0.95 | 1.00 | 80 | 107.331
0.95 | 1.00 | 85 | 107.331
0.96 | 0.00 | 60 | 107.136
0.96 | 0.00 | 65 | 107.136
0.96 | 0.00 | 70 | 107.361
0.96 | 0.00 | 75 | 107.361
0.96 | 0.00 | 80 | 107.341
0.96 | 0.00 | 85 | 107.341
0.96 | 1.00 | 60 | 107.136
0.96 | 1.00 | 65 | 107.136
0.96 | 1.00 | 70 | 107.361
0.96 | 1.00 | 75 | 107.361
0.96 | 1.00 | 80 | 107.341
0.96 | 1.00 | 85 | 107.341
0.97 | 0.00 | 60 | 107.189
0.97 | 0.00 | 65 | 107.189
0.97 | 0.00 | 70 | 107.382
0.97 | 0.00 | 75 | 107.382
0.97 | 0.00 | 80 | 107.361
0.97 | 0.00 | 85 | 107.361
0.97 | 1.00 | 60 | 107.189
0.97 | 1.00 | 65 | 107.189
0.97 | 1.00 | 70 | 107.382
0.97 | 1.00 | 75 | 107.382
0.97 | 1.00 | 80 | 107.361
0.97 | 1.00 | 85 | 107.361
0.98 | 0.00 | 60 | 107.347
0.98 | 0.00 | 65 | 107.347
0.98 | 0.00 | 70 | 107.430
0.98 | 0.00 | 75 | 107.430
0.98 | 0.00 | 80 | 107.611
0.98 | 0.00 | 85 | 107.611
0.98 | 1.00 | 60 | 107.347
0.98 | 1.00 | 65 | 107.347
0.98 | 1.00 | 70 | 107.430
0.98 | 1.00 | 75 | 107.430
0.98 | 1.00 | 80 | 107.611
0.98 | 1.00 | 85 | 107.611
0.98 | 1.00 | 90 | 107.611
0.98 | 2.00 | 200 | 106.575
0.99 | 0.00 | 60 | 107.890
0.99 | 0.00 | 65 | 107.890
0.99 | 0.00 | 70 | 107.890
