down | strategy | tol | ncall | sigma_tot
0.97 | 2.00 | 5.0 | 500 | 109.614
0.97 | 2.00 | 5.0 | 800 | 109.488
0.98 | 0.00 | 5.0 | 300 | 109.560
0.98 | 0.00 | 1.0 | 300 | 109.560
0.98 | 0.00 | 5.0 | 400 | 109.560
0.98 | 0.00 | 1.0 | 400 | 109.560
0.98 | 0.00 | 5.0 | 500 | 109.560
0.98 | 0.00 | 1.0 | 500 | 109.560
0.98 | 0.00 | 5.0 | 600 | 109.560
0.98 | 0.00 | 1.0 | 600 | 109.560
0.98 | 0.00 | 5.0 | 700 | 109.560
0.98 | 0.00 | 1.0 | 700 | 109.560
0.98 | 0.00 | 5.0 | 800 | 109.560
0.98 | 0.00 | 1.0 | 800 | 109.560
0.98 | 2.00 | 5.0 | 300 | 109.563
0.98 | 2.00 | 1.0 | 300 | 109.563
0.98 | 2.00 | 5.0 | 400 | 109.563
0.98 | 2.00 | 1.0 | 400 | 109.563
0.98 | 2.00 | 5.0 | 500 | 109.563
0.98 | 2.00 | 1.0 | 500 | 109.563
0.98 | 2.00 | 5.0 | 600 | 109.563
0.98 | 2.00 | 1.0 | 600 | 109.563
0.98 | 2.00 | 5.0 | 700 | 109.563
0.98 | 2.00 | 1.0 | 700 | 109.563
0.98 | 2.00 | 5.0 | 800 | 109.563
0.98 | 2.00 | 1.0 | 800 | 109.563
