down | strategy | tol | ncall | sigma_tot
0.95 | 0.00 | 0.1 | 600 | 107.700
0.95 | 0.00 | 0.01 | 600 | 107.701
0.95 | 0.00 | 0.1 | 700 | 107.701
0.95 | 0.00 | 0.01 | 700 | 107.701
0.95 | 0.00 | 0.1 | 800 | 107.701
0.95 | 0.00 | 0.01 | 800 | 107.701
0.95 | 2.00 | 5.0 | 400 | 107.699
0.95 | 2.00 | 5.0 | 500 | 107.699
0.95 | 2.00 | 1.0 | 500 | 107.701
0.95 | 2.00 | 0.1 | 500 | 107.701
0.95 | 2.00 | 0.01 | 500 | 107.702
0.95 | 2.00 | 5.0 | 600 | 107.698
0.95 | 2.00 | 1.0 | 600 | 107.699
0.95 | 2.00 | 0.1 | 600 | 107.702
0.95 | 2.00 | 0.01 | 600 | 107.701
0.95 | 2.00 | 5.0 | 700 | 107.700
0.95 | 2.00 | 1.0 | 700 | 107.703
0.95 | 2.00 | 0.1 | 700 | 107.700
0.95 | 2.00 | 0.01 | 700 | 107.701
0.95 | 2.00 | 5.0 | 800 | 107.700
0.95 | 2.00 | 1.0 | 800 | 107.703
0.95 | 2.00 | 0.1 | 800 | 107.702
0.95 | 2.00 | 0.01 | 800 | 107.701
0.96 | 0.00 | 1.0 | 600 | 107.362
0.96 | 0.00 | 0.1 | 600 | 107.363
0.96 | 0.00 | 0.01 | 600 | 107.362
0.96 | 0.00 | 1.0 | 700 | 107.365
0.96 | 0.00 | 0.1 | 700 | 107.361
0.96 | 0.00 | 0.01 | 700 | 107.362
0.96 | 0.00 | 1.0 | 800 | 107.365
0.96 | 0.00 | 0.1 | 800 | 107.361
0.96 | 0.00 | 0.01 | 800 | 107.362
0.96 | 2.00 | 5.0 | 500 | 107.356
0.96 | 2.00 | 5.0 | 600 | 107.362
0.96 | 2.00 | 1.0 | 600 | 107.364
0.96 | 2.00 | 0.1 | 600 | 107.364
0.96 | 2.00 | 5.0 | 700 | 107.363
0.96 | 2.00 | 1.0 | 700 | 107.362
0.96 | 2.00 | 0.1 | 700 | 107.362
0.96 | 2.00 | 0.01 | 700 | 107.362
0.96 | 2.00 | 5.0 | 800 | 107.367
0.96 | 2.00 | 1.0 | 800 | 107.362
0.96 | 2.00 | 0.1 | 800 | 107.362
0.96 | 2.00 | 0.01 | 800 | 107.362
0.97 | 0.00 | 0.1 | 500 | 107.025
0.97 | 0.00 | 0.01 | 500 | 107.025
0.97 | 0.00 | 5.0 | 600 | 107.023
0.97 | 0.00 | 1.0 | 600 | 107.025
0.97 | 0.00 | 0.1 | 600 | 107.026
0.97 | 0.00 | 0.01 | 600 | 107.025
0.97 | 0.00 | 5.0 | 700 | 107.023
0.97 | 0.00 | 1.0 | 700 | 107.024
0.97 | 0.00 | 0.1 | 700 | 107.025
0.97 | 0.00 | 0.01 | 700 | 107.025
0.97 | 0.00 | 5.0 | 800 | 107.023
0.97 | 0.00 | 1.0 | 800 | 107.024
0.97 | 0.00 | 0.1 | 800 | 107.025
0.97 | 0.00 | 0.01 | 800 | 107.025
0.97 | 2.00 | 5.0 | 500 | 107.031
0.97 | 2.00 | 1.0 | 500 | 107.027
0.97 | 2.00 | 5.0 | 600 | 107.027
0.97 | 2.00 | 1.0 | 600 | 107.026
0.97 | 2.00 | 5.0 | 700 | 107.029
0.97 | 2.00 | 1.0 | 700 | 107.025
0.97 | 2.00 | 0.1 | 700 | 107.026
0.97 | 2.00 | 0.01 | 700 | 107.025
0.97 | 2.00 | 5.0 | 800 | 107.025
0.97 | 2.00 | 1.0 | 800 | 107.026
0.97 | 2.00 | 0.1 | 800 | 107.025
0.97 | 2.00 | 0.01 | 800 | 107.025
0.98 | 0.00 | 0.01 | 300 | 106.691
0.98 | 0.00 | 0.01 | 400 | 106.691
0.98 | 0.00 | 0.1 | 500 | 106.691
0.98 | 0.00 | 0.01 | 500 | 106.691
0.98 | 0.00 | 0.1 | 600 | 106.691
0.98 | 0.00 | 0.01 | 600 | 106.691
0.98 | 0.00 | 0.1 | 700 | 106.691
0.98 | 0.00 | 0.01 | 700 | 106.691
0.98 | 0.00 | 0.1 | 800 | 106.691
0.98 | 0.00 | 0.01 | 800 | 106.691
0.98 | 2.00 | 5.0 | 300 | 106.694
0.98 | 2.00 | 1.0 | 300 | 106.693
0.98 | 2.00 | 5.0 | 400 | 106.693
0.98 | 2.00 | 1.0 | 400 | 106.691
0.98 | 2.00 | 0.1 | 400 | 106.690
0.98 | 2.00 | 0.01 | 400 | 106.691
0.98 | 2.00 | 5.0 | 500 | 106.693
0.98 | 2.00 | 1.0 | 500 | 106.691
0.98 | 2.00 | 0.1 | 500 | 106.690
0.98 | 2.00 | 0.01 | 500 | 106.691
0.98 | 2.00 | 5.0 | 600 | 106.693
0.98 | 2.00 | 1.0 | 600 | 106.691
0.98 | 2.00 | 0.1 | 600 | 106.690
0.98 | 2.00 | 0.01 | 600 | 106.691
0.98 | 2.00 | 5.0 | 700 | 106.693
0.98 | 2.00 | 1.0 | 700 | 106.691
0.98 | 2.00 | 0.1 | 700 | 106.690
0.98 | 2.00 | 0.01 | 700 | 106.691
0.98 | 2.00 | 5.0 | 800 | 106.693
0.98 | 2.00 | 1.0 | 800 | 106.691
0.98 | 2.00 | 0.1 | 800 | 106.690
0.98 | 2.00 | 0.01 | 800 | 106.691
