down | strategy | tol | ncall | sigma_tot
0.98 | 0.00 | 5.0 | 300 | 109.673
0.98 | 0.00 | 1.0 | 300 | 109.673
0.98 | 0.00 | 0.1 | 300 | 109.673
0.98 | 0.00 | 5.0 | 400 | 109.673
0.98 | 0.00 | 1.0 | 400 | 109.673
0.98 | 0.00 | 0.1 | 400 | 109.673
0.98 | 0.00 | 5.0 | 500 | 109.673
0.98 | 0.00 | 1.0 | 500 | 109.673
0.98 | 0.00 | 0.1 | 500 | 109.673
0.98 | 0.00 | 5.0 | 600 | 109.673
0.98 | 0.00 | 1.0 | 600 | 109.673
0.98 | 0.00 | 0.1 | 600 | 109.673
0.98 | 0.00 | 5.0 | 700 | 109.673
0.98 | 0.00 | 1.0 | 700 | 109.673
0.98 | 0.00 | 0.1 | 700 | 109.673
0.98 | 0.00 | 5.0 | 800 | 109.673
0.98 | 0.00 | 1.0 | 800 | 109.673
0.98 | 0.00 | 0.1 | 800 | 109.673
0.98 | 2.00 | 5.0 | 300 | 109.655
0.98 | 2.00 | 1.0 | 300 | 109.671
0.98 | 2.00 | 5.0 | 400 | 109.655
0.98 | 2.00 | 1.0 | 400 | 109.671
0.98 | 2.00 | 5.0 | 500 | 109.655
0.98 | 2.00 | 1.0 | 500 | 109.671
0.98 | 2.00 | 5.0 | 600 | 109.655
0.98 | 2.00 | 1.0 | 600 | 109.671
0.98 | 2.00 | 5.0 | 700 | 109.655
0.98 | 2.00 | 1.0 | 700 | 109.671
0.98 | 2.00 | 5.0 | 800 | 109.655
0.98 | 2.00 | 1.0 | 800 | 109.671
