down | strategy | ncall | sigma_tot
0.91 | 0.00 | 70 | 109.956
0.91 | 0.00 | 80 | 109.346
0.91 | 0.00 | 90 | 109.346
0.91 | 0.00 | 100 | 108.916
0.91 | 0.00 | 150 | 108.607
0.91 | 0.00 | 200 | 108.496
0.91 | 0.00 | 250 | 108.418
0.91 | 1.00 | 70 | 109.956
0.91 | 1.00 | 80 | 109.346
0.91 | 1.00 | 90 | 109.346
0.91 | 1.00 | 100 | 108.916
0.91 | 1.00 | 150 | 108.607
0.91 | 1.00 | 200 | 108.496
0.91 | 1.00 | 250 | 108.418
0.91 | 2.00 | 200 | 109.571
0.91 | 2.00 | 250 | 108.834
0.92 | 0.00 | 70 | 109.956
0.92 | 0.00 | 80 | 109.394
0.92 | 0.00 | 90 | 109.394
0.92 | 0.00 | 100 | 109.045
0.92 | 0.00 | 150 | 108.624
0.92 | 0.00 | 200 | 108.533
0.92 | 0.00 | 250 | 108.301
0.92 | 1.00 | 70 | 109.956
0.92 | 1.00 | 80 | 109.394
0.92 | 1.00 | 90 | 109.394
0.92 | 1.00 | 100 | 109.045
0.92 | 1.00 | 150 | 108.624
0.92 | 1.00 | 200 | 108.533
0.92 | 1.00 | 250 | 108.301
0.92 | 2.00 | 150 | 110.361
0.92 | 2.00 | 200 | 108.774
0.92 | 2.00 | 250 | 108.607
0.93 | 0.00 | 70 | 109.956
0.93 | 0.00 | 80 | 109.451
0.93 | 0.00 | 90 | 109.451
0.93 | 0.00 | 100 | 109.175
0.93 | 0.00 | 150 | 108.737
0.93 | 0.00 | 200 | 108.598
0.93 | 0.00 | 250 | 108.544
0.93 | 1.00 | 70 | 109.956
0.93 | 1.00 | 80 | 109.451
0.93 | 1.00 | 90 | 109.451
0.93 | 1.00 | 100 | 109.175
0.93 | 1.00 | 150 | 108.737
0.93 | 1.00 | 200 | 108.598
0.93 | 1.00 | 250 | 108.544
0.93 | 2.00 | 150 | 109.024
0.93 | 2.00 | 200 | 108.718
0.93 | 2.00 | 250 | 108.442
0.94 | 0.00 | 70 | 109.956
0.94 | 0.00 | 80 | 109.459
0.94 | 0.00 | 90 | 109.459
0.94 | 0.00 | 100 | 109.188
0.94 | 0.00 | 150 | 108.833
0.94 | 0.00 | 200 | 108.622
0.94 | 0.00 | 250 | 108.584
0.94 | 1.00 | 70 | 109.956
0.94 | 1.00 | 80 | 109.459
0.94 | 1.00 | 90 | 109.459
0.94 | 1.00 | 100 | 109.188
0.94 | 1.00 | 150 | 108.833
0.94 | 1.00 | 200 | 108.622
0.94 | 1.00 | 250 | 108.584
0.94 | 2.00 | 100 | 109.585
0.94 | 2.00 | 150 | 109.031
0.94 | 2.00 | 200 | 108.740
0.94 | 2.00 | 250 | 108.604
0.95 | 0.00 | 70 | 109.956
0.95 | 0.00 | 80 | 109.503
0.95 | 0.00 | 90 | 109.503
