down | strategy | ncall | sigma_tot
0.95 | 0.00 | 100 | 109.272
0.95 | 0.00 | 150 | 108.903
0.95 | 0.00 | 200 | 108.745
0.95 | 0.00 | 250 | 108.672
0.95 | 1.00 | 70 | 109.956
0.95 | 1.00 | 80 | 109.503
0.95 | 1.00 | 90 | 109.503
0.95 | 1.00 | 100 | 109.272
0.95 | 1.00 | 150 | 108.903
0.95 | 1.00 | 200 | 108.745
0.95 | 1.00 | 250 | 108.672
0.95 | 2.00 | 100 | 110.288
0.95 | 2.00 | 150 | 109.231
0.95 | 2.00 | 200 | 108.917
0.95 | 2.00 | 250 | 108.756
0.96 | 0.00 | 70 | 109.957
0.96 | 0.00 | 80 | 109.592
0.96 | 0.00 | 90 | 109.592
0.96 | 0.00 | 100 | 109.393
0.96 | 0.00 | 150 | 109.058
0.96 | 0.00 | 200 | 108.915
0.96 | 0.00 | 250 | 108.856
0.96 | 1.00 | 70 | 109.957
0.96 | 1.00 | 80 | 109.592
0.96 | 1.00 | 90 | 109.592
0.96 | 1.00 | 100 | 109.393
0.96 | 1.00 | 150 | 109.058
0.96 | 1.00 | 200 | 108.915
0.96 | 1.00 | 250 | 108.856
0.96 | 2.00 | 80 | 110.414
0.96 | 2.00 | 90 | 110.414
0.96 | 2.00 | 100 | 110.454
0.96 | 2.00 | 150 | 109.254
0.96 | 2.00 | 200 | 108.993
0.96 | 2.00 | 250 | 108.920
0.97 | 0.00 | 70 | 109.959
0.97 | 0.00 | 80 | 109.637
0.97 | 0.00 | 90 | 109.637
0.97 | 0.00 | 100 | 109.482
0.97 | 0.00 | 150 | 109.216
0.97 | 0.00 | 200 | 109.115
0.97 | 0.00 | 250 | 109.099
0.97 | 1.00 | 70 | 109.959
0.97 | 1.00 | 80 | 109.637
0.97 | 1.00 | 90 | 109.637
0.97 | 1.00 | 100 | 109.482
0.97 | 1.00 | 150 | 109.216
0.97 | 1.00 | 200 | 109.115
0.97 | 1.00 | 250 | 109.099
0.97 | 2.00 | 80 | 110.161
0.97 | 2.00 | 90 | 110.161
0.97 | 2.00 | 100 | 110.365
0.97 | 2.00 | 150 | 109.388
0.97 | 2.00 | 200 | 109.076
0.97 | 2.00 | 250 | 109.036
0.98 | 0.00 | 70 | 109.963
0.98 | 0.00 | 80 | 109.607
0.98 | 0.00 | 90 | 109.607
0.98 | 0.00 | 100 | 109.591
0.98 | 0.00 | 150 | 109.400
0.98 | 0.00 | 200 | 109.351
0.98 | 0.00 | 250 | 109.352
0.98 | 1.00 | 70 | 109.963
0.98 | 1.00 | 80 | 109.607
0.98 | 1.00 | 90 | 109.607
0.98 | 1.00 | 100 | 109.591
0.98 | 1.00 | 150 | 109.400
0.98 | 1.00 | 200 | 109.351
0.98 | 1.00 | 250 | 109.352
0.98 | 2.00 | 80 | 110.009
0.98 | 2.00 | 90 | 110.009
0.98 | 2.00 | 100 | 110.248
0.98 | 2.00 | 150 | 109.552
0.98 | 2.00 | 200 | 109.240
0.98 | 2.00 | 250 | 109.200
0.99 | 0.00 | 70 | 110.008
0.99 | 0.00 | 80 | 109.875
0.99 | 0.00 | 90 | 109.875
0.99 | 0.00 | 100 | 109.658
0.99 | 0.00 | 150 | 109.622
0.99 | 0.00 | 200 | 109.609
0.99 | 0.00 | 250 | 109.609
0.99 | 1.00 | 70 | 110.005
0.99 | 1.00 | 80 | 110.008
0.99 | 1.00 | 90 | 109.875
0.99 | 1.00 | 100 | 109.658
0.99 | 1.00 | 150 | 109.622
0.99 | 1.00 | 200 | 109.609
0.99 | 1.00 | 250 | 109.580
0.99 | 2.00 | 80 | 109.827
0.99 | 2.00 | 90 | 109.827
0.99 | 2.00 | 100 | 109.969
0.99 | 2.00 | 150 | 109.643
0.99 | 2.00 | 200 | 109.565
0.99 | 2.00 | 250 | 109.509
