down | strategy | ncall | sigma_tot
0.91 | 0.00 | 70 | 109.955
0.91 | 0.00 | 80 | 109.299
0.91 | 0.00 | 90 | 109.299
0.91 | 0.00 | 100 | 108.791
0.91 | 0.00 | 150 | 108.596
0.91 | 0.00 | 200 | 108.628
0.91 | 1.00 | 70 | 109.955
0.91 | 1.00 | 80 | 109.299
0.91 | 1.00 | 90 | 109.299
0.91 | 1.00 | 100 | 108.791
0.91 | 1.00 | 150 | 108.596
0.91 | 1.00 | 200 | 108.628
0.91 | 2.00 | 150 | 111.087
0.91 | 2.00 | 200 | 109.365
0.92 | 0.00 | 70 | 109.956
0.92 | 0.00 | 80 | 109.341
0.92 | 0.00 | 90 | 109.341
0.92 | 0.00 | 100 | 108.949
0.92 | 0.00 | 150 | 108.606
0.92 | 0.00 | 200 | 108.504
0.92 | 0.00 | 250 | 108.998
0.92 | 1.00 | 70 | 109.956
0.92 | 1.00 | 80 | 109.341
0.92 | 1.00 | 90 | 109.341
0.92 | 1.00 | 100 | 108.949
0.92 | 1.00 | 150 | 108.606
0.92 | 1.00 | 200 | 108.504
0.92 | 1.00 | 250 | 108.998
0.92 | 2.00 | 150 | 110.465
0.92 | 2.00 | 200 | 108.973
0.92 | 2.00 | 250 | 108.591
0.93 | 0.00 | 70 | 109.956
0.93 | 0.00 | 80 | 109.395
0.93 | 0.00 | 90 | 109.395
0.93 | 0.00 | 100 | 109.104
0.93 | 0.00 | 150 | 108.690
0.93 | 0.00 | 200 | 108.584
0.93 | 0.00 | 250 | 108.881
0.93 | 1.00 | 70 | 109.956
0.93 | 1.00 | 80 | 109.395
0.93 | 1.00 | 90 | 109.395
0.93 | 1.00 | 100 | 109.104
0.93 | 1.00 | 150 | 108.690
0.93 | 1.00 | 200 | 108.584
0.93 | 1.00 | 250 | 108.881
0.93 | 2.00 | 150 | 109.023
0.93 | 2.00 | 200 | 108.667
0.93 | 2.00 | 250 | 108.423
0.94 | 0.00 | 70 | 109.956
0.94 | 0.00 | 80 | 109.462
0.94 | 0.00 | 90 | 109.462
0.94 | 0.00 | 100 | 109.224
0.94 | 0.00 | 150 | 108.816
0.94 | 0.00 | 200 | 108.651
0.94 | 0.00 | 250 | 108.591
0.94 | 1.00 | 70 | 109.956
0.94 | 1.00 | 80 | 109.462
0.94 | 1.00 | 90 | 109.462
0.94 | 1.00 | 100 | 109.224
0.94 | 1.00 | 150 | 108.816
0.94 | 1.00 | 200 | 108.651
0.94 | 1.00 | 250 | 108.591
0.94 | 2.00 | 100 | 109.611
0.94 | 2.00 | 150 | 109.158
0.94 | 2.00 | 200 | 108.777
0.94 | 2.00 | 250 | 108.601
0.95 | 0.00 | 70 | 109.956
0.95 | 0.00 | 80 | 109.484
0.95 | 0.00 | 90 | 109.484
0.95 | 0.00 | 100 | 109.299
0.95 | 0.00 | 150 | 108.971
0.95 | 0.00 | 200 | 108.787
0.95 | 0.00 | 250 | 108.711
0.95 | 1.00 | 70 | 109.956
0.95 | 1.00 | 80 | 109.484
0.95 | 1.00 | 90 | 109.484
0.95 | 1.00 | 100 | 109.299
0.95 | 1.00 | 150 | 108.971
0.95 | 1.00 | 200 | 108.787
0.95 | 1.00 | 250 | 108.711
0.95 | 2.00 | 100 | 110.292
0.95 | 2.00 | 150 | 109.094
0.95 | 2.00 | 200 | 108.967
0.95 | 2.00 | 250 | 108.736
0.96 | 0.00 | 70 | 109.957
0.96 | 0.00 | 80 | 109.517
0.96 | 0.00 | 90 | 109.517
0.96 | 0.00 | 100 | 109.358
0.96 | 0.00 | 150 | 109.042
0.96 | 0.00 | 200 | 108.911
0.96 | 0.00 | 250 | 108.849
0.96 | 1.00 | 70 | 109.957
0.96 | 1.00 | 80 | 109.517
0.96 | 1.00 | 90 | 109.517
0.96 | 1.00 | 100 | 109.358
0.96 | 1.00 | 150 | 109.042
0.96 | 1.00 | 200 | 108.911
0.96 | 1.00 | 250 | 108.849
0.96 | 2.00 | 80 | 110.422
0.96 | 2.00 | 90 | 110.422
0.96 | 2.00 | 100 | 110.450
0.96 | 2.00 | 150 | 109.239
0.96 | 2.00 | 200 | 109.054
0.96 | 2.00 | 250 | 108.930
0.97 | 0.00 | 70 | 109.958
0.97 | 0.00 | 80 | 109.587
0.97 | 0.00 | 90 | 109.587
0.97 | 0.00 | 100 | 109.470
