down | strategy | ncall | sigma_tot
0.97 | 0.00 | 150 | 109.258
0.97 | 0.00 | 200 | 109.140
0.97 | 0.00 | 250 | 109.111
0.97 | 1.00 | 70 | 109.958
0.97 | 1.00 | 80 | 109.587
0.97 | 1.00 | 90 | 109.587
0.97 | 1.00 | 100 | 109.470
0.97 | 1.00 | 150 | 109.258
0.97 | 1.00 | 200 | 109.140
0.97 | 1.00 | 250 | 109.111
0.97 | 2.00 | 80 | 110.171
0.97 | 2.00 | 90 | 110.171
0.97 | 2.00 | 100 | 110.368
0.97 | 2.00 | 150 | 109.375
0.97 | 2.00 | 200 | 109.191
0.97 | 2.00 | 250 | 109.077
0.98 | 0.00 | 70 | 109.963
0.98 | 0.00 | 80 | 109.659
0.98 | 0.00 | 90 | 109.659
0.98 | 0.00 | 100 | 109.587
0.98 | 0.00 | 150 | 109.393
0.98 | 0.00 | 200 | 109.357
0.98 | 0.00 | 250 | 109.352
0.98 | 1.00 | 70 | 109.963
0.98 | 1.00 | 80 | 109.659
0.98 | 1.00 | 90 | 109.659
0.98 | 1.00 | 100 | 109.587
0.98 | 1.00 | 150 | 109.393
0.98 | 1.00 | 200 | 109.357
0.98 | 1.00 | 250 | 109.352
0.98 | 2.00 | 80 | 110.020
0.98 | 2.00 | 90 | 110.020
0.98 | 2.00 | 100 | 110.249
0.98 | 2.00 | 150 | 109.459
0.98 | 2.00 | 200 | 109.383
0.98 | 2.00 | 250 | 109.393
0.99 | 0.00 | 70 | 109.999
0.99 | 0.00 | 80 | 109.986
0.99 | 0.00 | 90 | 109.632
0.99 | 0.00 | 100 | 109.632
0.99 | 0.00 | 150 | 109.613
0.99 | 0.00 | 200 | 109.612
0.99 | 0.00 | 250 | 109.611
0.99 | 1.00 | 70 | 109.999
0.99 | 1.00 | 80 | 109.986
0.99 | 1.00 | 90 | 109.632
0.99 | 1.00 | 100 | 109.632
0.99 | 1.00 | 150 | 109.613
0.99 | 1.00 | 200 | 109.612
0.99 | 1.00 | 250 | 109.510
0.99 | 2.00 | 80 | 109.800
0.99 | 2.00 | 90 | 110.070
0.99 | 2.00 | 100 | 110.043
0.99 | 2.00 | 150 | 109.517
0.99 | 2.00 | 200 | 109.527
0.99 | 2.00 | 250 | 109.510
1.00 | 0.00 | 70 | 109.873
1.00 | 0.00 | 80 | 109.860
1.00 | 0.00 | 90 | 109.682
1.00 | 0.00 | 100 | 109.644
1.00 | 0.00 | 150 | 109.627
1.00 | 0.00 | 200 | 109.627
1.00 | 0.00 | 250 | 109.627
1.00 | 1.00 | 70 | 109.873
1.00 | 1.00 | 80 | 109.860
1.00 | 1.00 | 90 | 109.682
1.00 | 1.00 | 100 | 109.644
1.00 | 1.00 | 150 | 109.627
1.00 | 1.00 | 200 | 109.627
1.00 | 1.00 | 250 | 109.627
1.00 | 2.00 | 70 | 110.261
1.00 | 2.00 | 80 | 109.952
1.00 | 2.00 | 90 | 109.778
1.00 | 2.00 | 100 | 109.649
1.00 | 2.00 | 150 | 109.628
1.00 | 2.00 | 200 | 109.628
1.00 | 2.00 | 250 | 109.628
