down | strategy | ncall | sigma_tot
0.91 | 0.00 | 70 | 109.955
0.91 | 0.00 | 80 | 109.180
0.91 | 0.00 | 90 | 109.180
0.91 | 0.00 | 100 | 108.578
0.91 | 0.00 | 150 | 108.435
0.91 | 1.00 | 70 | 109.955
0.91 | 1.00 | 80 | 109.180
0.91 | 1.00 | 90 | 109.180
0.91 | 1.00 | 100 | 108.578
0.91 | 1.00 | 150 | 108.435
0.91 | 2.00 | 90 | 108.592
0.91 | 2.00 | 150 | 107.299
0.91 | 2.00 | 200 | 108.682
0.92 | 0.00 | 70 | 109.955
0.92 | 0.00 | 80 | 109.180
0.92 | 0.00 | 90 | 109.180
0.92 | 0.00 | 100 | 108.578
0.92 | 0.00 | 150 | 108.435
0.92 | 1.00 | 70 | 109.955
0.92 | 1.00 | 80 | 109.180
0.92 | 1.00 | 90 | 109.180
0.92 | 1.00 | 100 | 108.578
0.92 | 1.00 | 150 | 108.435
0.92 | 2.00 | 90 | 108.592
0.92 | 2.00 | 150 | 107.299
0.92 | 2.00 | 200 | 108.682
0.93 | 0.00 | 70 | 109.955
0.93 | 0.00 | 80 | 109.180
0.93 | 0.00 | 90 | 109.180
0.93 | 0.00 | 100 | 108.578
0.93 | 0.00 | 150 | 108.435
0.93 | 1.00 | 70 | 109.955
0.93 | 1.00 | 80 | 109.180
0.93 | 1.00 | 90 | 109.180
0.93 | 1.00 | 100 | 108.578
0.93 | 1.00 | 150 | 108.435
0.93 | 2.00 | 90 | 108.592
0.93 | 2.00 | 150 | 107.299
0.93 | 2.00 | 200 | 108.682
0.94 | 0.00 | 70 | 109.955
0.94 | 0.00 | 80 | 109.180
0.94 | 0.00 | 90 | 109.180
0.94 | 0.00 | 100 | 108.578
0.94 | 0.00 | 150 | 108.435
0.94 | 1.00 | 70 | 109.955
0.94 | 1.00 | 80 | 109.180
0.94 | 1.00 | 90 | 109.180
0.94 | 1.00 | 100 | 108.578
0.94 | 1.00 | 150 | 108.435
0.94 | 2.00 | 90 | 108.592
0.94 | 2.00 | 150 | 107.299
0.94 | 2.00 | 200 | 108.682
0.95 | 0.00 | 70 | 109.955
0.95 | 0.00 | 80 | 109.180
0.95 | 0.00 | 90 | 109.180
0.95 | 0.00 | 100 | 108.578
0.95 | 0.00 | 150 | 108.435
0.95 | 1.00 | 70 | 109.955
0.95 | 1.00 | 80 | 109.180
0.95 | 1.00 | 90 | 109.180
0.95 | 1.00 | 100 | 108.578
0.95 | 1.00 | 150 | 108.435
0.95 | 2.00 | 90 | 108.592
0.95 | 2.00 | 150 | 107.299
0.95 | 2.00 | 200 | 108.682
0.96 | 0.00 | 70 | 109.955
0.96 | 0.00 | 80 | 109.180
0.96 | 0.00 | 90 | 109.180
0.96 | 0.00 | 100 | 108.578
0.96 | 0.00 | 150 | 108.435
0.96 | 1.00 | 70 | 109.955
0.96 | 1.00 | 80 | 109.180
0.96 | 1.00 | 90 | 109.180
0.96 | 1.00 | 100 | 108.578
0.96 | 1.00 | 150 | 108.435
0.96 | 2.00 | 90 | 108.592
0.96 | 2.00 | 150 | 107.299
0.96 | 2.00 | 200 | 108.682
0.97 | 0.00 | 70 | 109.955
0.97 | 0.00 | 80 | 109.180
0.97 | 0.00 | 90 | 109.180
0.97 | 0.00 | 100 | 108.578
0.97 | 0.00 | 150 | 108.435
0.97 | 1.00 | 70 | 109.955
0.97 | 1.00 | 80 | 109.180
0.97 | 1.00 | 90 | 109.180
0.97 | 1.00 | 100 | 108.578
0.97 | 1.00 | 150 | 108.435
0.97 | 2.00 | 90 | 108.592
0.97 | 2.00 | 150 | 107.299
0.97 | 2.00 | 200 | 108.682
0.98 | 0.00 | 70 | 109.955
0.98 | 0.00 | 80 | 109.180
0.98 | 0.00 | 90 | 109.180
0.98 | 0.00 | 100 | 108.578
0.98 | 0.00 | 150 | 108.435
0.98 | 1.00 | 70 | 109.955
0.98 | 1.00 | 80 | 109.180
0.98 | 1.00 | 90 | 109.180
0.98 | 1.00 | 100 | 108.578
0.98 | 1.00 | 150 | 108.435
0.98 | 2.00 | 90 | 108.592
0.98 | 2.00 | 150 | 107.299
0.98 | 2.00 | 200 | 108.682
0.99 | 0.00 | 70 | 109.955
0.99 | 0.00 | 80 | 109.180
0.99 | 0.00 | 90 | 109.180
0.99 | 0.00 | 100 | 108.578
0.99 | 0.00 | 150 | 108.435
0.99 | 1.00 | 70 | 109.955
0.99 | 1.00 | 80 | 109.180
0.99 | 1.00 | 90 | 109.180
0.99 | 1.00 | 100 | 108.578
0.99 | 1.00 | 150 | 108.435
0.99 | 2.00 | 90 | 108.592
0.99 | 2.00 | 150 | 107.299
0.99 | 2.00 | 200 | 108.682
1.00 | 0.00 | 70 | 109.955
1.00 | 0.00 | 80 | 109.180
1.00 | 0.00 | 90 | 109.180
1.00 | 0.00 | 100 | 108.578
1.00 | 0.00 | 150 | 108.435
1.00 | 1.00 | 70 | 109.955
1.00 | 1.00 | 80 | 109.180
1.00 | 1.00 | 90 | 109.180
1.00 | 1.00 | 100 | 108.578
1.00 | 1.00 | 150 | 108.435
1.00 | 2.00 | 90 | 108.592
1.00 | 2.00 | 150 | 107.299
1.00 | 2.00 | 200 | 108.682
