down | strategy | ncall | sigma_tot
0.94 | 1.00 | 800 | 108.940
0.94 | 2.00 | 600 | 108.939
0.94 | 2.00 | 700 | 108.939
0.94 | 2.00 | 800 | 108.939
0.95 | 2.00 | 600 | 109.051
0.95 | 2.00 | 700 | 109.051
0.95 | 2.00 | 800 | 109.051
0.96 | 2.00 | 600 | 109.161
0.96 | 2.00 | 700 | 109.164
0.96 | 2.00 | 800 | 109.164
0.97 | 0.00 | 600 | 109.276
0.97 | 0.00 | 700 | 109.278
0.97 | 0.00 | 800 | 109.278
0.97 | 1.00 | 600 | 109.278
0.97 | 1.00 | 700 | 109.278
0.97 | 1.00 | 800 | 109.278
0.97 | 2.00 | 600 | 109.277
0.97 | 2.00 | 700 | 109.277
0.97 | 2.00 | 800 | 109.277
0.98 | 1.00 | 300 | 109.395
0.98 | 1.00 | 400 | 109.395
0.98 | 1.00 | 500 | 109.395
0.98 | 1.00 | 600 | 109.395
0.98 | 1.00 | 700 | 109.395
0.98 | 1.00 | 800 | 109.395
0.98 | 2.00 | 700 | 109.393
0.98 | 2.00 | 800 | 109.393
0.99 | 1.00 | 400 | 109.517
0.99 | 1.00 | 500 | 109.511
0.99 | 1.00 | 600 | 109.511
0.99 | 1.00 | 700 | 109.511
0.99 | 1.00 | 800 | 109.511
0.99 | 2.00 | 300 | 109.509
0.99 | 2.00 | 400 | 109.509
0.99 | 2.00 | 500 | 109.509
0.99 | 2.00 | 600 | 109.509
0.99 | 2.00 | 700 | 109.509
0.99 | 2.00 | 800 | 109.509
