down | strategy | ncall | sigma_tot
0.96 | 0.00 | 700 | 108.505
0.96 | 0.00 | 800 | 108.505
0.96 | 1.00 | 700 | 108.505
0.96 | 1.00 | 800 | 108.505
0.97 | 0.00 | 600 | 108.551
0.97 | 0.00 | 700 | 108.551
0.97 | 0.00 | 800 | 108.551
0.97 | 1.00 | 600 | 108.551
0.97 | 1.00 | 700 | 108.551
0.97 | 1.00 | 800 | 108.551
0.97 | 2.00 | 500 | 108.551
0.97 | 2.00 | 600 | 108.551
0.97 | 2.00 | 700 | 108.551
0.97 | 2.00 | 800 | 108.551
0.98 | 0.00 | 600 | 108.596
0.98 | 0.00 | 700 | 108.596
0.98 | 0.00 | 800 | 108.596
0.98 | 1.00 | 600 | 108.596
0.98 | 1.00 | 700 | 108.596
0.98 | 1.00 | 800 | 108.596
0.98 | 2.00 | 800 | 108.596
0.99 | 0.00 | 400 | 108.641
0.99 | 0.00 | 500 | 108.641
0.99 | 0.00 | 600 | 108.641
0.99 | 0.00 | 700 | 108.641
0.99 | 0.00 | 800 | 108.641
0.99 | 1.00 | 400 | 108.641
0.99 | 1.00 | 500 | 108.641
0.99 | 1.00 | 600 | 108.641
0.99 | 1.00 | 700 | 108.641
0.99 | 1.00 | 800 | 108.641
0.99 | 2.00 | 400 | 108.641
0.99 | 2.00 | 500 | 108.642
0.99 | 2.00 | 600 | 108.642
0.99 | 2.00 | 700 | 108.642
0.99 | 2.00 | 800 | 108.642
